TZ id,1 bed,2 bed,3 bed,4 bed
270,405,463,223,65
276,188,272,86,31
277,113,107,23,9
278,374,261,77,31
279,48,78,8,3
283,35,33,2,0
284,77,90,54,42
285,243,405,142,46
287,80,110,49,30
288,21,48,24,8
292,147,250,217,115
294,121,212,188,155
507,50,65,60,70
508,273,378,256,224
509,639,653,338,136
510,167,188,94,46
511,360,329,177,98
512,470,516,226,157
513,282,309,202,132
514,131,113,55,24
515,522,513,198,108
516,662,638,274,128
517,310,367,201,137
518,420,532,269,178
519,125,148,98,77
520,47,54,50,55
521,408,461,221,90
522,215,328,167,74
523,398,492,232,116
524,85,117,131,144
525,361,458,376,209
526,413,584,384,175
527,56,53,52,56
528,485,583,339,211
529,635,590,247,109
530,170,265,213,129
531,868,821,303,124
532,318,282,296,223
533,61,75,85,86
534,48,70,68,56
535,117,145,129,106
536,620,443,242,241
537,334,530,288,146
538,145,276,195,157
539,138,128,141,139
540,342,409,357,268
541,202,250,225,148
542,166,217,201,128
543,382,381,218,176
544,179,148,107,84
545,534,398,211,99
546,327,383,155,80
547,341,354,193,110
548,287,174,159,168
549,112,139,131,121
550,147,176,136,137
551,138,217,218,230
552,50,82,78,79
553,35,54,40,49
554,267,356,333,329
555,362,261,221,166
556,30,42,48,44
557,204,135,127,125
558,51,81,88,91
