TZ id,1 bed,2 bed,3 bed,4 bed
270,465,533,256,75
276,216,312,99,36
277,130,123,26,10
278,430,300,89,36
279,56,90,9,3
283,40,38,2,0
284,89,104,62,48
285,280,465,163,53
287,92,126,56,34
288,24,56,28,9
292,169,287,250,132
294,139,244,216,178
507,57,75,69,80
508,314,435,294,258
509,735,751,389,156
510,192,216,108,53
511,414,378,204,113
512,540,593,260,181
513,324,355,232,152
514,151,130,63,28
515,601,589,228,124
516,761,734,315,147
517,357,422,231,158
518,483,612,309,205
519,144,171,113,89
520,54,62,57,63
521,469,530,254,103
522,247,377,192,85
523,458,565,267,133
524,97,134,151,166
525,415,526,432,240
526,474,672,442,201
527,65,61,60,64
528,558,670,390,243
529,730,678,284,125
530,196,305,245,148
531,998,944,348,143
532,366,324,340,256
533,70,86,98,99
534,56,81,78,64
535,134,167,148,122
536,713,510,278,277
537,385,610,331,168
538,167,317,224,181
539,158,147,162,160
540,393,471,411,308
541,233,287,259,170
542,191,249,231,147
543,439,438,251,202
544,206,171,123,97
545,613,458,243,114
546,376,440,178,92
547,392,407,222,126
548,330,200,183,193
549,129,159,151,139
550,169,202,156,158
551,158,249,251,264
552,57,95,90,91
553,40,62,46,56
554,307,410,383,378
555,416,300,254,191
556,34,48,55,51
557,234,156,146,144
558,58,94,101,105
