TZ id,1 bed,2 bed,3 bed,4 bed
270,443,507,244,71
276,206,297,94,34
277,124,117,25,10
278,409,285,84,34
279,53,85,9,3
283,39,36,2,0
284,84,99,59,46
285,266,443,155,50
287,88,120,54,33
288,23,53,26,9
292,161,273,237,126
294,132,232,206,170
507,54,71,66,77
508,298,414,280,245
509,699,715,370,149
510,183,206,103,50
511,393,360,194,107
512,514,564,247,172
513,308,338,221,144
514,143,124,60,26
515,572,561,217,118
516,724,698,300,140
517,339,402,220,150
518,460,582,294,195
519,137,162,107,84
520,52,59,55,60
521,446,504,242,98
522,235,359,183,81
523,436,538,254,127
524,93,128,143,158
525,395,501,411,229
526,451,639,420,191
527,61,58,57,61
528,531,638,371,231
529,694,645,270,119
530,187,290,233,141
531,949,898,331,136
532,348,308,324,244
533,66,82,93,94
534,53,77,74,61
535,128,159,141,116
536,679,485,265,264
537,366,580,315,160
538,159,302,213,172
539,150,140,154,152
540,374,448,391,293
541,221,273,246,162
542,182,237,220,140
543,418,416,238,193
544,196,162,117,92
545,584,436,231,108
546,357,419,170,88
547,373,387,211,120
548,314,190,174,184
549,123,152,143,132
550,161,193,149,150
551,150,237,238,252
552,54,90,85,86
553,39,59,44,54
554,292,390,364,360
555,396,285,242,182
556,32,46,53,48
557,223,148,139,137
558,55,89,96,100
