TZ id,1 bed,2 bed,3 bed,4 bed
270,421,482,232,68
276,196,283,90,32
277,118,111,24,9
278,389,271,80,32
279,50,81,8,3
283,37,34,2,0
284,80,94,56,44
285,253,421,148,48
287,84,114,51,31
288,22,50,25,8
292,153,260,226,120
294,126,221,196,161
507,52,68,62,73
508,284,394,266,233
509,665,680,352,142
510,174,196,98,48
511,374,342,184,102
512,489,537,235,163
513,293,322,210,137
514,136,118,57,25
515,544,533,206,112
516,689,664,285,133
517,323,382,209,143
518,437,554,280,185
519,131,155,102,80
520,49,56,52,57
521,425,480,230,94
522,223,341,174,77
523,414,512,241,121
524,88,121,136,150
525,375,476,391,218
526,429,608,400,182
527,58,55,54,58
528,505,607,353,220
529,661,614,257,113
530,177,276,222,134
531,903,854,315,129
532,331,293,308,232
533,63,78,88,90
534,50,73,71,58
535,121,151,134,110
536,646,461,252,251
537,348,552,300,152
538,151,287,203,163
539,143,133,147,145
540,356,426,372,279
541,211,260,234,154
542,173,226,209,133
543,397,396,227,183
544,187,155,111,87
545,555,414,220,103
546,340,398,161,83
547,355,369,201,114
548,299,181,165,175
549,117,144,136,126
550,153,183,142,143
551,143,226,227,239
552,52,86,81,82
553,37,56,42,51
554,278,371,347,342
555,377,271,230,173
556,31,44,50,46
557,212,141,132,130
558,53,85,92,95
