TZ id,1 bed,2 bed,3 bed,4 bed
270,454,519,250,73
276,211,305,96,35
277,127,120,26,10
278,419,292,86,35
279,54,88,9,3
283,39,37,2,0
284,86,101,61,47
285,273,454,159,52
287,90,123,55,34
288,23,54,27,9
292,165,280,243,129
294,136,238,211,174
507,56,73,67,79
508,306,424,287,251
509,717,733,379,153
510,188,211,105,52
511,403,369,199,110
512,527,579,253,176
513,316,347,227,148
514,147,127,62,27
515,586,575,222,121
516,743,716,307,144
517,348,412,225,154
518,471,597,302,200
519,141,167,110,86
520,53,60,56,62
521,458,517,248,101
522,241,368,187,83
523,447,551,260,130
524,95,131,147,162
525,405,513,422,234
526,463,655,431,196
527,63,59,58,63
528,544,654,380,237
529,712,661,277,122
530,191,297,239,145
531,973,920,340,139
532,357,316,332,250
533,68,84,95,96
534,54,79,76,63
535,131,163,145,119
536,696,497,271,270
537,375,595,323,164
538,163,310,219,176
539,154,143,158,156
540,384,459,400,301
541,227,280,252,166
542,186,243,225,144
543,428,427,244,197
544,201,167,120,94
545,598,447,237,111
546,366,429,174,90
547,382,397,216,123
548,322,195,178,188
549,126,155,147,136
550,165,197,153,154
551,154,243,244,258
552,56,93,87,89
553,39,60,45,55
554,300,400,373,369
555,406,292,248,186
556,33,47,54,49
557,228,152,142,140
558,57,91,99,102
