TZ id,1 bed,2 bed,3 bed,4 bed
270,417,477,230,67
276,194,280,89,32
277,117,110,24,9
278,385,269,79,32
279,50,80,8,3
283,36,34,2,0
284,79,93,56,43
285,250,417,146,47
287,83,113,50,31
288,22,50,25,8
292,152,257,224,118
294,125,219,194,160
507,51,67,62,72
508,281,390,264,231
509,659,673,348,140
510,172,194,97,47
511,371,339,182,101
512,484,532,233,162
513,290,318,208,136
514,135,117,57,25
515,538,528,204,111
516,682,657,282,132
517,320,379,207,141
518,433,549,277,183
519,129,153,101,79
520,49,56,52,57
521,420,475,228,93
522,221,338,172,76
523,410,507,239,120
524,87,120,135,148
525,372,472,387,215
526,425,602,396,180
527,58,54,54,58
528,500,601,349,217
529,654,608,255,112
530,176,273,219,133
531,894,846,312,128
532,328,290,305,230
533,62,77,88,89
534,50,73,70,58
535,120,150,133,109
536,639,457,249,248
537,345,546,297,150
538,150,284,201,162
539,142,131,145,143
540,352,422,368,276
541,209,257,232,152
542,171,223,207,132
543,393,392,225,181
544,185,153,110,87
545,550,410,217,102
546,337,394,160,82
547,351,365,199,113
548,296,179,164,173
549,116,143,135,125
550,152,181,140,141
551,142,223,225,237
552,51,85,80,81
553,36,56,41,50
554,275,367,343,339
555,373,269,228,171
556,31,43,49,45
557,210,139,131,129
558,52,84,91,94
