TZ id,1 bed,2 bed,3 bed,4 bed
270,413,472,227,66
276,192,277,88,32
277,116,109,23,9
278,382,266,79,32
279,49,80,8,3
283,36,34,2,0
284,79,92,55,43
285,248,413,145,47
287,82,112,50,31
288,21,49,24,8
292,150,255,221,117
294,123,217,192,158
507,50,66,61,71
508,278,386,261,229
509,652,667,345,139
510,171,192,96,47
511,367,336,181,100
512,479,526,231,160
513,287,315,206,135
514,134,116,56,24
515,533,523,202,110
516,676,651,280,131
517,316,375,205,140
518,429,543,274,182
519,128,151,100,79
520,48,55,51,56
521,416,470,225,92
522,219,334,170,75
523,406,502,237,118
524,86,119,134,147
525,368,467,384,213
526,421,596,392,179
527,57,54,53,57
528,495,595,346,215
529,647,601,252,111
530,174,270,217,132
531,885,837,309,126
532,324,287,302,227
533,62,76,87,88
534,49,72,69,57
535,119,148,132,108
536,633,452,247,246
537,341,541,294,149
538,148,282,199,160
539,140,130,144,142
540,349,417,364,273
541,206,255,230,151
542,169,221,205,131
543,389,388,222,180
544,183,151,109,86
545,544,406,215,101
546,333,391,158,82
547,348,361,197,112
548,293,177,162,171
549,114,141,134,123
550,150,180,139,140
551,140,221,222,235
552,50,84,80,81
553,36,55,41,50
554,273,364,340,336
555,369,266,225,169
556,30,43,49,45
557,208,138,130,128
558,52,83,90,93
