TZ id,1 bed,2 bed,3 bed,4 bed
270,432,494,238,69
276,201,290,92,33
277,121,114,25,10
278,399,278,82,33
279,52,83,9,3
283,38,35,2,0
284,82,96,58,45
285,259,432,152,49
287,86,117,52,32
288,22,52,26,9
292,157,266,232,123
294,129,227,201,165
507,53,69,64,75
508,291,404,273,239
509,682,697,361,145
510,178,201,100,49
511,384,351,189,105
512,501,550,241,168
513,300,330,216,141
514,140,121,59,26
515,558,547,211,115
516,707,681,292,137
517,331,392,214,146
518,448,568,287,190
519,134,158,105,82
520,50,58,53,59
521,435,492,236,96
522,229,350,178,79
523,425,525,248,124
524,90,124,140,154
525,385,488,401,223
526,440,623,410,187
527,60,56,55,60
528,518,622,362,225
529,677,629,264,116
530,182,283,227,138
531,926,876,323,132
532,339,300,316,238
533,65,80,91,92
534,52,75,73,60
535,124,155,138,113
536,662,473,258,257
537,357,566,307,156
538,155,295,208,168
539,147,136,150,148
540,365,437,381,286
541,216,266,240,158
542,177,231,214,137
543,407,406,233,188
544,191,158,114,90
545,569,425,225,106
546,349,408,165,85
547,364,378,206,117
548,306,185,170,179
549,120,148,140,129
550,157,188,145,146
551,147,231,233,245
552,53,88,83,84
553,38,58,43,52
554,285,380,355,351
555,386,278,236,177
556,32,45,51,47
557,217,144,136,133
558,54,87,94,97
