TZ id,1 bed,2 bed,3 bed,4 bed
270,419,480,231,67
276,195,281,89,32
277,117,110,24,9
278,387,270,80,32
279,50,81,8,3
283,36,34,2,0
284,80,93,56,43
285,252,419,147,48
287,83,114,51,31
288,22,50,25,8
292,153,259,225,119
294,125,220,195,161
507,51,67,62,72
508,282,392,265,232
509,662,677,350,141
510,173,195,97,48
511,372,341,183,101
512,486,534,234,163
513,292,320,209,137
514,136,117,57,25
515,541,531,205,112
516,686,661,284,133
517,321,380,208,142
518,435,551,279,184
519,130,154,101,80
520,49,56,52,57
521,423,477,229,93
522,222,339,173,77
523,412,509,240,120
524,88,121,136,149
525,374,474,389,216
526,427,605,398,181
527,58,55,54,58
528,502,604,351,218
529,657,611,256,113
530,177,275,221,134
531,899,850,314,128
532,329,292,307,231
533,63,77,88,89
534,50,73,70,58
535,121,150,134,110
536,642,459,251,250
537,346,549,298,151
538,150,286,202,163
539,142,132,146,144
540,354,424,370,278
541,210,259,233,153
542,172,224,208,133
543,395,394,226,182
544,186,154,111,87
545,552,412,218,103
546,338,396,161,83
547,353,367,200,114
548,297,180,165,174
549,116,144,136,125
550,153,182,141,142
551,142,224,226,238
552,51,85,81,82
553,36,56,41,51
554,277,369,345,341
555,375,270,229,172
556,31,43,50,46
557,211,140,132,129
558,52,84,91,94
