TZ id,1 bed,2 bed,3 bed,4 bed
270,470,538,259,75
276,218,316,100,36
277,132,124,27,10
278,434,303,89,36
279,56,91,9,3
283,41,38,2,0
284,89,105,63,49
285,282,470,165,53
287,93,128,57,35
288,24,56,28,9
292,171,290,252,134
294,141,247,218,180
507,57,75,70,81
508,317,439,297,260
509,742,759,393,158
510,194,218,109,53
511,418,382,206,114
512,546,599,262,182
513,327,359,235,153
514,152,132,64,28
515,607,595,230,125
516,769,741,318,149
517,360,427,233,159
518,488,618,312,207
519,146,172,114,89
520,55,63,58,64
521,474,535,257,105
522,249,381,194,86
523,462,571,269,135
524,98,135,152,167
525,419,531,437,243
526,479,678,446,203
527,65,61,60,65
528,563,677,394,245
529,737,685,287,127
530,198,308,247,150
531,1008,953,352,144
532,369,327,344,259
533,70,87,99,100
534,56,82,79,65
535,135,169,150,123
536,721,515,281,280
537,388,616,334,170
538,169,321,226,182
539,160,148,164,161
540,397,475,415,311
541,235,290,261,172
542,193,252,233,149
543,443,442,253,204
544,208,172,124,98
545,620,462,245,115
546,379,445,180,93
547,396,411,224,128
548,333,202,185,195
549,130,161,152,141
550,171,204,158,159
551,160,252,253,267
552,57,96,91,92
553,41,63,46,57
554,310,414,387,382
555,420,303,257,193
556,34,49,56,51
557,236,157,147,145
558,59,95,102,106
