TZ id,1 bed,2 bed,3 bed,4 bed
270,449,514,248,72
276,209,302,95,34
277,126,118,26,10
278,415,289,86,34
279,54,87,9,3
283,39,37,2,0
284,86,100,60,47
285,270,449,158,51
287,89,122,54,33
288,23,54,27,9
292,164,277,241,128
294,134,236,209,172
507,55,72,67,78
508,303,420,284,249
509,710,726,375,151
510,186,209,104,51
511,399,365,197,109
512,522,573,251,174
513,313,343,224,147
514,145,126,61,27
515,580,569,220,120
516,735,708,304,142
517,344,408,223,152
518,467,591,299,198
519,139,165,109,86
520,53,60,56,61
521,453,512,245,100
522,238,364,185,82
523,442,546,258,129
524,94,129,145,160
525,401,508,418,232
526,458,649,426,194
527,62,59,58,62
528,539,647,376,234
529,705,655,274,121
530,189,294,237,143
531,964,911,336,138
532,353,313,329,248
533,67,83,94,95
534,54,78,76,62
535,129,161,143,118
536,689,492,269,268
537,371,589,320,162
538,161,307,217,174
539,153,142,157,154
540,380,454,396,298
541,225,277,250,164
542,184,241,223,142
543,424,423,242,195
544,199,165,119,93
545,592,442,234,110
546,363,425,172,89
547,379,393,214,122
548,319,193,177,187
549,125,154,145,134
550,164,195,151,152
551,153,241,242,255
552,55,92,87,88
553,39,60,44,54
554,297,396,370,365
555,402,289,245,184
556,33,46,53,49
557,226,150,141,139
558,56,90,98,101
