TZ id,1 bed,2 bed,3 bed,4 bed
270,430,492,237,69
276,200,288,91,33
277,120,113,24,10
278,397,277,82,33
279,51,83,8,3
283,37,35,2,0
284,82,96,57,45
285,258,430,151,49
287,85,117,52,32
288,22,51,25,8
292,156,265,230,122
294,128,225,200,165
507,53,69,64,74
508,290,402,272,238
509,679,694,359,144
510,178,200,100,49
511,382,349,188,104
512,499,548,240,167
513,299,328,214,140
514,139,120,58,25
515,555,544,210,115
516,703,677,291,136
517,329,390,213,145
518,446,565,286,189
519,133,158,104,82
520,50,57,53,58
521,433,489,235,96
522,228,348,177,79
523,423,522,246,123
524,90,124,139,153
525,383,486,399,222
526,438,620,408,186
527,60,56,55,59
528,515,619,360,224
529,674,626,262,116
530,181,281,226,137
531,921,871,322,132
532,338,299,314,237
533,64,79,90,91
534,51,75,72,59
535,124,154,137,113
536,659,471,257,256
537,355,563,306,155
538,154,293,207,167
539,146,135,150,148
540,363,434,379,285
541,215,265,239,157
542,176,230,213,136
543,405,404,231,187
544,190,158,114,89
545,566,423,224,105
546,347,406,165,85
547,362,376,205,117
548,305,185,169,178
549,119,147,139,128
550,156,187,144,145
551,146,230,231,244
552,53,88,83,84
553,37,57,42,52
554,284,378,354,349
555,384,277,235,176
556,32,44,51,47
557,216,144,135,133
558,54,86,93,97
