TZ id,1 bed,2 bed,3 bed,4 bed
270,427,489,259,75
276,199,287,100,36
277,120,113,27,10
278,395,275,89,36
279,51,82,9,3
283,37,35,2,0
284,81,95,63,49
285,257,427,165,53
287,85,116,57,35
288,22,51,28,9
292,156,264,252,134
294,128,224,218,180
507,52,69,70,81
508,288,400,297,260
509,675,690,393,158
510,177,199,109,53
511,380,347,206,114
512,496,545,262,182
513,297,326,235,153
514,138,120,64,28
515,552,541,230,125
516,699,674,318,149
517,328,388,233,159
518,444,562,312,207
519,132,157,114,89
520,50,57,58,64
521,431,487,257,105
522,226,346,194,86
523,420,519,269,135
524,89,123,152,167
525,381,483,437,243
526,436,617,446,203
527,59,56,60,65
528,512,616,394,245
529,670,623,287,127
530,180,280,247,150
531,916,866,352,144
532,336,297,344,259
533,64,79,99,100
534,51,74,79,65
535,123,153,150,123
536,655,468,281,280
537,353,560,334,170
538,153,292,226,182
539,145,135,164,161
540,361,432,415,311
541,214,264,261,172
542,175,229,233,149
543,403,402,253,204
544,189,157,124,98
545,563,420,245,115
546,345,404,180,93
547,360,374,224,128
548,303,184,185,195
549,118,146,152,141
550,156,186,158,159
551,145,229,253,267
552,52,87,91,92
553,37,57,46,57
554,282,376,387,382
555,382,275,257,193
556,31,44,56,51
557,215,143,147,145
558,53,86,102,106
