TZ id,1 bed,2 bed,3 bed,4 bed
270,397,454,240,70
276,184,266,93,33
277,111,105,25,10
278,366,255,83,33
279,47,77,9,3
283,34,32,2,0
284,75,88,58,45
285,238,397,153,50
287,79,108,53,32
288,20,47,26,9
292,144,245,234,124
294,119,208,203,167
507,48,64,65,75
508,267,371,276,241
509,626,640,364,147
510,164,184,101,50
511,352,322,191,106
512,460,505,244,169
513,276,303,218,142
514,128,111,59,26
515,512,502,213,116
516,649,625,295,138
517,304,360,217,148
518,412,522,290,192
519,123,145,106,83
520,46,53,54,59
521,400,452,238,97
522,210,321,180,80
523,390,482,250,125
524,83,114,141,155
525,353,448,405,225
526,404,572,414,189
527,55,52,56,60
528,475,571,365,227
529,622,578,266,117
530,167,260,230,139
531,850,804,327,134
532,311,276,319,240
533,59,73,92,93
534,47,69,73,60
535,114,142,139,114
536,608,434,261,260
537,328,519,310,157
538,142,270,210,169
539,135,125,152,150
540,335,401,385,289
541,198,245,242,159
542,163,212,217,138
543,374,373,235,190
544,176,145,115,91
545,523,390,227,107
546,320,375,167,86
547,334,347,208,119
548,281,170,171,181
549,110,136,141,130
550,144,172,147,148
551,135,212,235,248
552,48,81,84,85
553,34,53,43,53
554,262,349,359,355
555,355,255,238,179
556,29,41,52,47
557,199,133,137,135
558,50,80,95,98
