TZ id,1 bed,2 bed,3 bed,4 bed
270,421,482,255,74
276,196,283,98,35
277,118,111,26,10
278,389,271,88,35
279,50,81,9,3
283,37,34,2,0
284,80,94,62,48
285,253,421,162,53
287,84,114,56,34
288,22,50,27,9
292,153,260,248,132
294,126,221,215,177
507,51,68,69,80
508,284,394,293,256
509,665,680,387,156
510,174,196,108,53
511,374,342,203,112
512,489,537,259,180
513,293,322,231,151
514,136,118,63,27
515,543,533,227,124
516,689,664,313,146
517,323,382,230,157
518,437,554,308,204
519,130,154,112,88
520,49,56,57,63
521,424,479,253,103
522,223,341,191,85
523,414,511,265,133
524,88,121,150,165
525,375,476,430,239
526,429,608,439,200
527,58,55,59,64
528,505,606,388,241
529,660,613,283,125
530,177,276,244,148
531,903,854,347,142
532,331,293,339,255
533,63,78,97,98
534,50,73,78,64
535,121,151,148,121
536,645,461,277,276
537,348,551,330,167
538,151,287,223,180
539,143,133,161,159
540,356,426,408,307
541,211,260,257,169
542,173,225,230,146
543,397,396,249,201
544,186,154,122,96
545,555,414,241,113
546,340,398,177,92
547,355,368,221,126
548,299,181,182,192
549,117,144,150,138
550,153,183,156,157
551,143,225,249,263
552,51,86,89,90
553,37,56,46,56
554,278,371,381,376
555,376,271,253,190
556,31,43,55,50
557,212,141,145,143
558,53,85,101,104
