TZ id,1 bed,2 bed,3 bed,4 bed
270,409,467,248,72
276,190,274,95,34
277,114,108,26,10
278,378,263,86,34
279,49,79,9,3
283,36,33,2,0
284,78,91,60,47
285,245,409,158,51
287,81,111,54,33
288,21,49,27,9
292,149,252,241,128
294,122,214,209,172
507,50,66,67,78
508,275,382,284,249
509,645,660,375,151
510,169,190,104,51
511,363,332,197,109
512,474,521,251,174
513,284,312,224,147
514,132,114,61,27
515,527,517,220,120
516,668,644,304,142
517,313,371,223,152
518,424,537,299,198
519,127,150,109,86
520,48,54,56,61
521,412,465,245,100
522,217,331,185,82
523,402,496,258,129
524,86,118,145,160
525,364,462,418,232
526,416,590,426,194
527,57,53,58,62
528,490,589,376,234
529,641,595,274,121
530,172,268,237,143
531,876,828,336,138
532,321,284,329,248
533,61,76,94,95
534,49,71,76,62
535,118,147,143,118
536,626,447,269,268
537,338,535,320,162
538,147,279,217,174
539,139,129,157,154
540,345,413,396,298
541,204,252,250,164
542,168,219,223,142
543,385,384,242,195
544,181,150,119,93
545,539,402,234,110
546,330,386,172,89
547,344,358,214,122
548,290,175,177,187
549,113,140,145,134
550,149,178,151,152
551,139,219,242,255
552,50,83,87,88
553,36,54,44,54
554,270,360,370,365
555,365,263,245,184
556,30,42,53,49
557,205,137,141,139
558,51,82,98,101
