TZ id,1 bed,2 bed,3 bed,4 bed
270,415,475,251,73
276,193,278,97,35
277,116,109,26,10
278,383,267,87,35
279,50,80,9,3
283,36,34,2,0
284,79,92,61,47
285,249,415,160,52
287,82,113,55,34
288,21,50,27,9
292,151,256,245,130
294,124,218,212,175
507,51,67,68,79
508,280,388,289,252
509,655,670,381,153
510,171,193,106,52
511,369,337,200,110
512,481,529,255,177
513,289,317,228,149
514,134,116,62,27
515,535,525,223,122
516,679,654,309,144
517,318,376,227,154
518,431,546,303,201
519,128,152,110,87
520,48,55,56,62
521,418,472,249,101
522,220,336,188,83
523,408,504,262,131
524,87,119,148,162
525,370,469,424,236
526,423,599,433,197
527,57,54,59,63
528,497,597,382,238
529,650,604,278,123
530,175,272,240,145
531,889,841,342,140
532,326,289,334,251
533,62,77,96,97
534,50,72,77,63
535,119,149,145,119
536,636,454,273,272
537,343,543,325,165
538,149,283,220,177
539,141,131,159,157
540,351,419,402,302
541,207,256,254,167
542,170,222,227,144
543,391,390,246,198
544,184,152,121,95
545,547,408,238,112
546,335,392,175,90
547,349,363,218,124
548,294,178,179,189
549,115,142,148,136
550,151,180,153,154
551,141,222,246,259
552,51,85,88,89
553,36,55,45,55
554,274,365,375,371
555,371,267,249,187
556,30,43,54,50
557,209,139,143,141
558,52,83,99,103
