TZ id,1 bed,2 bed,3 bed,4 bed
270,393,449,238,69
276,182,264,92,33
277,110,103,25,10
278,363,253,82,33
279,47,76,9,3
283,34,32,2,0
284,75,87,58,45
285,236,393,152,49
287,78,107,52,32
288,20,47,26,9
292,143,242,232,123
294,117,206,201,165
507,48,63,64,75
508,265,367,273,239
509,620,634,361,145
510,162,182,100,49
511,349,319,189,105
512,456,500,241,168
513,273,300,216,141
514,127,110,59,26
515,507,497,211,115
516,642,619,292,137
517,301,356,214,146
518,408,516,287,190
519,122,144,105,82
520,46,52,53,59
521,396,447,236,96
522,208,318,178,79
523,386,477,248,124
524,82,113,140,154
525,350,444,401,223
526,400,567,410,187
527,54,51,55,60
528,471,566,362,225
529,616,572,264,116
530,165,257,227,138
531,842,796,323,132
532,308,273,316,238
533,59,73,91,92
534,47,68,73,60
535,113,141,138,113
536,602,430,258,257
537,324,514,307,156
538,141,268,208,168
539,133,124,150,148
540,332,397,381,286
541,196,242,240,158
542,161,210,214,137
543,370,369,233,188
544,174,144,114,90
545,517,386,225,106
546,317,371,165,85
547,331,344,206,117
548,278,169,170,179
549,109,134,140,129
550,143,171,145,146
551,133,210,233,245
552,48,80,83,84
553,34,52,43,52
554,259,346,355,351
555,351,253,236,177
556,29,41,51,47
557,197,131,136,133
558,49,79,94,97
