TZ id,1 bed,2 bed,3 bed,4 bed
270,423,484,256,75
276,197,284,99,36
277,118,112,26,10
278,391,273,89,36
279,51,82,9,3
283,37,34,2,0
284,80,94,62,48
285,254,423,163,53
287,84,115,56,34
288,22,51,28,9
292,154,261,250,132
294,126,222,216,178
507,52,68,69,80
508,285,396,294,258
509,668,683,389,156
510,175,197,108,53
511,376,344,204,113
512,491,539,260,181
513,294,323,232,152
514,137,118,63,28
515,546,536,228,124
516,692,667,315,147
517,324,384,231,158
518,439,557,309,205
519,131,155,113,89
520,49,56,57,63
521,427,482,254,103
522,224,343,192,85
523,416,514,267,133
524,89,122,151,166
525,377,478,432,240
526,431,611,442,201
527,59,55,60,64
528,507,609,390,243
529,663,616,284,125
530,178,277,245,148
531,907,858,348,143
532,332,294,340,256
533,63,78,98,99
534,51,74,78,64
535,122,152,148,122
536,649,463,278,277
537,350,554,331,168
538,152,289,224,181
539,144,133,162,160
540,358,428,411,308
541,212,261,259,170
542,174,227,231,147
543,399,398,251,202
544,187,155,123,97
545,558,416,243,114
546,342,400,178,92
547,356,370,222,126
548,300,182,183,193
549,117,145,151,139
550,154,184,156,158
551,144,227,251,264
552,52,86,90,91
553,37,56,46,56
554,279,373,383,378
555,378,273,254,191
556,31,44,55,51
557,213,141,146,144
558,53,85,101,105
