TZ id,1 bed,2 bed,3 bed,4 bed
270,391,447,237,69
276,182,262,91,33
277,109,103,24,10
278,361,252,82,33
279,47,75,8,3
283,34,32,2,0
284,74,87,57,45
285,235,391,151,49
287,78,106,52,32
288,20,47,25,8
292,142,241,230,122
294,117,205,200,165
507,48,63,64,74
508,263,365,272,238
509,617,631,359,144
510,161,182,100,49
511,347,317,188,104
512,453,498,240,167
513,272,298,214,140
514,126,109,58,25
515,504,495,210,115
516,639,616,291,136
517,299,355,213,145
518,406,514,286,189
519,121,143,104,82
520,46,52,53,58
521,394,445,235,96
522,207,316,177,79
523,384,475,246,123
524,82,113,139,153
525,348,442,399,222
526,398,564,408,186
527,54,51,55,59
528,468,563,360,224
529,613,569,262,116
530,165,256,226,137
531,838,792,322,132
532,307,272,314,237
533,58,72,90,91
534,47,68,72,59
535,113,140,137,113
536,599,428,257,256
537,323,512,306,155
538,140,266,207,167
539,133,123,150,148
540,330,395,379,285
541,195,241,239,157
542,160,209,213,136
543,368,367,231,187
544,173,143,114,89
545,515,384,224,105
546,315,369,165,85
547,329,342,205,117
548,277,168,169,178
549,108,134,139,128
550,142,170,144,145
551,133,209,231,244
552,48,80,83,84
553,34,52,42,52
554,258,344,354,349
555,349,252,235,176
556,29,40,51,47
557,196,131,135,133
558,49,79,93,97
