TZ id,1 bed,2 bed,3 bed,4 bed
270,374,427,226,66
276,174,251,87,31
277,105,98,23,9
278,345,241,78,31
279,45,72,8,3
283,32,30,2,0
284,71,83,55,43
285,224,374,144,47
287,74,102,50,30
288,19,45,24,8
292,136,230,220,117
294,112,196,191,157
507,46,60,61,71
508,252,349,260,227
509,590,603,343,138
510,154,174,95,47
511,332,304,180,99
512,433,476,229,159
513,260,285,205,134
514,121,105,56,24
515,482,473,201,110
516,611,589,278,130
517,286,339,204,139
518,388,491,273,181
519,116,137,99,78
520,44,50,51,56
521,377,425,224,91
522,198,302,170,75
523,367,454,235,118
524,78,108,133,146
525,333,422,382,212
526,381,539,390,178
527,52,49,53,57
528,448,538,344,214
529,586,544,251,111
530,157,245,216,131
531,801,757,308,126
532,293,260,300,226
533,56,69,86,87
534,45,65,69,57
535,108,134,131,108
536,573,409,246,245
537,309,489,292,148
538,134,255,198,159
539,127,118,143,141
540,316,378,362,272
541,187,230,228,150
542,153,200,204,130
543,352,351,221,179
544,165,137,109,85
545,492,367,214,100
546,301,353,157,81
547,315,327,196,112
548,265,160,161,171
549,104,128,133,123
550,136,162,138,139
551,127,200,221,233
552,46,76,79,80
553,32,50,41,50
554,247,329,338,334
555,334,241,224,169
556,27,39,49,45
557,188,125,129,127
558,47,75,89,92
