TZ id,1 bed,2 bed,3 bed,4 bed
270,401,458,243,71
276,186,269,94,34
277,112,106,25,10
278,370,258,84,34
279,48,77,9,3
283,35,33,2,0
284,76,89,59,46
285,241,401,155,50
287,79,109,53,33
288,21,48,26,9
292,146,247,236,125
294,120,210,205,169
507,49,64,65,76
508,270,374,279,244
509,632,647,368,148
510,165,186,102,50
511,356,325,193,107
512,465,511,246,171
513,279,306,220,144
514,130,112,60,26
515,517,507,216,118
516,655,631,298,139
517,307,364,219,149
518,416,527,293,194
519,124,147,107,84
520,47,53,54,60
521,404,456,241,98
522,212,324,182,81
523,394,487,253,126
524,84,115,143,157
525,357,453,409,227
526,408,578,418,190
527,56,52,57,61
528,480,577,369,230
529,628,583,269,119
530,169,262,232,140
531,859,812,330,135
532,315,279,322,243
533,60,74,93,94
534,48,70,74,61
535,115,144,140,115
536,614,439,263,262
537,331,525,313,159
538,144,273,212,171
539,136,126,153,151
540,339,405,389,292
541,200,247,245,161
542,164,214,219,139
543,378,377,237,192
544,177,147,116,91
545,528,394,230,108
546,323,379,169,87
547,337,350,210,120
548,284,172,173,183
549,111,137,143,132
550,146,174,148,149
551,136,214,237,250
552,49,82,85,86
553,35,53,44,53
554,265,353,362,358
555,358,258,241,181
556,29,41,52,48
557,201,134,138,136
558,50,81,96,99
