"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"267","1","1","0","11","222.6","1218","129.108"
"271","4","1","0","11","370.3","0","0.000"
"275","2","1","0","3","938.5","745","332.944"
"275","4","1","0","3","1266.3","0","0.000"
"275","5","1","0","3","1051.7","0","0.000"
"284","2","1","0","11","0.0","0","0.000"
"293","1","1","0","11","492.7","745","174.791"
"299","2","1","0","3","828.8","1218","480.704"
"312","1","1","0","3","2658.9","1518","1922.005"
"321","3","1","0","11","0.0","1125","0.000"
"326","1","1","0","11","138.6","1218","80.388"
"341","2","1","0","11","0.0","545","0.000"
"362","1","1","0","4","606.1","945","272.745"
"381","1","1","0","1","697.3","945","313.785"
"399","2","1","0","11","1605.1","1125","859.875"
"410","5","1","0","8","0.0","0","0.000"
"417","1","1","0","3","601.8","1518","435.015"
"418","2","1","0","3","661.6","222","69.941"
"422","2","1","0","2","431.1","1125","230.946"
"423","2","1","0","3","1212.3","1218","703.134"
"428","2","1","0","11","105.3","1125","56.411"
"433","2","1","0","4","403.4","358","68.770"
"443","2","1","0","3","940.9","745","333.795"
"446","1","1","0","2","389.7","1518","281.697"
"446","2","1","0","2","206.4","1125","110.571"
"458","1","1","0","11","495.8","358","84.522"
"653","3","1","0","1","1902.2","0","0.000"
"661","1","1","0","4","2931.2","222","309.870"
"661","3","1","0","4","2820.1","0","0.000"
"666","2","2","0","11","0.0","0","0.000"
"669","4","1","0","2","0.0","0","0.000"
"670","2","1","0","11","0.0","545","0.000"
"671","1","1","0","3","830.0","7847","3101.433"
"671","2","1","0","3","435.6","0","0.000"
"680","1","1","0","2","1419.4","1125","760.393"
"680","3","1","0","2","482.6","0","0.000"
"684","2","1","0","2","1548.1","1218","897.898"
"684","3","1","0","2","1421.5","1125","761.518"
"717","2","1","0","4","1474.0","1891","1327.302"
"749","1","1","0","3","997.7","1125","534.482"
"752","2","1","0","11","0.0","1125","0.000"
"754","4","1","0","3","2388.5","1125","1279.554"
"766","5","1","0","11","491.1","358","83.721"
"768","1","1","0","3","2355.3","1891","2120.892"
"815","1","1","0","8","0.0","1125","0.000"
"815","2","1","0","8","0.0","1125","0.000"
"815","3","1","0","8","0.0","0","0.000"
"850","1","1","0","8","0.0","1125","0.000"
"861","3","1","0","3","1304.9","0","0.000"
"863","1","1","0","8","0.0","1125","0.000"
"882","2","1","0","2","331.7","1125","177.696"
"882","4","1","0","2","104.4","109","5.419"
"882","5","1","0","2","400.3","0","0.000"
"898","2","1","0","8","0.0","0","0.000"
"909","2","1","0","8","0.0","745","0.000"
"933","1","1","0","8","0.0","1125","0.000"
"936","1","1","0","3","2320.0","1218","1345.600"
"944","1","1","0","3","1534.8","745","544.489"
"944","3","1","0","3","1772.1","0","0.000"
"950","1","1","0","8","0.0","945","0.000"
"966","1","1","0","3","1370.9","945","616.905"
"966","2","1","0","11","1451.9","745","515.079"
"966","3","1","0","11","167.9","0","0.000"
"1062","1","1","0","11","1390.8","1891","1252.382"
"1064","1","1","0","3","2852.7","745","1012.029"
"1065","1","1","0","3","2481.8","945","1116.810"
"1071","1","1","0","11","0.0","1125","0.000"
"1083","1","1","0","3","2496.2","109","129.565"
"1099","1","1","0","4","1290.9","7847","4823.663"
"1100","2","1","0","3","2708.7","745","960.944"
"1116","1","1","0","2","545.2","0","0.000"
"1116","2","1","0","2","1341.9","0","0.000"
"1116","3","1","0","2","302.9","1891","272.754"
"1117","2","1","0","8","0.0","1125","0.000"
"1121","1","1","0","8","0.0","1125","0.000"
"423","3","1","0","11","1432.0","1125","767.143"
"751","2","1","0","3","654.5","745","232.192"
"754","3","1","0","3","1880.7","1125","1007.518"
"1015","2","1","0","3","1804.5","1125","966.696"
"924","2","1","0","3","2435.3","1218","1412.474"
"356","2","1","0","3","520.9","945","234.405"
"1072","2","1","0","11","501.9","1125","268.875"
"405","1","1","0","11","334.9","1218","194.242"
"928","1","1","0","3","1585.1","1125","849.161"
"477","1","1","0","11","208.9","109","10.843"
"930","1","1","0","4","2243.6","1125","1201.929"
"366","1","1","0","3","2506.4","222","264.962"
"460","1","1","0","3","2201.4","1218","1276.812"
"494","1","1","0","3","3700.5","1891","3332.212"
"512","1","1","0","3","1098.3","1218","637.014"
"928","1","2","0","3","1053.3","1125","564.268"
"455","1","1","0","3","1076.5","7847","4022.522"
"480","1","1","0","3","2262.0","1218","1311.960"
"740","2","1","0","11","1473.0","745","522.564"
"902","1","1","0","11","1589.4","1125","851.464"
"1020","1","1","0","3","712.6","1125","381.750"
"268","2","1","0","3","768.2","745","272.528"
"775","1","1","0","11","261.4","945","117.630"
"928","1","3","0","4","2516.8","1125","1348.286"
"512","1","2","0","11","344.3","1218","199.694"
"400","1","1","0","3","2780.6","1891","2503.864"
"400","2","1","0","3","567.1","1125","303.804"
"557","3","1","0","2","203.2","7847","759.291"
"645","1","1","0","3","953.2","745","338.159"
"709","2","1","0","11","331.6","745","117.639"
"774","4","1","0","3","1321.8","7847","4939.126"
"460","1","2","0","11","1333.2","1218","773.256"
"273","2","1","0","11","202.0","1518","146.017"
"292","1","1","0","3","622.5","945","280.125"
"512","1","3","0","3","2910.7","1218","1688.206"
"648","1","1","0","3","2150.2","545","558.028"
"722","1","1","0","3","1578.7","745","560.063"
"741","2","1","0","3","1547.4","222","163.582"
"751","2","2","0","3","184.2","745","65.347"
"827","1","1","0","3","1364.3","1218","791.294"
"959","1","1","0","3","1173.4","1891","1056.619"
"1010","1","1","0","3","1379.3","1125","738.911"
"1031","3","1","0","3","1600.7","358","272.881"
"366","1","3","0","3","1143.5","222","120.884"
"670","2","2","0","11","1471.2","545","381.811"
"743","2","1","0","3","968.2","1125","518.679"
"746","3","1","0","11","1887.4","1518","1364.321"
"292","1","2","0","3","1862.2","945","837.990"
"276","2","1","0","11","221.4","1518","160.041"
"557","3","2","0","8","600.0","7847","2242.000"
"739","2","1","0","4","2427.9","1125","1300.661"
"994","1","1","0","1","1904.1","222","201.291"
"460","1","3","0","3","1202.8","1218","697.624"
"303","1","1","0","2","114.8","222","12.136"
"436","2","1","0","11","377.8","1891","340.200"
"924","2","2","0","11","306.1","1218","177.538"
"494","1","2","0","11","312.8","1891","281.669"
"331","2","1","0","11","227.3","545","58.990"
"752","2","2","0","3","263.0","1125","140.893"
"828","1","1","0","3","203.0","1518","146.740"
"388","2","1","0","11","367.4","7847","1372.851"
"436","2","2","0","11","140.2","1891","126.247"
"672","2","1","0","3","1814.9","1518","1311.913"
"701","2","1","0","3","945.5","945","425.475"
"719","1","1","0","11","1549.6","1125","830.143"
"761","1","1","0","3","1644.9","222","173.889"
"779","1","1","0","3","633.0","1125","339.107"
"883","7","1","0","3","1231.3","358","209.907"
"906","2","1","0","3","1386.1","1125","742.554"
"969","2","1","0","11","1289.8","1125","690.964"
"999","1","1","0","11","1573.7","545","408.413"
"1049","2","1","0","3","1401.8","545","363.800"
"1061","1","2","0","11","342.9","545","88.991"
"1052","1","1","0","2","91.0","1125","48.750"
"310","1","1","0","11","305.6","7847","1141.925"
"971","2","1","0","3","645.0","745","228.821"
"991","1","1","0","11","555.1","1125","297.375"
"670","2","3","0","3","2739.9","545","711.069"
"292","1","3","0","4","3022.4","945","1360.080"
"314","2","1","0","11","1494.4","7847","5584.075"
"327","2","1","0","3","1800.8","745","638.855"
"388","2","2","0","3","2502.3","7847","9350.261"
"418","1","1","0","3","1641.4","1218","952.012"
"1074","1","1","0","11","1510.2","1125","809.036"
"994","1","2","0","1","817.3","222","86.400"
"343","1","1","0","3","929.0","1518","671.534"
"680","2","1","0","11","1440.4","358","245.554"
"691","1","1","0","3","3010.7","7847","11249.982"
"774","2","1","0","11","131.3","1218","76.154"
"774","4","2","0","3","509.4","7847","1903.458"
"968","1","1","0","3","3510.8","1125","1880.786"
"971","1","1","0","11","1611.0","1218","934.380"
"436","2","3","0","3","786.7","1891","708.405"
"267","2","1","0","11","150.6","1125","80.679"
"268","2","2","0","3","1995.0","745","707.750"
"394","1","1","0","3","1689.2","945","760.140"
"442","1","1","0","4","1393.7","745","494.432"
"453","1","1","0","11","195.1","1218","113.158"
"494","1","3","0","3","487.5","1891","438.982"
"513","1","1","0","3","1051.6","1218","609.928"
"534","1","1","0","3","1205.7","7847","4505.299"
"535","1","1","0","11","1531.9","945","689.355"
"557","5","1","0","3","765.1","7847","2858.924"
"664","1","1","0","3","1047.4","945","471.330"
"686","1","1","0","3","1162.1","545","301.593"
"704","1","1","0","11","446.8","545","115.955"
"719","1","2","0","3","1459.9","1125","782.089"
"843","1","1","0","3","783.8","7847","2928.799"
"849","2","1","0","3","921.3","1891","829.609"
"857","1","1","0","3","1171.9","7847","4379.000"
"914","1","1","0","3","1411.6","1891","1271.112"
"949","2","1","0","11","213.5","945","96.075"
"953","1","1","0","3","2253.4","1125","1207.179"
"1013","1","1","0","2","490.4","745","173.975"
"1013","2","1","0","2","293.0","745","103.945"
"1084","1","1","0","11","1374.6000000000001","745","487.656"
"779","1","2","0","3","864.8","1125","463.286"
"900","1","1","0","3","2065.7","945","929.565"
"497","1","1","0","3","385.5","1518","278.661"
"534","2","1","0","3","1169.5","745","414.894"
"535","2","1","0","3","652.4","1891","587.471"
"993","2","1","0","11","150.6","1891","135.612"
"1050","2","1","0","3","1798.7","1125","963.589"
"793","1","1","0","11","405.6","7847","1515.592"
"830","1","1","0","11","66.4","1125","35.571"
"969","2","2","0","3","257.6","1125","138.000"
"830","1","2","0","3","461.2","1125","247.071"
"948","1","1","0","3","2807.3","745","995.923"
"271","2","1","0","11","1373.3","945","617.985"
"273","2","2","0","11","486.0","1518","351.309"
"697","1","1","0","3","1260.8","1891","1135.320"
"713","1","1","0","11","261.9","7847","978.633"
"716","2","1","0","3","2654.0","7847","9917.113"
"718","2","1","0","3","3078.4","1891","2772.026"
"781","1","1","0","3","606.9","1518","438.702"
"930","1","2","0","4","2362.9","1125","1265.839"
"967","3","1","0","3","1759.7","7847","6575.412"
"1069","1","1","0","11","1257.8","1891","1132.619"
"1117","1","1","0","3","2088.5","1125","1118.839"
"494","1","4","0","3","1325.0","1891","1193.131"
"722","2","1","0","4","2107.6","1218","1222.408"
"722","3","1","0","2","275.8","945","124.110"
"722","4","1","0","2","289.5","358","49.353"
