"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"267","1","1","0","3","434.0","1218","251.720"
"271","1","1","0","3","675.2","1218","391.616"
"271","4","1","0","3","957.8","0","0.000"
"275","2","1","0","3","3425.1","745","1215.095"
"275","4","1","0","3","1040.1","0","0.000"
"275","5","1","0","3","1539.2","0","0.000"
"299","2","1","0","11","1357.9","1218","787.582"
"299","3","1","0","2","0.0","0","0.000"
"312","2","1","0","11","1614.7","0","0.000"
"342","1","1","0","11","1264.2","222","133.644"
"362","1","1","0","7","1618.5","945","728.325"
"381","1","1","0","3","520.2","945","234.090"
"381","3","1","0","3","641.9","0","0.000"
"399","4","1","0","11","1430.3","1125","766.232"
"408","1","1","0","3","1817.7","1125","973.768"
"410","5","1","0","8","0.0","0","0.000"
"417","1","1","0","3","2070.5","1518","1496.676"
"418","2","1","0","3","2891.6","222","305.683"
"422","2","1","0","2","362.4","109","18.810"
"422","3","1","0","2","1650.6","1125","884.250"
"423","2","1","0","1","1058.9","1218","614.162"
"433","2","1","0","3","317.8","358","54.177"
"443","2","1","0","3","2972.3","745","1054.459"
"446","1","1","0","2","1535.1","1518","1109.658"
"446","3","1","0","2","1386.9","0","0.000"
"458","1","1","0","11","210.1","358","35.817"
"661","1","1","0","3","1241.7","222","131.265"
"661","3","1","0","3","1482.5","0","0.000"
"662","1","1","0","2","1661.3000000000002","1891","1495.961"
"662","2","1","0","2","1431.3","0","0.000"
"662","3","1","0","2","322.7","0","0.000"
"671","2","1","0","2","328.4","7847","1227.121"
"671","3","1","0","2","197.5","0","0.000"
"680","1","1","0","2","430.2","1125","230.464"
"680","3","1","0","2","211.6","0","0.000"
"684","2","1","0","2","1644.3000000000002","1218","953.694"
"684","3","1","0","2","1357.1000000000001","0","0.000"
"685","1","1","0","11","0.0","1891","0.000"
"719","1","1","0","11","0.0","1125","0.000"
"746","2","1","0","2","0.0","1125","0.000"
"749","1","1","0","3","2299.5","1125","1231.875"
"754","4","1","0","3","2121.2","0","0.000"
"768","1","1","0","3","2086.2","1891","1878.573"
"815","1","1","0","8","0.0","1125","0.000"
"815","2","1","0","8","0.0","1125","0.000"
"815","3","1","0","8","0.0","0","0.000"
"842","2","1","0","2","0.0","0","0.000"
"850","1","1","0","8","0.0","1125","0.000"
"861","1","1","0","3","1146.6","545","297.570"
"861","2","1","0","11","0.0","745","0.000"
"861","3","1","0","11","327.6","0","0.000"
"863","1","1","0","8","0.0","1125","0.000"
"882","2","1","0","2","515.6","0","0.000"
"882","4","1","0","2","433.2","109","22.485"
"882","5","1","0","2","549.8","0","0.000"
"898","2","1","0","8","0.0","0","0.000"
"909","2","1","0","8","0.0","745","0.000"
"924","5","1","0","11","449.8","1218","260.884"
"928","2","1","0","11","84.6","7847","316.122"
"933","1","1","0","8","0.0","1125","0.000"
"936","1","1","0","3","1142.5","1218","662.650"
"944","1","1","0","8","0.0","745","0.000"
"944","2","1","0","8","0.0","1125","0.000"
"944","3","1","0","8","0.0","0","0.000"
"950","1","1","0","8","0.0","945","0.000"
"966","2","1","0","11","399.2","745","141.621"
"966","3","1","0","11","321.3","0","0.000"
"995","1","1","0","8","0.0","1125","0.000"
"1020","4","1","0","8","0.0","1125","0.000"
"1043","1","1","0","11","0.0","1218","0.000"
"1047","1","1","0","11","1516.9","745","538.138"
"1062","1","1","0","11","1426.5","1891","1284.529"
"1064","1","1","0","3","729.1","745","258.657"
"1065","1","1","0","11","483.9","945","217.755"
"423","3","1","0","3","451.9","1125","242.089"
"751","2","1","0","3","3826.6","745","1357.532"
"754","3","1","0","3","2769.3","1125","1483.554"
"1015","2","1","0","3","871.0","1125","466.607"
"924","2","1","0","3","1721.2","1218","998.296"
"1072","2","1","0","11","543.3","1125","291.054"
"928","1","1","0","11","110.1","1125","58.982"
"477","1","1","0","3","619.8","109","32.171"
"930","1","1","0","4","2063.5","1125","1105.446"
"930","2","1","0","4","677.8","1125","363.107"
"928","1","2","0","3","851.9","1125","456.375"
"366","1","1","0","3","384.9","222","40.689"
"460","1","1","0","3","3389.6","1218","1965.968"
"494","1","1","0","3","2175.1","1891","1958.626"
"512","1","1","0","11","296.4","1218","171.912"
"928","1","3","0","4","2230.5","1125","1194.911"
"427","1","1","0","3","2539.7","1218","1473.026"
"455","1","1","0","3","2005.3","7847","7493.138"
"670","2","1","0","11","1434.9","545","372.391"
"740","2","1","0","3","658.0","745","233.433"
"902","1","1","0","3","343.2","1125","183.857"
"1020","1","1","0","3","1751.2","1125","938.143"
"268","2","1","0","3","2372.0","745","841.495"
"775","1","1","0","3","2490.7","945","1120.815"
"366","1","2","0","3","990.8","222","104.742"
"512","1","2","0","11","144.7","1218","83.926"
"1061","1","1","0","3","679.9","545","176.450"
"400","2","1","0","3","674.9","1125","361.554"
"709","2","1","0","3","270.5","745","95.963"
"273","2","1","0","11","238.1","1518","172.112"
"292","1","1","0","3","1653.2","945","743.940"
