"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"271","4","1","0","11","390.7","0","0.000"
"275","4","1","0","3","1901.9","0","0.000"
"293","1","1","0","11","306.9","745","108.876"
"299","2","1","0","11","103.4","1218","59.972"
"312","1","1","0","3","2743.2","1518","1982.942"
"342","1","1","0","3","2243.0","222","237.117"
"356","1","1","0","11","0.0","1218","0.000"
"381","2","1","0","3","2022.5","7847","7557.408"
"381","3","1","0","3","1836.5","0","0.000"
"399","2","1","0","11","203.9","1125","109.232"
"408","1","1","0","3","2225.2","1125","1192.071"
"410","5","1","0","8","0.0","0","0.000"
"413","4","1","0","3","2278.5","745","808.325"
"417","1","1","0","3","2305.8","1518","1666.764"
"418","2","1","0","3","913.5","222","96.570"
"422","2","1","0","2","326.3","1125","174.804"
"423","2","1","0","3","864.1","1218","501.178"
"426","1","1","0","11","0.0","1125","0.000"
"428","2","1","0","11","1834.0","1125","982.500"
"433","2","1","0","4","1350.9","358","230.296"
"443","2","1","0","3","1801.3","745","639.033"
"446","1","1","0","2","1596.0","1518","1153.680"
"446","3","1","0","2","184.2","0","0.000"
"456","1","2","0","11","0.0","222","0.000"
"458","1","1","0","11","293.8","358","50.086"
"496","1","1","0","11","0.0","1218","0.000"
"653","1","1","0","3","1947.8","1518","1407.981"
"653","2","1","0","3","902.0","7847","3370.473"
"661","3","1","0","3","964.8","0","0.000"
"662","1","1","0","2","448.1","1891","403.503"
"662","2","1","0","2","360.5","0","0.000"
"662","3","1","0","2","1495.7","0","0.000"
"669","4","1","0","2","0.0","0","0.000"
"671","1","1","0","3","621.8","7847","2323.459"
"671","2","1","0","11","483.0","0","0.000"
"680","1","1","0","2","146.8","1125","78.643"
"680","3","1","0","2","264.9","0","0.000"
"684","2","1","0","2","495.1","1218","287.158"
"684","3","1","0","2","557.9","1125","298.875"
"711","1","1","0","11","1336.3","1125","715.875"
"711","2","1","0","3","1435.6","1518","1037.734"
"717","2","1","0","4","1089.8","1891","981.339"
