"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"359","1","1","0","2","114.2","545","29.638"
"373","1","1","0","3","1576.9","745","559.424"
"726","2","1","0","2","86.1","7847","321.727"
"813","2","1","0","3","1000.8","545","259.731"
"322","2","1","0","3","1363.9","1218","791.062"
"738","2","1","0","2","232.5","1891","209.361"
"664","3","2","0","3","674.7","545","175.101"
"685","1","1","0","2","111.5","0","0.000"
"515","1","1","0","2","95.5","1218","55.390"
"645","1","1","0","8","46.4","1891","41.782"
"738","2","2","0","1","1039.6","1891","936.135"
"323","1","1","0","1","795.7","1218","461.506"
"464","1","1","0","1","422.2","1518","305.190"
"553","1","1","0","11","265.0","1891","238.626"
"726","2","2","0","2","124.3","7847","464.468"
"274","2","1","0","3","149.1","945","67.095"
"274","1","1","0","2","113.4","945","51.030"
"504","1","1","0","2","107.4","1218","62.292"
"464","1","2","0","3","1200.3","1518","867.645"
"277","1","1","0","2","256.1","1891","230.612"
"277","2","1","0","11","256.1","109","13.293"
"687","1","1","0","2","61.0","745","21.640"
"687","2","1","0","11","61.0","1218","35.380"
"388","1","1","0","7","414.4","545","107.547"
"408","3","1","0","2","100.9","109","5.237"
"416","3","1","0","3","447.7","109","23.238"
"418","3","1","0","3","415.7","745","147.475"
"719","2","1","0","3","336.6","222","35.583"
"753","3","1","0","2","246.8","358","42.074"
"757","1","1","0","2","95.9","358","16.349"
"695","2","1","0","2","221.7","545","57.536"
"298","1","1","0","2","261.1","222","27.602"
"323","1","2","0","1","795.7","1218","461.506"
"357","1","1","0","1","1562.6","945","703.170"
"492","1","1","0","2","95.5","1891","85.995"
"658","3","1","0","3","596.2","545","154.728"
"710","1","1","0","2","88.7","222","9.377"
"749","3","1","0","3","2407.3","109","124.950"
"806","1","1","0","1","597.1","1891","537.674"
"817","2","1","0","3","2153.9","1218","1249.262"
"359","1","2","0","2","114.2","545","29.638"
"545","1","1","0","1","1731.5","745","614.270"
"268","3","1","0","3","741.1","945","333.495"
"303","1","1","0","2","583.8","7847","2181.466"
"687","1","2","0","2","103.9","745","36.860"
"806","1","2","0","1","597.1","1891","537.674"
"410","1","1","0","2","233.1","1518","168.498"
"411","2","1","0","2","237.0","745","84.079"
"414","1","1","0","2","1270.0","1891","1143.605"
"414","3","1","0","3","437.1","358","74.515"
"474","1","1","0","1","422.2","745","149.780"
"519","1","1","0","2","504.7","7847","1885.896"
"535","1","1","0","2","112.9","1218","65.482"
"660","2","1","0","7","219.8","7847","821.319"
"672","2","1","0","3","601.5","1518","434.799"
"710","2","1","0","3","530.3","745","188.130"
"775","1","1","0","1","1198.9","1518","866.633"
"451","1","1","0","2","108.2","1125","57.964"
"312","2","1","0","3","486.9","358","83.005"
"319","2","1","0","3","1702.2","745","603.876"
"652","1","1","0","2","224.1","745","79.502"
"742","3","1","0","2","157.6","109","8.180"
"794","1","1","0","1","1278.0","945","575.100"
"357","1","2","0","1","1562.6","945","703.170"
"279","3","1","0","3","1056.9","109","54.858"
"315","2","1","0","3","844.8","745","299.703"
"349","1","1","0","2","104.6","1518","75.611"
"398","3","1","0","7","301.1","0","0.000"
"405","3","1","0","2","82.3","745","29.197"
"413","3","1","0","3","976.2","109","50.669"
"413","5","1","0","11","206.2","745","73.152"
"454","2","1","0","2","144.2","745","51.157"
"474","1","2","0","3","1259.1","745","446.681"
"481","1","1","0","8","5700.0","0","0.000"
"671","1","1","0","2","1418.7","109","73.637"
"672","1","1","0","2","61.0","7847","227.937"
"545","1","2","0","1","1731.5","745","614.270"
"412","3","1","0","2","105.3","1518","76.117"
"464","1","4","0","8","360.0","1518","260.229"
"748","2","1","0","1","1362.7","745","483.434"
"267","1","1","0","7","696.5","545","180.758"
"275","3","1","0","3","1007.6","945","453.420"
"311","1","1","0","8","5400.0","1218","3132.000"
"537","1","1","0","2","142.0","7847","530.607"
