"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"406","1","6","0","2","0.0","1518","0.000"
"794","1","1","0","3","1129.6","1218","655.168"
"534","2","1","0","2","164.2","745","58.252"
"332","1","1","0","2","172.5","109","8.954"
"663","3","1","0","3","1000.2","745","354.833"
"853","1","1","0","2","115.6","1125","61.929"
"387","2","1","0","3","578.4","1518","418.101"
"457","1","1","0","3","1806.5","1218","1047.770"
"535","2","1","0","3","977.2","1891","879.945"
"746","3","1","0","3","2066.6","1518","1493.857"
"752","3","1","0","3","1356.1","1125","726.482"
"663","3","2","0","3","621.0","745","220.307"
"278","2","1","0","3","868.9","1125","465.482"
"533","2","1","0","3","901.7","109","46.803"
"535","1","1","0","2","1390.4","945","625.680"
"742","3","1","0","3","2421.6","1125","1297.286"
"773","2","1","0","3","1007.0","1891","906.780"
"775","1","1","0","1","105.8","945","47.610"
"822","1","1","0","2","331.2","545","85.954"
"457","1","2","0","11","128.9","1218","74.762"
"681","1","1","0","2","206.2","1891","185.678"
"776","2","1","0","2","236.8","358","40.369"
"456","2","1","0","2","1393.1000000000001","1218","807.998"
"767","2","1","0","2","1321.5","222","139.701"
"775","1","2","0","3","574.3","945","258.435"
"271","3","1","0","3","890.7","222","94.160"
"535","1","2","0","2","0.0","945","0.000"
"646","1","1","0","2","85.6","745","30.368"
"646","3","1","0","11","85.6","0","0.000"
"681","1","2","0","1","370.4","1891","333.536"
"298","1","1","0","2","496.1","1218","287.738"
"298","2","1","0","11","1288.1000000000001","745","456.969"
"303","2","1","0","3","1486.5","358","253.413"
"306","2","1","0","3","598.1","745","212.183"
"323","1","1","0","2","1562.5","745","554.315"
"505","1","1","0","2","592.4","7847","2213.601"
"537","1","1","0","2","118.0","945","53.100"
"546","1","1","0","2","1268.6000000000001","1518","917.017"
"695","1","1","0","2","222.0","7847","829.540"
"721","2","1","0","2","142.8","7847","533.596"
"830","3","1","0","3","975.6","945","439.020"
"646","1","2","0","2","1564.8000000000002","745","555.131"
"669","1","1","0","2","141.4","745","50.163"
"432","1","1","0","11","92.0","1218","53.360"
"432","2","1","0","2","92.0","545","23.876"
"749","1","1","0","2","209.1","1218","121.278"
"763","3","1","0","3","1380.7","945","621.315"
"830","2","1","0","3","648.2","1125","347.250"
"432","2","2","0","2","92.0","545","23.876"
"290","2","1","0","7","452.0","222","47.783"
"660","2","1","0","3","1015.4","1218","588.932"
"749","1","2","0","1","575.4","1218","333.732"
"279","1","1","0","2","587.7","545","152.522"
"512","1","1","0","11","229.3","1218","132.994"
"702","1","1","0","2","1257.6000000000001","945","565.920"
"267","1","1","0","2","86.1","1218","49.938"
"267","2","1","0","1","666.5","945","299.925"
"279","2","1","0","3","250.0","1518","180.714"
"316","1","1","0","1","1423.1","1891","1281.468"
"372","3","1","0","3","991.0","945","445.950"
"415","2","1","0","2","185.1","7847","691.657"
"482","1","1","0","2","1284.8","1891","1156.932"
"533","2","3","0","1","163.8","109","8.502"
"673","1","1","0","2","136.5","1218","79.170"
"695","1","2","0","2","1460.6000000000001","7847","5457.775"
"695","2","2","0","11","79.0","545","20.502"
"708","1","1","0","2","512.5","1891","461.494"
"730","1","1","0","2","162.0","1891","145.877"
"766","8","1","0","11","233.2","358","39.755"
"830","3","2","0","1","411.9","945","185.355"
"830","2","2","0","3","1024.7","1125","548.946"
"296","2","1","0","3","375.1","1891","337.769"
"818","1","1","0","11","197.8","1125","105.964"
"378","1","1","0","2","1507.0","745","534.626"
"372","1","1","0","2","168.2","545","43.652"
"408","1","1","0","2","80.4","0","0.000"
"408","2","1","0","11","80.4","1891","72.398"
"409","3","1","0","3","788.8","945","354.960"
"526","1","1","0","1","954.6","1518","690.039"
"682","1","1","0","11","242.8","1891","218.636"
"766","1","1","0","2","1431.8","358","244.088"
"767","2","2","0","2","1321.5","222","139.701"
"792","1","1","0","8","5700.0","745","2022.143"
"267","2","2","0","1","666.5","945","299.925"
"681","2","1","0","1","1185.7","945","533.565"
"722","1","1","0","2","106.8","745","37.889"
"735","3","1","0","3","1029.4","1891","926.950"
"766","2","1","0","3","603.0","545","156.493"
"766","8","2","0","8","692.8","358","118.106"
"775","1","4","0","8","360.0","945","162.000"
"808","1","1","0","2","1282.4","1218","743.792"
"749","1","3","0","1","575.4","1218","333.732"
"455","2","1","0","3","765.8","1518","553.564"
"278","2","2","0","8","646.4","1125","346.286"
"297","1","1","0","2","1449.1000000000001","109","75.215"
"301","1","1","0","11","61.0","1891","54.929"
"312","2","1","0","3","866.5","1891","780.263"
"338","1","1","0","1","1273.3","1891","1146.576"
"338","2","1","0","3","465.1","1518","336.201"
"348","2","1","0","2","125.2","1125","67.071"
"410","2","1","0","11","212.5","1125","113.839"
"489","1","1","0","1","165.5","745","58.713"
"663","3","3","0","3","2068.1","745","733.683"
"664","2","1","0","3","719.9","1518","520.385"
"675","1","1","0","2","162.1","1518","117.175"
"700","2","1","0","7","445.0","945","200.250"
"706","2","1","0","2","151.7","745","53.817"
"715","2","1","0","3","1656.9","1891","1491.999"
"749","1","4","0","2","209.1","1218","121.278"
"317","1","1","0","2","78.1","545","20.269"
"864","1","1","0","1","1712.1","745","607.388"
"864","2","1","0","1","1712.1","545","444.331"
"373","2","1","0","1","937.6","945","421.920"
"290","2","2","0","7","324.8","222","34.336"
"323","1","2","0","2","1424.5","745","505.358"
"334","1","1","0","2","236.3","358","40.284"
"334","2","1","0","11","236.3","7847","882.974"
"418","1","1","0","2","223.6","1218","129.688"
"418","2","1","0","11","223.6","222","23.638"
"450","1","1","0","2","1349.0","545","350.098"
"467","1","1","0","2","135.4","7847","505.945"
"702","2","1","0","3","494.1","358","84.232"
"758","1","1","0","2","211.2","745","74.926"
"818","1","3","0","1","628.7","1125","336.804"
"675","1","2","0","2","201.5","1518","145.656"
"269","2","1","0","11","229.3","7847","856.818"
"269","4","1","0","11","229.3","0","0.000"
"301","1","2","0","3","863.9","1891","777.921"
"301","2","3","0","1","342.6","109","17.783"
"348","2","2","0","2","136.5","1125","73.125"
"441","1","1","0","2","139.3","1125","74.625"
"534","2","2","0","2","164.2","745","58.252"
"744","3","1","0","3","1016.7","7847","3799.069"
"851","2","1","0","11","205.5","1125","110.089"
"489","1","2","0","3","1150.5","745","408.154"
"315","1","1","0","2","130.7","1891","117.692"
"327","1","1","0","2","1295.0","745","459.417"
"341","1","1","0","2","172.5","7847","644.575"
"341","2","1","0","3","2309.6","545","599.396"
"355","2","1","0","2","133.9","1218","77.662"
"647","1","1","0","2","245.0","745","86.917"
"668","1","1","0","2","1279.2","1518","924.679"
"669","1","2","0","2","61.0","745","21.640"
"715","1","1","0","2","145.5","1218","84.390"
"338","1","2","0","1","1273.3","1891","1146.576"
"373","2","2","0","3","1256.3","945","565.335"
"297","1","2","0","2","1268.8","109","65.857"
"818","2","4","0","1","1283.2","1125","687.429"
"675","1","3","0","2","676.1","1518","488.724"
"267","2","3","0","3","453.0","945","203.850"
"270","1","1","0","2","94.9","222","10.032"
"301","2","4","0","3","342.6","109","17.783"
"328","1","1","0","3","999.4","1218","579.652"
"381","1","1","0","2","92.6","1891","83.384"
"392","4","1","0","3","403.1","222","42.613"
"407","1","1","0","2","80.4","1125","43.071"
"413","1","1","0","1","61.0","358","10.399"
"437","1","1","0","2","206.9","1891","186.309"
"437","2","1","0","2","206.9","0","0.000"
"504","1","1","0","1","941.0","945","423.450"
"532","1","1","0","2","153.6","1218","89.088"
"532","2","1","0","11","153.6","0","0.000"
"534","1","1","0","1","884.2","7847","3303.961"
"672","1","1","0","2","1352.1000000000001","945","608.445"
"680","2","1","0","2","1256.7","358","214.237"
"689","2","1","0","3","1003.5","745","356.004"
"693","1","1","0","2","1273.0","945","572.850"
"695","1","3","0","2","1343.2","7847","5019.091"
"695","2","3","0","11","212.8","545","55.227"
"735","2","1","0","3","704.4","745","249.894"
"759","2","1","0","3","643.6","745","228.325"
"763","1","1","0","2","1247.3","1125","668.196"
"770","1","1","0","2","180.5","1891","162.536"
"818","3","1","0","3","601.3","1125","322.125"
"418","1","2","0","2","223.6","1218","129.688"
"693","2","2","0","3","1401.0","109","72.719"
"287","2","1","0","3","1002.5","745","355.649"
"647","1","2","0","2","260.1","745","92.274"
"864","1","2","0","1","1712.1","745","607.388"
"864","2","2","0","1","1712.1","545","444.331"
"408","1","2","0","2","80.4","0","0.000"
"689","1","1","0","2","519.8","1891","468.068"
"708","1","2","0","2","512.5","1891","461.494"
"733","1","1","0","1","230.2","1218","133.516"
"774","2","1","0","3","872.0","1218","505.760"
"489","1","3","0","1","411.9","745","146.126"
"338","2","2","0","3","565.0","1518","408.414"
"279","2","2","0","3","738.3","1518","533.685"
