"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"684","2","1","0","8","5700.0","7847","21299.000"
"825","1","1","0","2","120.6","7847","450.642"
"427","2","1","0","2","98.4","1218","57.072"
"451","2","1","0","2","1282.9","7847","4793.770"
"680","1","1","0","2","166.7","545","43.263"
"784","2","1","0","2","146.7","745","52.044"
"784","2","2","0","2","164.6","745","58.394"
"761","4","1","0","3","922.8","358","157.315"
"362","2","1","0","3","1952.0","1891","1757.730"
"701","2","1","0","3","404.0","1218","234.320"
"784","2","3","0","2","99.9","745","35.441"
"311","2","1","0","3","2017.9","545","523.693"
"381","4","1","0","3","590.3","1218","342.374"
"764","1","1","0","2","202.9","745","71.981"
"479","1","1","0","2","554.0","7847","2070.113"
"381","4","2","0","3","441.8","1218","256.244"
"711","2","1","0","3","1029.3","1218","596.994"
"746","2","1","0","3","541.3","945","243.585"
"744","1","1","0","2","469.9","7847","1755.860"
"423","1","1","0","2","284.4","1518","205.581"
"423","2","1","0","11","126.1","0","0.000"
"370","1","1","0","2","484.7","1518","350.369"
"391","3","1","0","2","241.7","945","108.765"
"426","3","1","0","2","61.0","1891","54.929"
"677","2","1","0","3","1355.3","1218","786.074"
"692","2","1","0","2","179.2","222","18.944"
"829","2","1","0","3","714.1","1891","643.030"
"423","1","2","0","2","312.7","1518","226.037"
"365","1","1","0","7","514.9","1518","372.199"
"294","2","1","0","3","302.7","945","136.215"
"366","2","1","0","3","796.6","745","282.603"
"376","2","1","0","3","2207.6","222","233.375"
"545","1","1","0","2","128.9","745","45.729"
"659","2","1","0","3","659.6","222","69.729"
"663","2","1","0","3","1425.6","1518","1030.505"
"668","1","1","0","2","168.2","1218","97.556"
"741","2","1","0","3","809.0","1125","433.393"
"820","2","1","0","2","117.2","1125","62.786"
"779","1","1","0","2","225.1","945","101.295"
"779","2","1","0","11","225.1","745","79.857"
"311","2","2","0","3","1508.2","545","391.414"
"692","2","2","0","2","1288.8","222","136.245"
"349","2","1","0","3","963.2","745","341.707"
"359","2","1","0","3","431.4","7847","1611.998"
"395","1","1","0","2","85.9","109","4.459"
"416","3","1","0","11","198.2","109","10.288"
"697","2","1","0","2","128.0","945","57.600"
"751","2","1","0","2","166.3","1125","89.089"
"813","1","1","0","2","141.2","358","24.071"
"686","1","3","0","1","382.9","545","99.372"
"399","3","1","0","3","522.5","745","185.363"
"825","1","2","0","2","1284.8","7847","4800.869"
"545","1","2","0","2","1503.0","745","533.207"
"684","2","2","0","8","900.0","7847","3363.000"
"793","1","1","0","1","788.4","545","204.609"
"479","1","2","0","2","554.0","7847","2070.113"
"697","2","2","0","2","551.5","945","248.175"
"399","3","2","0","3","450.0","745","159.643"
"334","2","1","0","2","467.4","1518","337.863"
"362","2","2","0","3","413.9","1891","372.707"
"701","2","2","0","3","395.0","1218","229.100"
"711","2","3","0","8","4500.0","1218","2610.000"
"712","2","1","0","1","355.5","1218","206.190"
"765","2","1","0","2","120.8","7847","451.389"
"771","2","1","0","2","245.7","1518","177.606"
"349","2","2","0","1","1544.9","745","548.072"
"771","1","1","0","11","209.1","222","22.105"
"771","3","1","0","3","700.5","358","119.419"
"416","3","2","0","8","1440.0","109","74.743"
"745","1","1","0","2","200.9","745","71.272"
"750","3","1","0","3","2258.3","545","586.083"
"399","1","1","0","2","89.2","1891","80.322"
"793","1","2","0","3","1094.9","545","284.153"
"510","1","1","0","1","1331.1","358","226.921"
"825","1","3","0","2","1288.8","7847","4815.816"
"286","2","1","0","3","1918.4","745","680.575"
"329","1","1","0","11","564.6","1218","327.468"
"349","1","1","0","2","1433.1000000000001","1518","1035.927"
"357","1","1","0","1","139.3","945","62.685"
"357","2","1","0","1","139.3","945","62.685"
"365","2","1","0","3","540.8","1518","390.921"
"382","2","1","0","3","122.6","1125","65.679"
"440","1","1","0","2","102.0","1218","59.160"
"658","1","1","0","2","202.5","1518","146.379"
"740","3","1","0","3","1224.9","109","63.578"
"759","1","1","0","2","238.3","745","84.540"
"274","1","2","0","2","190.7","945","85.815"
