"household id","person id","trip id","pirpose","mode","total travel time","income","travel cost"
"321","1","1","0","11","257.3","545","66.775"
"400","4","1","0","11","1249.8","1125","669.536"
"414","1","1","0","3","2202.4","745","781.328"
"458","1","1","0","11","0.0","358","0.000"
"661","1","1","0","2","624.8","222","66.050"
"771","1","1","0","11","274.9","945","123.705"
"928","2","1","0","4","1026.0","7847","3833.820"
"964","1","1","0","11","207.7","1518","150.137"
"454","2","1","0","3","269.1","1218","156.078"
"332","1","1","0","3","504.0","109","26.160"
"379","1","1","0","2","306.1","1218","177.538"
"948","2","1","0","2","81.5","1518","58.913"
"766","2","1","0","3","578.6","1518","418.245"
"324","1","1","0","2","1288.4","7847","4814.321"
"720","1","1","0","2","153.4","1218","88.972"
"684","1","1","0","2","161.4","745","57.259"
"731","1","1","0","2","328.8","545","85.331"
"822","1","1","0","3","405.6","545","105.263"
"860","1","1","0","2","162.4","1218","94.192"
"933","2","1","0","3","1633.8","1125","875.250"
"966","2","1","0","1","1912.2","745","678.376"
"723","1","3","0","1","1766.5","1125","946.339"
"886","1","1","0","2","187.6","1125","100.500"
"888","2","1","0","3","374.4","1125","200.571"
"417","2","1","0","3","781.7","358","133.261"
"520","1","1","0","2","95.5","945","42.975"
"869","1","1","0","2","117.6","1125","63.000"
"360","1","2","0","11","395.4","222","41.799"
"766","1","1","0","2","135.4","945","60.930"
"811","2","1","0","3","2436.6","1518","1761.314"
"886","4","1","0","1","1962.6","1125","1051.393"
"918","1","2","0","3","879.7","7847","3287.146"
"928","3","1","0","3","1032.5","1218","598.850"
"912","1","1","0","2","139.7","7847","522.012"
"770","2","1","0","2","236.9","222","25.044"
"912","1","2","0","2","182.5","7847","681.942"
"268","1","1","0","2","229.3","222","24.240"
"331","1","1","0","2","132.1","1891","118.953"
"365","1","1","0","2","166.4","1518","120.283"
"408","2","1","0","3","366.0","1891","329.574"
"454","2","2","0","3","736.2","1218","426.996"
"664","2","1","0","7","487.4","1518","352.321"
"666","1","1","0","2","226.4","1125","121.286"
"666","2","1","0","11","226.4","745","80.318"
"737","2","1","0","3","2277.7","1125","1220.196"
"966","2","2","0","3","641.5","745","227.580"
"268","1","2","0","2","91.3","222","9.652"
"699","1","1","0","7","463.9","745","164.574"
"268","1","3","0","2","679.3","222","71.812"
"360","1","3","0","11","395.4","222","41.799"
"392","3","1","0","3","427.4","1125","228.964"
"401","1","1","0","2","213.8","945","96.210"
"650","1","1","0","2","175.4","1218","101.732"
"713","1","1","0","2","1574.5","7847","5883.382"
"741","2","1","0","3","645.3","222","68.217"
"767","1","1","0","2","100.6","222","10.635"
"818","3","1","0","11","160.6","1125","86.036"
"966","2","3","0","3","1201.2","745","426.140"
"535","2","1","0","2","81.0","1891","72.939"
"411","1","1","0","2","152.0","358","25.912"
"411","2","1","0","11","152.0","0","0.000"
"702","1","1","0","3","987.6","945","444.420"
"810","1","1","0","2","292.2","745","103.661"
"927","1","1","0","1","1300.9","1125","696.911"
"268","1","4","0","2","282.6","222","29.875"
"281","2","1","0","11","122.4","945","55.080"
"334","2","1","0","2","159.4","7847","595.625"
"342","2","1","0","2","107.3","745","38.066"
"372","2","1","0","11","169.4","1125","90.750"
"418","1","1","0","2","89.8","1218","52.084"
"516","1","1","0","2","1558.9","1218","904.162"
"535","2","2","0","2","81.0","1891","72.939"
"645","2","1","0","1","808.6","1125","433.179"
"869","2","1","0","3","1556.2","1125","833.679"
"934","1","1","0","2","131.0","1125","70.179"
"951","1","1","0","2","432.4","0","0.000"
"886","4","3","0","1","411.9","1125","220.661"
"671","2","1","0","3","1103.1","7847","4121.917"
"886","4","4","0","1","100.6","1125","53.893"
"646","2","1","0","3","719.9","7847","2690.026"
"882","4","1","0","3","1394.2","109","72.366"
"886","4","5","0","3","279.5","1125","149.732"
"955","1","1","0","1","282.3","358","48.125"
"299","1","2","0","2","1233.7","545","320.175"
"342","2","2","0","2","107.3","745","38.066"
"375","2","1","0","3","904.7","7847","3380.562"
"403","2","1","0","11","89.8","0","0.000"
"512","1","2","0","11","1475.6000000000001","1218","855.848"
"645","2","2","0","1","808.6","1125","433.179"
"662","1","1","0","2","142.6","1891","128.408"
"718","2","1","0","2","137.0","1891","123.365"
"766","3","1","0","3","2183.8","7847","8160.133"
"783","1","1","0","11","1359.4","745","482.263"
"911","3","1","0","4","1495.1","1125","800.946"
"281","2","2","0","11","296.9","945","133.605"
"808","1","1","0","3","929.1","1218","538.878"
"860","1","2","0","2","127.3","1218","73.834"
"927","1","2","0","1","1658.8","1125","888.643"
"535","2","3","0","2","579.3","1891","521.646"
"811","2","2","0","3","1199.3","1518","866.923"
"671","2","2","0","3","1207.0","7847","4510.157"
"268","1","5","0","2","544.1","222","57.519"
"313","1","1","0","2","203.7","1218","118.146"
"317","1","1","0","2","294.5","545","76.430"
"317","2","1","0","3","804.2","1891","724.163"
"327","1","1","0","2","114.1","745","40.478"
"327","2","1","0","3","672.0","745","238.400"
"368","2","1","0","3","743.1","1125","398.089"
"383","2","1","0","3","402.1","1891","362.081"
"410","2","1","0","11","94.0","1125","50.357"
"413","1","1","0","2","182.2","358","31.061"
"467","1","1","0","2","119.4","7847","446.158"
"653","1","1","0","2","166.8","1518","120.573"
"655","2","1","0","3","788.4","7847","2945.988"
"697","1","1","0","1","550.4","1891","495.622"
"699","2","1","0","3","2307.3","545","598.799"
"777","1","1","0","2","159.0","1125","85.179"
"781","2","1","0","1","446.3","1125","239.089"
"844","1","1","0","1","968.1","945","435.645"
"846","1","1","0","2","144.4","745","51.228"
"900","1","1","0","2","265.4","945","119.430"
"911","1","1","0","11","201.0","1125","107.679"
"911","2","1","0","2","201.0","1125","107.679"
"434","2","1","0","2","127.5","358","21.736"
"783","1","2","0","11","1267.2","745","449.554"
"697","1","2","0","3","486.7","1891","438.262"
"369","1","1","0","2","248.6","545","64.518"
"369","2","1","0","11","248.6","1891","223.858"
"781","2","2","0","3","501.7","1125","268.768"
"945","2","1","0","3","539.9","545","140.117"
"653","1","2","0","2","1440.0","1518","1040.914"
"270","1","1","0","11","139.7","222","14.768"
"270","2","1","0","2","139.7","745","49.560"
"357","1","2","0","3","862.0","745","305.805"
"372","2","2","0","11","169.4","1125","90.750"
"372","3","1","0","3","468.5","945","210.825"
"777","1","2","0","2","100.8","1125","54.000"
"851","1","1","0","3","2676.8","1125","1434.000"
"883","5","1","0","11","117.9","0","0.000"
"844","1","2","0","1","968.1","945","435.645"
"697","1","3","0","1","335.8","1891","302.380"
"927","1","3","0","1","548.6","1125","293.893"
"356","1","1","0","2","170.0","1218","98.600"
"412","1","1","0","2","93.7","745","33.241"
"434","2","2","0","2","127.5","358","21.736"
"488","1","1","0","2","154.1","545","39.993"
"647","1","1","0","3","2126.7","745","754.472"
"660","2","1","0","3","886.6","1218","514.228"
"860","1","3","0","2","158.8","1218","92.104"
"886","2","1","0","1","374.4","545","97.166"
"943","1","1","0","3","774.4","7847","2893.675"
"709","1","1","0","2","199.3","1218","115.594"
"815","1","1","0","11","61.0","1125","32.679"
"815","2","1","0","2","61.0","1125","32.679"
"893","1","1","0","2","1248.4","545","323.990"
"955","1","2","0","1","282.3","358","48.125"
"776","1","1","0","2","1338.8","109","69.490"
"313","1","2","0","2","151.9","1218","88.102"
"322","2","1","0","3","621.7","745","220.555"
"324","1","2","0","2","1288.4","7847","4814.321"
"327","1","2","0","2","128.9","745","45.729"
"327","2","2","0","3","747.2","745","265.078"
"333","2","1","0","2","238.3","1518","172.257"
"342","2","3","0","2","89.5","745","31.751"
"367","2","1","0","3","1202.7","945","541.215"
"401","1","2","0","2","1342.0","945","603.900"
"401","2","1","0","3","1096.4","1125","587.357"
"412","3","1","0","7","757.5","1125","405.804"
"417","2","2","0","3","756.8","358","129.016"
"437","1","1","0","3","934.0","1891","841.045"
"454","2","3","0","3","919.3","1218","533.194"
"466","1","1","0","11","1366.1000000000001","745","484.640"
"537","2","1","0","3","1079.0","1218","625.820"
"540","1","1","0","2","311.8","1125","167.036"
"645","1","1","0","2","93.0","745","32.993"
"645","2","3","0","11","93.0","1125","49.821"
"670","2","1","0","3","963.2","545","249.973"
"720","3","1","0","3","1209.0","945","544.050"
"731","1","2","0","2","230.5","545","59.820"
"737","1","1","0","2","217.0","1518","156.860"
"756","1","1","0","1","1553.0","0","0.000"
"774","2","1","0","2","1563.0","1218","906.540"
"815","2","2","0","2","61.0","1125","32.679"
"829","2","1","0","3","1108.3","1218","642.814"
"846","1","2","0","2","144.4","745","51.228"
"881","1","1","0","2","110.3","1125","59.089"
"892","1","1","0","3","3459.4","745","1227.263"
"923","1","1","0","2","227.9","358","38.852"
"911","2","2","0","2","315.5","1125","169.018"
"886","2","2","0","1","374.4","545","97.166"
"844","1","3","0","2","102.8","945","46.260"
"426","3","1","0","3","709.6","545","184.158"
"689","1","1","0","3","1952.5","1891","1758.180"
"815","1","2","0","3","1019.8","1125","546.321"
"356","1","2","0","2","172.2","1218","99.876"
"369","1","2","0","2","88.3","545","22.916"
"369","2","2","0","1","468.0","1891","421.423"
"945","2","2","0","3","973.4","545","252.620"
"327","2","3","0","3","708.7","745","251.420"
"923","1","2","0","2","173.7","358","29.612"
"287","1","1","0","2","115.1","745","40.833"
"304","1","1","0","3","816.2","745","289.557"
"367","1","1","0","2","248.6","1518","179.702"
"388","2","1","0","2","93.1","7847","347.884"
"407","2","1","0","11","73.4","1218","42.572"
"407","3","1","0","3","253.6","945","114.120"
"410","2","2","0","11","500.6","1125","268.179"
"414","2","1","0","3","3908.8","222","413.216"
"468","1","4","0","1","1365.0","7847","5100.550"
"645","1","2","0","2","164.6","745","58.394"
"715","1","1","0","2","1452.3","1218","842.334"
"753","2","1","0","11","152.2","1125","81.536"
"753","3","1","0","2","93.7","945","42.165"
"753","4","1","0","11","93.7","545","24.317"
"782","1","1","0","2","1572.6","1518","1136.765"
"818","2","1","0","3","739.4","1125","396.107"
"865","2","1","0","1","1879.6","7847","7023.439"
"893","1","2","0","2","1248.4","545","323.990"
"407","2","2","0","3","1151.3","1218","667.754"
"437","1","2","0","11","1868.4","1891","1682.450"
"407","3","2","0","3","253.6","945","114.120"
"270","1","2","0","11","139.7","222","14.768"
"270","2","2","0","2","139.7","745","49.560"
"290","2","1","0","3","1002.5","222","105.979"
"290","3","1","0","11","228.0","0","0.000"
"290","4","1","0","11","228.0","0","0.000"
"292","1","1","0","2","1276.7","945","574.515"
"341","1","1","0","2","252.0","7847","941.640"
"343","2","1","0","1","1695.9","7847","6337.013"
"675","1","1","0","11","1556.3000000000002","1218","902.654"
"740","3","1","0","3","325.4","1518","235.218"
"746","2","1","0","11","141.9","1125","76.018"
"746","3","1","0","3","1274.9","1518","921.571"
"767","1","2","0","2","390.9","222","41.324"
"753","2","2","0","11","201.5","1125","107.946"
"753","3","2","0","2","236.8","945","106.560"
"753","4","2","0","11","236.8","545","61.455"
"268","1","6","0","2","229.3","222","24.240"
"369","1","3","0","2","88.3","545","22.916"
"385","1","3","0","1","443.7","7847","1657.959"
"413","3","1","0","3","550.0","7847","2055.167"
"557","4","1","0","1","103.8","7847","387.866"
"902","1","1","0","2","167.1","1125","89.518"
"902","3","1","0","11","93.9","0","0.000"
"902","4","1","0","11","93.9","0","0.000"
"930","2","1","0","4","291.2","1125","156.000"
"930","3","1","0","11","75.8","0","0.000"
"959","1","1","0","2","151.9","1891","136.782"
"647","1","2","0","11","173.6","745","61.587"
"774","2","2","0","2","1266.1000000000001","1218","734.338"
"723","1","4","0","2","220.4","1125","118.071"
"723","4","1","0","11","220.4","545","57.199"
"285","2","1","0","3","332.9","545","86.395"
"287","2","1","0","3","552.1","745","195.864"
"307","1","1","0","2","226.1","945","101.745"
"331","1","2","0","2","257.3","1891","231.693"
"347","1","1","0","3","1704.4","545","442.332"
"354","1","1","0","2","140.4","7847","524.628"
"356","2","1","0","3","742.9","945","334.305"
"367","2","2","0","3","1679.7","945","755.865"
"368","2","2","0","3","881.6","1125","472.286"
"370","2","1","0","3","966.0","1218","560.280"
"381","2","1","0","11","134.0","7847","500.713"
"390","1","1","0","1","323.1","1125","173.089"
"392","4","1","0","3","647.6","222","68.461"
"401","3","1","0","3","2600.5","545","674.892"
"401","4","1","0","11","1303.0","0","0.000"
"421","3","1","0","3","898.4","1125","481.286"
"430","1","1","0","1","99.1","545","25.719"
"441","1","1","0","1","236.3","1125","126.589"
"445","3","1","0","11","153.6","0","0.000"
"453","1","1","0","2","87.5","545","22.708"
"455","2","1","0","3","235.9","1518","170.522"
"458","2","1","0","11","426.1","745","151.164"
"460","1","1","0","2","1608.2","1218","932.756"
"465","1","1","0","2","144.8","745","51.370"
"495","1","1","0","2","146.9","7847","548.916"
"495","2","1","0","11","146.9","0","0.000"
"497","1","1","0","2","1404.4","1518","1015.181"
"552","1","1","0","2","229.3","0","0.000"
"557","4","2","0","3","817.6","7847","3055.099"
"672","2","1","0","1","1197.7","1518","865.766"
"683","2","1","0","1","1566.0","745","555.557"
"694","2","1","0","3","2468.3","1891","2222.645"
"695","1","1","0","2","211.1","7847","788.810"
"697","1","6","0","8","1200.0","1891","1080.571"
"720","1","2","0","2","79.6","1218","46.168"
"721","4","1","0","3","516.7","7847","1930.736"
"726","4","1","0","3","295.0","0","0.000"
"753","3","3","0","2","222.5","945","100.125"
"768","2","1","0","3","843.7","1891","759.732"
"784","1","1","0","2","102.3","109","5.310"
"796","1","1","0","2","173.2","1125","92.786"
"821","1","1","0","2","265.7","945","119.565"
"872","1","1","0","1","856.0","745","303.676"
"880","1","1","0","11","197.8","358","33.720"
"880","2","1","0","2","197.8","745","70.172"
"887","2","2","0","11","68.2","1125","36.536"
"924","2","1","0","3","416.0","7847","1554.453"
"932","1","4","0","11","98.6","1125","52.821"
"932","2","4","0","2","1261.7","1125","675.911"
"954","1","1","0","2","451.3","1125","241.768"
"966","4","1","0","3","1374.1","1125","736.125"
"407","3","3","0","3","492.3","945","221.535"
"407","4","1","0","11","223.6","0","0.000"
"466","1","2","0","4","1330.9","745","472.153"
"430","1","2","0","3","1198.2","545","310.961"
"552","1","2","0","1","163.8","0","0.000"
"725","2","1","0","1","151.2","1125","81.000"
"747","2","1","0","2","231.5","745","82.127"
"747","3","1","0","11","231.5","0","0.000"
"797","1","1","0","2","121.2","1125","64.929"
"797","2","1","0","3","428.7","1125","229.661"
"930","2","2","0","4","709.4","1125","380.036"
"723","1","5","0","2","378.3","1125","202.661"
"317","2","4","0","1","411.9","1891","370.906"
"390","1","2","0","3","1124.1","1125","602.196"
"409","2","1","0","11","118.6","745","42.075"
"409","3","1","0","2","118.6","945","53.370"
"442","1","1","0","2","107.8","745","38.243"
"442","2","1","0","11","107.8","1125","57.750"
"512","1","3","0","11","1344.7","1218","779.926"
"549","1","1","0","2","237.8","222","25.139"
"667","2","2","0","8","900.0","0","0.000"
"724","3","1","0","3","1010.0","945","454.500"
"746","1","1","0","2","135.3","745","47.999"
"902","1","2","0","2","105.5","1125","56.518"
"907","1","1","0","2","187.6","1125","100.500"
"907","3","1","0","11","114.4","0","0.000"
"942","1","1","0","3","304.1","945","136.845"
"407","3","4","0","3","2224.0","945","1000.800"
"753","2","4","0","1","272.0","1125","145.714"
"911","1","4","0","1","656.1","1125","351.482"
"746","3","2","0","3","1024.1","1518","740.278"
"310","1","1","0","2","147.8","7847","552.279"
"354","2","1","0","3","688.2","1891","619.708"
"369","1","4","0","1","245.8","545","63.791"
"373","2","1","0","3","878.4","945","395.280"
"378","2","1","0","3","422.2","945","189.990"
"378","3","1","0","11","84.0","0","0.000"
"392","4","2","0","3","770.7","222","81.474"
"400","2","1","0","3","1146.1","1125","613.982"
"410","1","1","0","3","1315.6","1218","763.048"
"417","2","3","0","3","731.4","358","124.686"
"420","3","1","0","1","972.2","1125","520.821"
"421","2","1","0","3","506.5","1125","271.339"
"425","2","1","0","11","223.6","1125","119.786"
"441","1","2","0","3","1124.1","1125","602.196"
"506","1","1","0","2","111.5","7847","416.638"
"703","2","1","0","1","238.6","1518","172.474"
"741","3","1","0","3","412.7","1125","221.089"
"747","2","2","0","2","240.0","745","85.143"
"747","3","2","0","11","240.0","0","0.000"
"767","2","1","0","3","380.3","545","98.697"
"814","1","1","0","2","87.1","945","39.195"
"830","1","1","0","2","472.3","1125","253.018"
"849","2","1","0","1","231.7","1891","208.640"
"869","3","1","0","3","1051.1","1125","563.089"
"900","1","2","0","2","182.7","945","82.215"
"918","1","5","0","1","872.5","7847","3260.242"
"958","1","1","0","11","247.2","109","12.831"
"413","2","1","0","3","944.7","0","0.000"
"942","1","2","0","3","1426.8","945","642.060"
"865","2","2","0","1","1879.6","7847","7023.439"
"774","2","3","0","2","403.5","1218","234.030"
"343","2","2","0","1","1695.9","7847","6337.013"
"437","1","3","0","11","1654.2","1891","1489.568"
"672","2","2","0","1","1197.7","1518","865.766"
"321","2","1","0","3","2923.9","1218","1695.862"
"321","3","1","0","3","2603.1","0","0.000"
"322","1","1","0","2","315.4","1218","182.932"
"420","1","1","0","2","163.2","545","42.354"
"486","1","3","0","1","342.6","222","36.218"
"537","1","1","0","2","112.9","945","50.805"
"703","2","2","0","3","530.7","1518","383.620"
"721","1","1","0","2","419.0","7847","1565.663"
"724","2","1","0","3","753.0","1125","403.393"
"731","1","3","0","2","1346.4","545","349.423"
"731","2","1","0","3","340.3","1518","245.988"
"731","3","1","0","11","115.7","0","0.000"
"779","2","1","0","11","521.4","545","135.316"
"781","2","5","0","1","314.1","1125","168.268"
"787","1","1","0","2","82.6","358","14.081"
"906","1","1","0","2","188.2","1891","169.470"
"906","2","1","0","11","188.2","1125","100.821"
"913","1","1","0","2","387.8","1891","349.205"
"924","6","1","0","11","109.1","1218","63.278"
"747","2","3","0","2","1399.4","745","496.454"
"290","4","3","0","1","344.5","0","0.000"
"531","2","3","0","1","531.7","745","188.627"
"497","1","2","0","2","0.0","1518","0.000"
"400","3","2","0","3","4379.6","0","0.000"
"966","4","2","0","3","977.8","1125","523.821"
"268","1","7","0","2","190.3","222","20.117"
"331","1","3","0","2","446.7","1891","402.243"
"336","1","1","0","2","61.0","7847","227.937"
"336","2","1","0","11","61.0","1218","35.380"
"351","1","1","0","2","245.0","545","63.583"
"351","2","1","0","11","245.0","1218","142.100"
"367","1","2","0","2","1462.7","1518","1057.323"
"378","3","2","0","3","61.0","0","0.000"
"410","4","1","0","11","215.7","0","0.000"
"420","2","1","0","3","424.3","1891","382.072"
"725","2","2","0","3","447.3","1125","239.625"
"849","2","2","0","3","941.8","1891","848.068"
"486","1","4","0","3","342.6","222","36.218"
"407","2","3","0","1","1009.4","1218","585.452"
"892","1","2","0","11","586.4","745","208.032"
"274","3","1","0","3","1039.1","945","467.595"
"283","1","1","0","11","1495.0","1218","867.100"
"284","1","1","0","2","133.2","1518","96.285"
"284","2","1","0","11","133.2","0","0.000"
"311","2","1","0","11","237.0","1518","171.317"
"332","1","2","0","3","1459.3","109","75.745"
