2204011,6246580,330990
2204109,6246589,330772
2204100,6247012,330663
2042012,6247515,330910
2204038,6247194,330742
2042013,6247565,331109
2042015,6247598,331339
2042043,6247702,331580
2043013,6247478,332162
2043014,6247435,332384
2043015,6247429,332532
2015013,6247141,332789
2015024,6247289,332820
2015076,6247008,332965
2015051,6247139,333157
2015052,6247228,333392
2015078,6247285,333567
2015079,6247536,333480
2017069,6247643,333674
2017054,6247840,333801
2017070,6247705,333934
2017071,6247666,334133
2016033,6247916,334256
2016034,6247896,334432
2016027,6247973,334644
2016028,6248155,334669
2016029,6248328,334693
2010020,6248578,334747
2010031,6248663,334935
2010044,6248440,334914
2010049,6248396,335034
2021033,6248276,335280
2021034,6248148,335429
2021084,6248043,335649
2021085,6247911,336076
2021093,6247935,335927
2021086,6248137,336255
2021087,6248304,336297
2021088,6248605,336477
2022076,6248534,338007
2022058,6248466,337888
2022059,6248512,337749
2021047,6248627,337366
2022038,6248607,337530
2022060,6248598,337482
2021048,6248548,337061
2022039,6248526,337759
2022040,6248475,337912
2021079,6248633,336535
2022067,6248524,337966
2021080,6248360,336351
2021081,6248109,336262
2021082,6247897,336095
2021094,6247898,335907
2021083,6247997,335673
2021035,6248194,335347
2021036,6248258,335271
2016030,6248378,335039
2016035,6248398,334912
2016042,6248333,334712
2017055,6247864,334465
2017063,6247895,334239
2017064,6247650,334119
2017065,6247718,333911
2017066,6247823,333762
2017072,6247804,333604
2017073,6247650,333649
2015054,6247287,333645
2015055,6247251,333523
2015056,6247189,333318
2015057,6247090,333123
2015075,6247099,332811
2015077,6246998,332948
2043016,6247171,332785
2043017,6247266,332812
2043018,6247402,332559
2043019,6247428,332303
2043020,6247476,332083
2042011,6247706,331629
2042014,6247595,331406
2042039,6247564,331208
2042040,6247499,330924
2204040,6247158,330746
2204041,6247017,330684
2204047,6246828,330601
2204110,6246593,330799
2015100,6247364,333252
