0.073825503,0.008948546,0.006711409,0,0,0,0.01901566,0,0,0.006711409,0.003355705,0,0.003355705,0,0,0,0.003355705,0,0.004474273,0.004474273,0,0,0.006711409,0,0,0.003355705,0,0.006711409,0,0.222595078,0.413870246,0.212527964,0
0.010118044,0.070826307,0.00084317,0,0,0.005059022,0.021079258,0.002529511,0.005059022,0,0.010961214,0,0,0,0,0.00084317,0.002529511,0,0.005059022,0.005059022,0,0.002529511,0.005059022,0.002529511,0.002529511,0,0,0,0,0.193929174,0.445193929,0.208263069,0
0.013157895,0,0.105263158,0.039473684,0,0,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0.013157895,0,0.013157895,0,0,0,0,0,0,0,0.346491228,0.337719298,0.118421053,0
0.006036217,0,0.038229376,0.050301811,0,0,0.014084507,0.014084507,0,0.012072435,0.006036217,0,0,0,0,0.006036217,0,0,0,0.002012072,0.006036217,0,0,0,0,0.006036217,0,0,0,0.221327968,0.398390342,0.219315895,0
0,0,0,0,0.100478469,0.004784689,0.004784689,0,0,0,0,0,0,0,0,0,0,0,0,0.004784689,0,0,0.006379585,0,0,0,0,0,0,0.229665072,0.446570973,0.202551834,0
0.002215657,0,0.011816839,0,0.004431315,0.0605613,0.009601182,0.002215657,0.002215657,0,0.005169867,0,0,0,0.002215657,0,0,0,0.005169867,0.005169867,0,0.00295421,0.002215657,0.00295421,0,0,0,0,0,0.225258493,0.328655835,0.32717873,0
0,0.006369427,0,0,0,0.002729754,0.069153776,0,0.005459509,0.003639672,0.011828935,0,0,0.002729754,0.003639672,0.005459509,0,0,0.002729754,0.000909918,0,0,0.002729754,0,0.002729754,0,0.002729754,0.002729754,0,0.173794359,0.449499545,0.251137398,0
0,0.004016064,0,0,0.002409639,0.002409639,0.03935743,0.045783133,0.012048193,0.002409639,0.01124498,0.002409639,0,0,0,0.008032129,0,0,0.003212851,0.004016064,0,0.003212851,0.002409639,0,0.002409639,0.004819277,0,0.004819277,0,0.195983936,0.432931727,0.216064257,0
0,0,0,0,0,0.016172507,0.061994609,0.008086253,0.070080863,0.008086253,0.018867925,0,0,0,0,0.002695418,0.008086253,0,0,0.02425876,0,0,0,0,0,0,0,0,0,0.269541779,0.334231806,0.177897574,0
0.001841621,0.003683241,0,0,0.001841621,0,0.027624309,0.001841621,0.001841621,0.081031308,0.01043585,0.001841621,0.003683241,0,0,0,0,0,0.006138735,0.003069368,0.001841621,0.003683241,0.006138735,0.001841621,0.001841621,0.00859423,0,0.003683241,0,0.209330878,0.372007366,0.24616329,0
