STREET,ROADTYPE,Name,roadid
BRISBANE ST,304,Brisbane St,379
WARBURTON ST,304,Warburton St,380
HUME ST,304,Hume St,422
CALEY ST,304,Caley St,423
CALEY ST,304,Caley St,424
WASSELL ST,304,Wassell St,425
CALEY ST,304,Caley St,426
BURKE ST,304,Burke St,427
BRISBANE ST,304,Brisbane St,428
WASSELL ST,304,Wassell St,429
OXLEY ST,304,Oxley St,556
FRANKLIN ST,303,Franklin St,579
BURKE ST,304,Burke St,589
BURKE ST,304,Burke St,590
EYRE ST,304,Eyre St,591
MACQUARIE ST,304,Macquarie St,592
EYRE ST,304,Eyre St,593
MITCHELL ST,304,Mitchell St,594
MITCHELL ST,304,Mitchell St,595
MACQUARIE ST,304,Macquarie St,596
MACQUARIE ST,304,Macquarie St,597
MACQUARIE ST,304,Macquarie St,598
GIBSON PL,304,Gibson Pl,599
MACQUARIE ST,304,Macquarie St,600
MITCHELL ST,304,Mitchell St,601
ANZAC PDE,302,Anzac Pde,602
MAWSON PDE,304,Mawson Pde,603
MELBA AV,304,Melba Av,604
BLIGH ST,304,Bligh St,629
EYRE ST,304,Eyre St,638
BRISBANE ST,304,Brisbane St,639
CARNEGIE CCT,304,Carnegie Cct,640
WARBURTON ST,304,Warburton St,641
EYRE ST,304,Eyre St,642
WELLS ST,304,Wells St,660
NYAN ST,304,Nyan St,661
LASSETER AV,304,Lasseter Av,662
NAMATJIRA PL,304,Namatjira Pl,663
LITTLE BAY RD,303,Little Bay Rd,664
ANZAC PDE,302,Anzac Pde,665
LITTLE BAY RD,303,Little Bay Rd,666
LITTLE BAY RD,303,Little Bay Rd,668
MAWSON PDE,304,Mawson Pde,669
BILGA CR,304,Bilga Cr,670
LASSETER AV,304,Lasseter Av,672
KENNY AV,304,Kenny Av,673
MAWSON PDE,304,Mawson Pde,674
LITTLE BAY RD,303,Little Bay Rd,698
ANZAC PDE,302,Anzac Pde,699
LITTLE BAY RD,303,Little Bay Rd,700
ANZAC PDE,302,Anzac Pde,731
ANZAC PDE,302,Anzac Pde,732
NYAN ST,304,Nyan St,746
NYAN ST,304,Nyan St,747
MCKENZIE AV,304,Mckenzie Av,748
ANZAC PDE,304,Anzac Pde,768
FRANKLIN ST,303,Franklin St,845
FORREST ST,304,Forrest St,870
MACQUARIE ST,304,Macquarie St,871
FORREST ST,304,Forrest St,872
HUME ST,304,Hume St,873
MITCHELL ST,304,Mitchell St,874
FRANKLIN ST,303,Franklin St,875
FRANKLIN ST,303,Franklin St,936
AUSTRAL ST,304,Austral St,972
ANZAC PDE,302,Anzac Pde,973
MAWSON L,304,Mawson L,1157
WARBURTON ST,304,Warburton St,1158
DAMPIER ST,304,Dampier St,1159
MACQUARIE ST,304,Macquarie St,1160
FORREST ST,304,Forrest St,1188
ANZAC PDE,302,Anzac Pde,1189
EYRE ST,304,Eyre St,1194
GILES ST,304,Giles St,1195
DAMPIER ST,304,Dampier St,1196
EYRE ST,304,Eyre St,1197
FORREST ST,304,Forrest St,1198
WILLS ST,304,Wills St,1199
FORREST ST,304,Forrest St,1200
MAWSON PDE,304,Mawson Pde,1201
MACQUARIE ST,304,Macquarie St,1202
LASSETER AV,304,Lasseter Av,1203
MELBA AV,304,Melba Av,1204
LASSETER AV,304,Lasseter Av,1205
HASTINGS AV,304,Hastings Av,1206
HALL ST,304,Hall St,1207
HASTINGS AV,304,Hastings Av,1208
LITTLE BAY RD,303,Little Bay Rd,1209
LITTLE BAY RD,303,Little Bay Rd,1210
ANZAC PDE,302,Anzac Pde,1228
ANZAC PDE,302,Anzac Pde,1229
FRANKLIN ST,303,Franklin St,1230
WASSELL ST,304,Wassell St,1246
DAMPIER ST,304,Dampier St,1247
FRANKLIN ST,303,Franklin St,1322
LITTLE BAY RD,303,Little Bay Rd,1333
LITTLE BAY RD,303,Little Bay Rd,1415
BUNNERONG RD,302,Bunnerong Rd,1416
CARNEGIE CCT,304,Carnegie Cct,1477
DAMPIER ST,304,Dampier St,1478
FORREST ST,304,Forrest St,1479
BUNNERONG RD,302,Bunnerong Rd,1496
BOTANY RD,302,Botany Rd,1498
BUNNERONG RD,302,Bunnerong Rd,1559
BUNNERONG RD,302,Bunnerong Rd,1646
BURKE ST,304,Burke St,1734
MITCHELL ST,304,Mitchell St,1735
ROUNDABOUT,304,Roundabout,1784
ROUNDABOUT,304,Roundabout,1785
ROUNDABOUT,304,Roundabout,1786
ROUNDABOUT,304,Roundabout,1805
FRANKLIN ST,303,Franklin St,1831
FRANKLIN ST,303,Franklin St,1832
WASSELL ST,304,Wassell St,1833
BURKE ST,304,Burke St,1900
ROUNDABOUT,303,Roundabout,1901
ROUNDABOUT,303,Roundabout,1902
MITCHELL ST,304,Mitchell St,1903
