STREET,ROADTYPE,Name,roadid
BUMBORAH POINT RD,303,Bumborah Point Rd,0
BUMBORAH POINT RD,303,Bumborah Point Rd,264
BUMBORAH POINT RD,303,Bumborah Point Rd,266
MILITARY RD,303,Military Rd,740
MORGAN AV,307,Morgan Av,741
BUNNERONG RD,302,Bunnerong Rd,1416
MILITARY RD,303,Military Rd,1417
BOTANY RD,302,Botany Rd,1498
BUNNERONG RD,302,Bunnerong Rd,1499
BOTANY RD EXIT L,302,Botany Rd Exit L,1558
BUNNERONG RD,302,Bunnerong Rd,1559
BUNNERONG RD,302,Bunnerong Rd,1560
BOTANY RD,302,Botany Rd,1561
CHEGWYN AV,307,Chegwyn Av,1566
GAMMIE AV,307,Gammie Av,1576
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1577
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1578
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1579
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1580
MORGAN AV,307,Morgan Av,1635
CEMETERY AV,307,Cemetery Av,1636
BROTCHIE AV,307,Brotchie Av,1637
BISHOP AV,307,Bishop Av,1638
CHEGWYN AV,307,Chegwyn Av,1639
HAMILTON AV,307,Hamilton Av,1640
HAMILTON AV,307,Hamilton Av,1641
BROTCHIE AV,307,Brotchie Av,1642
FINNIE AV,307,Finnie Av,1643
LEVY AV,307,Levy Av,1644
LEVY AV,307,Levy Av,1645
BUNNERONG RD,302,Bunnerong Rd,1646
CENTENARY AV,307,Centenary Av,1647
HOTSON AV,307,Hotson Av,1648
HOTSON AV,307,Hotson Av,1649
LESNIE AV,307,Lesnie Av,1650
LESNIE AV,307,Lesnie Av,1651
LESNIE AV,307,Lesnie Av,1652
CREMATORIUM CCT,307,Crematorium Cct,1653
CREMATORIUM CCT,307,Crematorium Cct,1654
CREMATORIUM CCT,307,Crematorium Cct,1655
GILLOOLY AV,307,Gillooly Av,1659
BUNNERONG RD,302,Bunnerong Rd,1660
CEMETERY AV,307,Cemetery Av,1661
CEMETERY AV,307,Cemetery Av,1662
CREMATORIUM CCT,307,Crematorium Cct,1663
CREMATORIUM CCT,307,Crematorium Cct,1664
CREMATORIUM CCT,307,Crematorium Cct,1665
CREMATORIUM CCT,307,Crematorium Cct,1666
MILLENIUM CT,304,Millenium Ct,1667
BOTANY CIR,307,Botany Cir,1668
CEMETERY AV,307,Cemetery Av,1669
FROST AV,307,Frost Av,1670
FROST AV,307,Frost Av,1671
FROST AV,307,Frost Av,1672
BOTANY CIR,307,Botany Cir,1675
BOTANY CIR,307,Botany Cir,1676
STEPHEN AV,307,Stephen Av,1677
CEMETERY AV,307,Cemetery Av,1678
FROST AV,307,Frost Av,1679
FROST AV,307,Frost Av,1680
BOTANY RD,302,Botany Rd,1681
GREG TAYLOR AV,307,Greg Taylor Av,1682
WALLIS AV,307,Wallis Av,1683
CREMATORIUM CCT,307,Crematorium Cct,1684
CREMATORIUM CCT,307,Crematorium Cct,1685
READ AV,307,Read Av,1686
KESHAN AV,307,Keshan Av,1687
GREENSTEIN AV,307,Greenstein Av,1688
GREG TAYLOR AV,307,Greg Taylor Av,1689
BUNNERONG RD,302,Bunnerong Rd,1690
MILITARY RD,303,Military Rd,1691
MILITARY RD,303,Military Rd,1704
MILITARY RD,303,Military Rd,1705
BUMBORAH POINT RD,303,Bumborah Point Rd,1709
BUMBORAH POINT RD,303,Bumborah Point Rd,1710
CHAPEL AV,307,Chapel Av,1716
CHAPEL AV,307,Chapel Av,1717
BUMBORAH POINT RD,303,Bumborah Point Rd,1843
MILITARY RD,303,Military Rd,1845
MILITARY RD,303,Military Rd,1846
