STREET,ROADTYPE,Name,roadid
ANZAC PDE,302,Anzac Pde,4
GOORA ST,304,Goora St,5
ANZAC PDE,302,Anzac Pde,6
MIRRABOOKA CR,304,Mirrabooka Cr,275
WOONAH ST,304,Woonah St,276
KOORINGAI AV,304,Kooringai Av,312
ALKOO AV,304,Alkoo Av,475
ROAD,304,Road,476
ROAD,304,Road,477
JENNIFER ST,304,Jennifer St,478
BUDD AV,304,Budd Av,479
ANZAC PDE,302,Anzac Pde,506
ANZAC PDE,302,Anzac Pde,525
ANZAC PDE,302,Anzac Pde,526
ROAD,304,Road,644
LITTLE BAY RD,303,Little Bay Rd,664
LITTLE BAY RD,303,Little Bay Rd,666
NURLA AV,304,Nurla Av,667
LITTLE BAY RD,303,Little Bay Rd,668
WOOMERA RD,304,Woomera Rd,697
LITTLE BAY RD,303,Little Bay Rd,698
LITTLE BAY RD,303,Little Bay Rd,700
MIRRABOOKA CR,304,Mirrabooka Cr,701
WOONAH ST,304,Woonah St,702
CANARA AV,304,Canara Av,716
YARRA RD,304,Yarra Rd,717
JENNIFER ST,304,Jennifer St,719
ANZAC PDE,304,Anzac Pde,720
ELAROO AV,304,Elaroo Av,721
ELAROO AV,304,Elaroo Av,722
ELAROO AV,304,Elaroo Av,723
KOORINGAI AV,304,Kooringai Av,724
GOOLAGONG ST,304,Goolagong St,737
GOOLAGONG ST,304,Goolagong St,738
BUS L,307,Bus L,742
GOOLAGONG ST,304,Goolagong St,762
ANZAC PDE,304,Anzac Pde,763
ANZAC PDE,304,Anzac Pde,764
ROAD,304,Road,765
PATH,400,Path,766
ENDEAVOUR AV,304,Endeavour Av,767
ANZAC PDE,302,Anzac Pde,769
ANZAC PDE,302,Anzac Pde,770
ANZAC PDE,302,Anzac Pde,785
BARAGOOLA AV,304,Baragoola Av,830
CROSSOVER,302,Crossover,868
ANZAC PDE,302,Anzac Pde,869
OORANA AV,304,Oorana Av,979
ANZAC PDE,304,Anzac Pde,1003
GOORAWAHL AV,304,Goorawahl Av,1026
ENDEAVOUR AV,304,Endeavour Av,1027
ANZAC PDE,303,Anzac Pde,1028
ENDEAVOUR AV,304,Endeavour Av,1029
ANZAC PDE,304,Anzac Pde,1035
ANZAC PDE,303,Anzac Pde,1036
ANZAC PDE,303,Anzac Pde,1037
ANZAC PDE,304,Anzac Pde,1046
BUNNERONG RD,302,Bunnerong Rd,1190
LITTLE BAY RD,303,Little Bay Rd,1209
LITTLE BAY RD,303,Little Bay Rd,1210
ANZAC PDE,302,Anzac Pde,1241
NOORA AV,304,Noora Av,1244
ANZAC PDE,302,Anzac Pde,1278
WOOMERA RD,304,Woomera Rd,1332
LITTLE BAY RD,303,Little Bay Rd,1333
YARRA RD,304,Yarra Rd,1334
BUNNERONG RD,302,Bunnerong Rd,1335
BUNNERONG RD,302,Bunnerong Rd,1336
LITTLE BAY RD,303,Little Bay Rd,1415
ANZAC PDE,302,Anzac Pde,1445
ADINA AV,304,Adina Av,1480
ADINA AV,304,Adina Av,1494
ADINA AV,304,Adina Av,1500
OORANA AV,304,Oorana Av,1523
LINDSAY ST,304,Lindsay St,1524
ADINA AV,304,Adina Av,1525
CANARA AV,304,Canara Av,1526
OORANA AV,304,Oorana Av,1527
CANARA AV,304,Canara Av,1528
TASMAN ST,304,Tasman St,1529
CANARA AV,304,Canara Av,1530
ANZAC PDE,304,Anzac Pde,1531
ANZAC PDE,304,Anzac Pde,1532
GOORAWAHL AV,304,Goorawahl Av,1533
ANZAC PDE,303,Anzac Pde,1534
ADINA AV,304,Adina Av,1535
GOONDA AV,304,Goonda Av,1536
ELAROO AV,304,Elaroo Av,1537
ANZAC PDE,303,Anzac Pde,1538
ELAROO AV,304,Elaroo Av,1539
GOONDAH AV,304,Goondah Av,1540
MURRONG PL,304,Murrong Pl,1541
GOOLAGONG ST,304,Goolagong St,1542
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1577
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1578
ARTHUR TAYLOR AV,307,Arthur Taylor Av,1579
BUNNERONG RD,302,Bunnerong Rd,1660
BUNNERONG RD,302,Bunnerong Rd,1690
NURLA AV,304,Nurla Av,1714
BINDA CR,304,Binda Cr,1715
BEGA AV,304,Bega Av,1718
WOOMERA RD,304,Woomera Rd,1719
WOOMERA RD,304,Woomera Rd,1720
MIRRABOOKA CR,304,Mirrabooka Cr,1721
MIRRABOOKA CR,304,Mirrabooka Cr,1722
PINE AV,304,Pine Av,2044
ANZAC PDE,302,Anzac Pde,2058
ANZAC PDE,302,Anzac Pde,2064
YARRA RD,304,Yarra Rd,2087
YARRA RD,304,Yarra Rd,2091
KAROO AV,304,Karoo Av,2092
