STREET,ROADTYPE,Name,roadid
RAGLAN ST,304,Raglan St,331
ANZAC PDE,302,Anzac Pde,580
MITCHELL ST,304,Mitchell St,601
BILGA CR,304,Bilga Cr,670
ANZAC PDE,302,Anzac Pde,671
BAY PDE,304,Bay Pde,796
WOLI PL,304,Woli Pl,813
EUCLA CR,304,Eucla Cr,814
BILGA CR,304,Bilga Cr,815
THE BOULEVARDE,304,The Boulevarde,836
MCGOWEN AV,304,Mcgowen Av,837
AUSTRAL ST,304,Austral St,971
AUSTRAL ST,304,Austral St,972
AUSTRAL ST,304,Austral St,974
ANZAC PDE,302,Anzac Pde,975
BAY PDE,304,Bay Pde,978
FOX ST,304,Fox St,1013
BAY PDE,304,Bay Pde,1014
VICTORIA ST,304,Victoria St,1015
VICTORIA ST,304,Victoria St,1016
NAPIER ST,304,Napier St,1017
VICTORIA L,304,Victoria L,1018
VICTORIA L,304,Victoria L,1019
NAPIER ST,304,Napier St,1020
BILGA CR,304,Bilga Cr,1064
PATH,400,Path,1136
PRINCE EDWARD ST,304,Prince Edward St,1137
ADAMS AV,304,Adams Av,1138
PRINCE EDWARD ST,304,Prince Edward St,1139
HOWE ST,304,Howe St,1171
HOWE ST,304,Howe St,1172
HOWE ST,304,Howe St,1173
PRINCE EDWARD ST,304,Prince Edward St,1174
PRINCE EDWARD ST,304,Prince Edward St,1175
ZIONS AV,304,Zions Av,1176
NIX AV,304,Nix Av,1177
NIX AV,304,Nix Av,1178
RUBIE L,304,Rubie L,1179
ADAMS AV,304,Adams Av,1180
PRINCE EDWARD ST,304,Prince Edward St,1181
PATH,400,Path,1182
FORREST ST,304,Forrest St,1188
ADAMS AV,304,Adams Av,1232
BILGA CR,304,Bilga Cr,1233
NIX AV,304,Nix Av,1234
BILGA CR,304,Bilga Cr,1235
BILGA CR,304,Bilga Cr,1236
BILGA CR,304,Bilga Cr,1237
DURI ST,304,Duri St,1238
EUCLA CR,304,Eucla Cr,1239
PATH,400,Path,1240
NAPIER ST,304,Napier St,1269
NAPIER ST,304,Napier St,1270
RAGLAN ST,304,Raglan St,1281
AUSTRAL ST,304,Austral St,1282
BILGA CR,304,Bilga Cr,1283
BILGA CR,304,Bilga Cr,1284
BILGA CR,304,Bilga Cr,1285
BILGA CR,304,Bilga Cr,1286
BILGA CR,304,Bilga Cr,1287
BILGA CR,304,Bilga Cr,1288
BILGA CR,304,Bilga Cr,1289
EUCLA CR,304,Eucla Cr,1291
BILGA CR,304,Bilga Cr,1292
BILGA CR,304,Bilga Cr,1293
RAGLAN ST,304,Raglan St,1338
VICTORIA ST,304,Victoria St,1339
RAGLAN ST,304,Raglan St,1340
MCGOWEN AV,304,Mcgowen Av,1341
RAGLAN ST,304,Raglan St,1342
RAGLAN ST,304,Raglan St,1343
PRINCE EDWARD ST,304,Prince Edward St,1344
PRINCE EDWARD ST,304,Prince Edward St,1345
NAPIER ST,304,Napier St,1347
AUSTRAL ST,304,Austral St,1348
BOHEMIA ST,304,Bohemia St,1349
AUSTRAL ST,304,Austral St,1350
AUSTRAL ST,304,Austral St,1351
LUCAS AV,304,Lucas Av,1352
AUSTRAL ST,304,Austral St,1353
BILGA CR,304,Bilga Cr,1354
ZIONS AV,304,Zions Av,1355
LUCAS AV,304,Lucas Av,1356
GABEE PL,304,Gabee Pl,1357
CALGA AV,304,Calga Av,1358
BILGA CR,304,Bilga Cr,1359
CALGA AV,304,Calga Av,1360
KAROO PL,304,Karoo Pl,1414
ANZAC PDE,302,Anzac Pde,1418
BILGA CR,304,Bilga Cr,1450
BYNA ST,304,Byna St,1451
BILGA CR,304,Bilga Cr,1452
CALGA AV,304,Calga Av,1453
BILGA CR,304,Bilga Cr,1454
WYEE PL,304,Wyee Pl,1455
BILGA CR,304,Bilga Cr,1456
WYEE PL,304,Wyee Pl,1457
WYEE PL,304,Wyee Pl,1458
BILGA CR,304,Bilga Cr,1459
