TZ id,1 bed,2 bed,3 bed,4 bed
270,375,429,227,66
276,174,252,88,32
277,105,99,23,9
278,347,242,79,32
279,45,72,8,3
283,33,31,2,0
284,71,84,55,43
285,225,375,145,47
287,74,102,50,31
288,19,45,24,8
292,137,232,221,117
294,112,197,192,158
507,46,60,61,71
508,253,351,261,229
509,652,667,345,139
510,155,174,96,47
511,334,305,181,100
512,436,478,231,160
513,261,287,206,135
514,134,116,56,24
515,533,523,202,110
516,614,592,280,131
517,288,341,205,140
518,390,494,274,182
519,128,151,100,79
520,48,55,51,56
521,416,470,225,92
522,199,304,170,75
523,369,456,237,118
524,79,108,134,147
525,368,467,384,213
526,421,596,392,179
527,57,54,53,57
528,450,541,346,215
529,589,547,252,111
530,158,246,217,132
531,805,761,309,126
532,295,261,302,227
533,56,69,87,88
534,45,65,69,57
535,108,135,132,108
536,575,411,247,246
537,310,492,294,149
538,135,256,199,160
539,128,118,144,142
540,317,379,364,273
541,188,232,230,151
542,154,201,205,131
543,354,353,222,180
544,166,138,109,86
545,495,369,215,101
546,303,355,158,82
547,316,328,197,112
548,266,161,162,171
549,104,129,134,123
550,137,163,139,140
551,128,201,222,235
552,46,77,80,81
553,33,50,41,50
554,248,331,340,336
555,336,242,225,169
556,28,39,49,45
557,189,125,130,128
558,47,75,90,93
