TZ id,1 bed,2 bed,3 bed,4 bed
270,395,451,239,70
276,183,265,92,33
277,110,104,25,10
278,365,254,83,33
279,47,76,9,3
283,34,32,2,0
284,75,88,58,45
285,237,395,152,49
287,78,107,53,32
288,20,47,26,9
292,144,243,233,123
294,118,207,202,166
507,48,63,64,75
508,266,369,275,240
509,685,701,362,146
510,163,183,101,49
511,351,321,190,105
512,458,503,242,168
513,275,301,217,142
514,140,121,59,26
515,560,550,212,116
516,646,622,294,137
517,302,358,216,147
518,410,519,288,191
519,134,159,105,83
520,51,58,54,59
521,438,494,237,97
522,209,320,179,79
523,388,479,249,124
524,83,114,140,154
525,387,491,403,224
526,442,626,412,188
527,60,57,56,60
528,473,568,364,226
529,619,575,265,117
530,166,258,228,138
531,846,800,325,133
532,310,275,317,239
533,59,73,91,92
534,47,69,73,60
535,114,142,138,114
536,605,432,260,258
537,326,517,309,157
538,142,269,209,168
539,134,124,151,149
540,333,399,383,287
541,197,243,241,159
542,162,211,216,137
543,372,371,234,189
544,175,145,115,90
545,520,388,226,106
546,318,373,166,86
547,332,345,207,118
548,280,169,170,180
549,109,135,140,130
550,144,172,146,147
551,134,211,234,247
552,48,80,84,85
553,34,53,43,53
554,261,347,357,353
555,353,254,237,178
556,29,41,51,47
557,198,132,136,134
558,49,79,94,98
