TZ id,1 bed,2 bed,3 bed,4 bed
270,407,465,246,72
276,189,273,95,34
277,114,107,25,10
278,376,262,85,34
279,49,78,9,3
283,35,33,2,0
284,77,91,60,46
285,244,407,157,51
287,81,110,54,33
288,21,49,27,9
292,148,251,240,127
294,122,213,208,171
507,50,65,66,77
508,274,380,283,247
509,706,722,373,150
510,168,189,104,51
511,361,330,196,108
512,472,518,250,173
513,283,310,223,146
514,145,125,61,27
515,577,566,219,119
516,665,641,303,141
517,312,369,222,151
518,422,535,297,197
519,139,164,108,85
520,52,60,55,61
521,451,509,244,99
522,215,329,185,82
523,400,494,256,128
524,85,117,145,159
525,399,506,415,231
526,456,645,424,193
527,62,58,57,62
528,487,586,375,233
529,638,592,273,120
530,171,266,235,143
531,872,824,335,137
532,319,283,327,246
533,61,75,94,95
534,49,71,75,62
535,117,146,143,117
536,623,445,267,266
537,336,533,318,161
538,146,277,215,173
539,138,128,156,154
540,344,411,394,296
541,203,251,249,164
542,167,218,222,141
543,383,382,241,194
544,180,149,118,93
545,536,400,233,109
546,328,385,171,88
547,343,356,213,122
548,288,175,176,186
549,113,139,145,134
550,148,177,150,151
551,138,218,241,254
552,50,83,86,87
553,35,54,44,54
554,268,358,368,364
555,364,262,244,183
556,30,42,53,49
557,204,136,140,138
558,51,82,97,101
