TZ id,1 bed,2 bed,3 bed,4 bed
270,377,432,229,67
276,175,253,88,32
277,106,99,24,9
278,349,243,79,32
279,45,73,8,3
283,33,31,2,0
284,72,84,55,43
285,227,377,146,47
287,75,103,50,31
288,19,45,25,8
292,137,233,222,118
294,113,198,193,159
507,46,60,62,72
508,254,353,262,230
509,655,670,347,139
510,156,175,96,47
511,335,307,181,100
512,438,481,232,161
513,262,288,207,135
514,134,116,56,25
515,536,526,203,111
516,617,595,281,131
517,289,342,206,140
518,392,496,276,182
519,129,152,100,79
520,48,55,51,56
521,418,473,227,92
522,200,306,171,76
523,371,458,238,119
524,79,109,134,148
525,370,469,385,214
526,423,599,394,179
527,58,54,53,57
528,452,543,348,216
529,592,550,253,112
530,159,247,218,132
531,809,765,311,127
532,296,262,303,229
533,56,70,87,88
534,45,66,70,57
535,109,135,132,109
536,578,413,248,247
537,312,494,295,150
538,135,257,200,161
539,128,119,145,143
540,319,381,366,275
541,189,233,231,152
542,155,202,206,131
543,356,355,224,180
544,167,138,110,86
545,497,371,216,101
546,304,357,159,82
547,318,330,198,113
548,268,162,163,172
549,105,129,134,124
550,137,164,139,140
551,128,202,224,236
552,46,77,80,81
553,33,50,41,50
554,249,332,341,337
555,337,243,227,170
556,28,39,49,45
557,190,126,130,128
558,47,76,90,93
