O_Tz06,O_Sla06,O_Lga06,O_Ssd06,O_Sd06,O_State,D_Tz06,D_Sla06,D_Lga06,D_Ssd06,D_Sd06,D_Area,O_Zone06_abs,Dzn06_abs,Mode9,Freq,source not in tz,destination in tz,
3343,4651,4650,1005,10,0,287,7205,7200,505,5,1,1146513343,1172050287,5,5,#N/A,287,#N/A
2436,4700,4700,555,5,0,521,6550,6550,510,5,1,1147002436,1165500521,5,3,#N/A,521,#N/A
2436,4700,4700,555,5,0,279,7205,7200,505,5,1,1147002436,1172050279,5,3,#N/A,279,#N/A
2437,4700,4700,555,5,0,520,6550,6550,510,5,1,1147002437,1165500520,5,3,#N/A,520,#N/A
322,4800,4800,505,5,0,509,6550,6550,510,5,1,1148000322,1165500509,5,4,#N/A,509,#N/A
325,4800,4800,505,5,0,520,6550,6550,510,5,1,1148000325,1165500520,5,3,#N/A,520,#N/A
337,4800,4800,505,5,0,533,6550,6550,510,5,1,1148000337,1165500533,5,3,#N/A,533,#N/A
340,4800,4800,505,5,0,284,7205,7200,505,5,1,1148000340,1172050284,5,4,#N/A,284,#N/A
342,4800,4800,505,5,0,553,6550,6550,510,5,1,1148000342,1165500553,5,6,#N/A,553,#N/A
1090,4901,4900,525,5,0,283,7205,7200,505,5,1,1149011090,1172050283,5,3,#N/A,283,#N/A
1094,4901,4900,525,5,0,515,6550,6550,510,5,1,1149011094,1165500515,5,1,#N/A,515,#N/A
1094,4901,4900,525,5,0,523,6550,6550,510,5,1,1149011094,1165500523,5,1,#N/A,523,#N/A
1094,4901,4900,525,5,0,537,6550,6550,510,5,1,1149011094,1165500537,5,1,#N/A,537,#N/A
1104,4901,4900,525,5,0,527,6550,6550,510,5,1,1149011104,1165500527,5,5,#N/A,527,#N/A
1106,4901,4900,525,5,0,287,7205,7200,505,5,1,1149011106,1172050287,5,4,#N/A,287,#N/A
1107,4901,4900,525,5,0,285,7205,7200,505,5,1,1149011107,1172050285,5,3,#N/A,285,#N/A
1114,4901,4900,525,5,0,276,7205,7200,505,5,1,1149011114,1172050276,5,1,#N/A,276,#N/A
1114,4901,4900,525,5,0,283,7205,7200,505,5,1,1149011114,1172050283,5,2,#N/A,283,#N/A
1116,4901,4900,525,5,0,276,7205,7200,505,5,1,1149011116,1172050276,5,3,#N/A,276,#N/A
1118,4901,4900,525,5,0,279,7205,7200,505,5,1,1149011118,1172050279,5,3,#N/A,279,#N/A
1122,4901,4900,525,5,0,549,6550,6550,510,5,1,1149011122,1165500549,5,4,#N/A,549,#N/A
1122,4901,4900,525,5,0,277,7205,7200,505,5,1,1149011122,1172050277,5,1,#N/A,277,#N/A
1122,4901,4900,525,5,0,283,7205,7200,505,5,1,1149011122,1172050283,5,1,#N/A,283,#N/A
1124,4901,4900,525,5,0,521,6550,6550,510,5,1,1149011124,1165500521,5,3,#N/A,521,#N/A
1124,4901,4900,525,5,0,277,7205,7200,505,5,1,1149011124,1172050277,5,3,#N/A,277,#N/A
1125,4901,4900,525,5,0,556,6550,6550,510,5,1,1149011125,1165500556,5,3,#N/A,556,#N/A
1126,4901,4900,525,5,0,521,6550,6550,510,5,1,1149011126,1165500521,5,3,#N/A,521,#N/A
1144,4904,4900,525,5,0,287,7205,7200,505,5,1,1149041144,1172050287,5,4,#N/A,287,#N/A
1150,4904,4900,525,5,0,284,7205,7200,505,5,1,1149041150,1172050284,5,4,#N/A,284,#N/A
1207,4904,4900,525,5,0,556,6550,6550,510,5,1,1149041207,1165500556,5,3,#N/A,556,#N/A
2860,5150,5150,565,5,0,279,7205,7200,505,5,1,1151502860,1172050279,5,3,#N/A,279,#N/A
360,5200,5200,505,5,0,527,6550,6550,510,5,1,1152000360,1165500527,5,3,#N/A,527,#N/A
360,5200,5200,505,5,0,292,7205,7200,505,5,1,1152000360,1172050292,5,3,#N/A,292,#N/A
365,5200,5200,505,5,0,519,6550,6550,510,5,1,1152000365,1165500519,5,4,#N/A,519,#N/A
366,5200,5200,505,5,0,520,6550,6550,510,5,1,1152000366,1165500520,5,3,#N/A,520,#N/A
366,5200,5200,505,5,0,278,7205,7200,505,5,1,1152000366,1172050278,5,4,#N/A,278,#N/A
367,5200,5200,505,5,0,284,7205,7200,505,5,1,1152000367,1172050284,5,4,#N/A,284,#N/A
370,5200,5200,505,5,0,520,6550,6550,510,5,1,1152000370,1165500520,5,3,#N/A,520,#N/A
371,5200,5200,505,5,0,292,7205,7200,505,5,1,1152000371,1172050292,5,3,#N/A,292,#N/A
382,5200,5200,505,5,0,526,6550,6550,510,5,1,1152000382,1165500526,5,1,#N/A,526,#N/A
382,5200,5200,505,5,0,527,6550,6550,510,5,1,1152000382,1165500527,5,2,#N/A,527,#N/A
383,5200,5200,505,5,0,283,7205,7200,505,5,1,1152000383,1172050283,5,5,#N/A,283,#N/A
384,5200,5200,505,5,0,527,6550,6550,510,5,1,1152000384,1165500527,5,3,#N/A,527,#N/A
384,5200,5200,505,5,0,287,7205,7200,505,5,1,1152000384,1172050287,5,1,#N/A,287,#N/A
386,5200,5200,505,5,0,523,6550,6550,510,5,1,1152000386,1165500523,5,3,#N/A,523,#N/A
387,5200,5200,505,5,0,520,6550,6550,510,5,1,1152000387,1165500520,5,3,#N/A,520,#N/A
387,5200,5200,505,5,0,277,7205,7200,505,5,1,1152000387,1172050277,5,1,#N/A,277,#N/A
391,5200,5200,505,5,0,270,7205,7200,505,5,1,1152000391,1172050270,5,1,#N/A,270,#N/A
391,5200,5200,505,5,0,278,7205,7200,505,5,1,1152000391,1172050278,5,5,#N/A,278,#N/A
391,5200,5200,505,5,0,279,7205,7200,505,5,1,1152000391,1172050279,5,2,#N/A,279,#N/A
391,5200,5200,505,5,0,288,7205,7200,505,5,1,1152000391,1172050288,5,3,#N/A,288,#N/A
2316,5350,5350,555,5,0,520,6550,6550,510,5,1,1153502316,1165500520,5,3,#N/A,520,#N/A
2337,5950,5950,555,5,0,279,7205,7200,505,5,1,1159502337,1172050279,5,3,#N/A,279,#N/A
2344,5950,5950,555,5,0,521,6550,6550,510,5,1,1159502344,1165500521,5,3,#N/A,521,#N/A
2350,5950,5950,555,5,0,276,7205,7200,505,5,1,1159502350,1172050276,5,3,#N/A,276,#N/A
2355,5950,5950,555,5,0,527,6550,6550,510,5,1,1159502355,1165500527,5,3,#N/A,527,#N/A
2365,5950,5950,555,5,0,527,6550,6550,510,5,1,1159502365,1165500527,5,3,#N/A,527,#N/A
1695,6251,6250,540,5,0,287,7205,7200,505,5,1,1162511695,1172050287,5,6,#N/A,287,#N/A
1698,6251,6250,540,5,0,520,6550,6550,510,5,1,1162511698,1165500520,5,3,#N/A,520,#N/A
1711,6251,6250,540,5,0,285,7205,7200,505,5,1,1162511711,1172050285,5,3,#N/A,285,#N/A
1661,6252,6250,540,5,0,526,6550,6550,510,5,1,1162521661,1165500526,5,3,#N/A,526,#N/A
1667,6252,6250,540,5,0,279,7205,7200,505,5,1,1162521667,1172050279,5,3,#N/A,279,#N/A
1760,6253,6250,540,5,0,279,7205,7200,505,5,1,1162531760,1172050279,5,3,#N/A,279,#N/A
1743,6254,6250,540,5,0,276,7205,7200,505,5,1,1162541743,1172050276,5,2,#N/A,276,#N/A
1749,6254,6250,540,5,0,276,7205,7200,505,5,1,1162541749,1172050276,5,1,#N/A,276,#N/A
1837,6351,6350,545,5,0,510,6550,6550,510,5,1,1163511837,1165500510,5,3,#N/A,510,#N/A
1864,6351,6350,545,5,0,276,7205,7200,505,5,1,1163511864,1172050276,5,1,#N/A,276,#N/A
1868,6351,6350,545,5,0,278,7205,7200,505,5,1,1163511868,1172050278,5,3,#N/A,278,#N/A
1870,6351,6350,545,5,0,279,7205,7200,505,5,1,1163511870,1172050279,5,3,#N/A,279,#N/A
1870,6351,6350,545,5,0,294,7205,7200,505,5,1,1163511870,1172050294,5,4,#N/A,294,#N/A
1875,6351,6350,545,5,0,279,7205,7200,505,5,1,1163511875,1172050279,5,3,#N/A,279,#N/A
1939,6354,6350,545,5,0,520,6550,6550,510,5,1,1163541939,1165500520,5,3,#N/A,520,#N/A
2958,6370,6370,565,5,0,507,6550,6550,510,5,1,1163702958,1165500507,5,3,#N/A,507,#N/A
569,6650,6650,515,5,0,279,7205,7200,505,5,1,1166500569,1172050279,5,3,#N/A,279,#N/A
572,6650,6650,515,5,0,292,7205,7200,505,5,1,1166500572,1172050292,5,4,#N/A,292,#N/A
573,6650,6650,515,5,0,279,7205,7200,505,5,1,1166500573,1172050279,5,3,#N/A,279,#N/A
574,6650,6650,515,5,0,556,6550,6550,510,5,1,1166500574,1165500556,5,3,#N/A,556,#N/A
574,6650,6650,515,5,0,558,6550,6550,510,5,1,1166500574,1165500558,5,3,#N/A,558,#N/A
576,6650,6650,515,5,0,517,6550,6550,510,5,1,1166500576,1165500517,5,1,#N/A,517,#N/A
576,6650,6650,515,5,0,521,6550,6550,510,5,1,1166500576,1165500521,5,3,#N/A,521,#N/A
576,6650,6650,515,5,0,528,6550,6550,510,5,1,1166500576,1165500528,5,1,#N/A,528,#N/A
576,6650,6650,515,5,0,529,6550,6550,510,5,1,1166500576,1165500529,5,1,#N/A,529,#N/A
576,6650,6650,515,5,0,549,6550,6550,510,5,1,1166500576,1165500549,5,3,#N/A,549,#N/A
577,6650,6650,515,5,0,527,6550,6550,510,5,1,1166500577,1165500527,5,3,#N/A,527,#N/A
579,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500579,1165500520,5,3,#N/A,520,#N/A
579,6650,6650,515,5,0,278,7205,7200,505,5,1,1166500579,1172050278,5,3,#N/A,278,#N/A
580,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500580,1165500520,5,3,#N/A,520,#N/A
582,6650,6650,515,5,0,540,6550,6550,510,5,1,1166500582,1165500540,5,3,#N/A,540,#N/A
583,6650,6650,515,5,0,279,7205,7200,505,5,1,1166500583,1172050279,5,3,#N/A,279,#N/A
585,6650,6650,515,5,0,277,7205,7200,505,5,1,1166500585,1172050277,5,3,#N/A,277,#N/A
586,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500586,1165500520,5,3,#N/A,520,#N/A
588,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500588,1165500520,5,3,#N/A,520,#N/A
588,6650,6650,515,5,0,521,6550,6550,510,5,1,1166500588,1165500521,5,2,#N/A,521,#N/A
588,6650,6650,515,5,0,549,6550,6550,510,5,1,1166500588,1165500549,5,3,#N/A,549,#N/A
588,6650,6650,515,5,0,553,6550,6550,510,5,1,1166500588,1165500553,5,2,#N/A,553,#N/A
591,6650,6650,515,5,0,521,6550,6550,510,5,1,1166500591,1165500521,5,3,#N/A,521,#N/A
592,6650,6650,515,5,0,527,6550,6550,510,5,1,1166500592,1165500527,5,3,#N/A,527,#N/A
592,6650,6650,515,5,0,292,7205,7200,505,5,1,1166500592,1172050292,5,3,#N/A,292,#N/A
595,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500595,1165500520,5,3,#N/A,520,#N/A
595,6650,6650,515,5,0,528,6550,6550,510,5,1,1166500595,1165500528,5,3,#N/A,528,#N/A
595,6650,6650,515,5,0,532,6550,6550,510,5,1,1166500595,1165500532,5,3,#N/A,532,#N/A
595,6650,6650,515,5,0,552,6550,6550,510,5,1,1166500595,1165500552,5,3,#N/A,552,#N/A
595,6650,6650,515,5,0,556,6550,6550,510,5,1,1166500595,1165500556,5,3,#N/A,556,#N/A
595,6650,6650,515,5,0,288,7205,7200,505,5,1,1166500595,1172050288,5,3,#N/A,288,#N/A
596,6650,6650,515,5,0,509,6550,6550,510,5,1,1166500596,1165500509,5,3,#N/A,509,#N/A
596,6650,6650,515,5,0,276,7205,7200,505,5,1,1166500596,1172050276,5,3,#N/A,276,#N/A
597,6650,6650,515,5,0,270,7205,7200,505,5,1,1166500597,1172050270,5,1,#N/A,270,#N/A
597,6650,6650,515,5,0,278,7205,7200,505,5,1,1166500597,1172050278,5,1,#N/A,278,#N/A
597,6650,6650,515,5,0,279,7205,7200,505,5,1,1166500597,1172050279,5,1,#N/A,279,#N/A
597,6650,6650,515,5,0,287,7205,7200,505,5,1,1166500597,1172050287,5,5,#N/A,287,#N/A
598,6650,6650,515,5,0,517,6550,6550,510,5,1,1166500598,1165500517,5,1,#N/A,517,#N/A
598,6650,6650,515,5,0,520,6550,6550,510,5,1,1166500598,1165500520,5,1,#N/A,520,#N/A
598,6650,6650,515,5,0,526,6550,6550,510,5,1,1166500598,1165500526,5,1,#N/A,526,#N/A
598,6650,6650,515,5,0,278,7205,7200,505,5,1,1166500598,1172050278,5,3,#N/A,278,#N/A
599,6650,6650,515,5,0,528,6550,6550,510,5,1,1166500599,1165500528,5,1,#N/A,528,#N/A
599,6650,6650,515,5,0,529,6550,6550,510,5,1,1166500599,1165500529,5,1,#N/A,529,#N/A
599,6650,6650,515,5,0,536,6550,6550,510,5,1,1166500599,1165500536,5,1,#N/A,536,#N/A
599,6650,6650,515,5,0,549,6550,6550,510,5,1,1166500599,1165500549,5,3,#N/A,549,#N/A
599,6650,6650,515,5,0,285,7205,7200,505,5,1,1166500599,1172050285,5,3,#N/A,285,#N/A
600,6650,6650,515,5,0,508,6550,6550,510,5,1,1166500600,1165500508,5,3,#N/A,508,#N/A
600,6650,6650,515,5,0,525,6550,6550,510,5,1,1166500600,1165500525,5,3,#N/A,525,#N/A
600,6650,6650,515,5,0,557,6550,6550,510,5,1,1166500600,1165500557,5,3,#N/A,557,#N/A
601,6650,6650,515,5,0,277,7205,7200,505,5,1,1166500601,1172050277,5,3,#N/A,277,#N/A
602,6650,6650,515,5,0,555,6550,6550,510,5,1,1166500602,1165500555,5,3,#N/A,555,#N/A
602,6650,6650,515,5,0,556,6550,6550,510,5,1,1166500602,1165500556,5,3,#N/A,556,#N/A
603,6650,6650,515,5,0,292,7205,7200,505,5,1,1166500603,1172050292,5,3,#N/A,292,#N/A
604,6650,6650,515,5,0,541,6550,6550,510,5,1,1166500604,1165500541,5,3,#N/A,541,#N/A
605,6650,6650,515,5,0,555,6550,6550,510,5,1,1166500605,1165500555,5,3,#N/A,555,#N/A
605,6650,6650,515,5,0,276,7205,7200,505,5,1,1166500605,1172050276,5,1,#N/A,276,#N/A
605,6650,6650,515,5,0,287,7205,7200,505,5,1,1166500605,1172050287,5,1,#N/A,287,#N/A
606,6650,6650,515,5,0,529,6550,6550,510,5,1,1166500606,1165500529,5,3,#N/A,529,#N/A
607,6650,6650,515,5,0,526,6550,6550,510,5,1,1166500607,1165500526,5,3,#N/A,526,#N/A
607,6650,6650,515,5,0,556,6550,6550,510,5,1,1166500607,1165500556,5,3,#N/A,556,#N/A
608,6650,6650,515,5,0,513,6550,6550,510,5,1,1166500608,1165500513,5,3,#N/A,513,#N/A
608,6650,6650,515,5,0,527,6550,6550,510,5,1,1166500608,1165500527,5,3,#N/A,527,#N/A
2468,6700,6700,555,5,0,277,7205,7200,505,5,1,1167002468,1172050277,5,3,#N/A,277,#N/A
2494,6700,6700,555,5,0,287,7205,7200,505,5,1,1167002494,1172050287,5,3,#N/A,287,#N/A
2497,6700,6700,555,5,0,520,6550,6550,510,5,1,1167002497,1165500520,5,3,#N/A,520,#N/A
2498,6700,6700,555,5,0,520,6550,6550,510,5,1,1167002498,1165500520,5,3,#N/A,520,#N/A
2515,6700,6700,555,5,0,520,6550,6550,510,5,1,1167002515,1165500520,5,3,#N/A,520,#N/A
2517,6700,6700,555,5,0,288,7205,7200,505,5,1,1167002517,1172050288,5,3,#N/A,288,#N/A
2530,6700,6700,555,5,0,527,6550,6550,510,5,1,1167002530,1165500527,5,3,#N/A,527,#N/A
3659,6900,6900,1505,15,0,556,6550,6550,510,5,1,1169003659,1165500556,5,3,#N/A,556,#N/A
1587,7100,7100,535,5,0,278,7205,7200,505,5,1,1171001587,1172050278,5,5,#N/A,278,#N/A
1587,7100,7100,535,5,0,287,7205,7200,505,5,1,1171001587,1172050287,5,6,#N/A,287,#N/A
1599,7100,7100,535,5,0,277,7205,7200,505,5,1,1171001599,1172050277,5,3,#N/A,277,#N/A
698,7151,7150,515,5,0,554,6550,6550,510,5,1,1171510698,1165500554,5,3,#N/A,554,#N/A
700,7151,7150,515,5,0,547,6550,6550,510,5,1,1171510700,1165500547,5,3,#N/A,547,#N/A
701,7151,7150,515,5,0,527,6550,6550,510,5,1,1171510701,1165500527,5,3,#N/A,527,#N/A
705,7151,7150,515,5,0,556,6550,6550,510,5,1,1171510705,1165500556,5,3,#N/A,556,#N/A
706,7151,7150,515,5,0,292,7205,7200,505,5,1,1171510706,1172050292,5,3,#N/A,292,#N/A
710,7151,7150,515,5,0,276,7205,7200,505,5,1,1171510710,1172050276,5,3,#N/A,276,#N/A
715,7151,7150,515,5,0,515,6550,6550,510,5,1,1171510715,1165500515,5,3,#N/A,515,#N/A
730,7151,7150,515,5,0,277,7205,7200,505,5,1,1171510730,1172050277,5,3,#N/A,277,#N/A
731,7151,7150,515,5,0,527,6550,6550,510,5,1,1171510731,1165500527,5,3,#N/A,527,#N/A
731,7151,7150,515,5,0,533,6550,6550,510,5,1,1171510731,1165500533,5,3,#N/A,533,#N/A
732,7151,7150,515,5,0,556,6550,6550,510,5,1,1171510732,1165500556,5,3,#N/A,556,#N/A
732,7151,7150,515,5,0,292,7205,7200,505,5,1,1171510732,1172050292,5,3,#N/A,292,#N/A
736,7151,7150,515,5,0,556,6550,6550,510,5,1,1171510736,1165500556,5,3,#N/A,556,#N/A
753,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520753,1165500553,5,6,#N/A,553,#N/A
762,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520762,1172050292,5,3,#N/A,292,#N/A
768,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520768,1165500549,5,2,#N/A,549,#N/A
768,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520768,1165500553,5,1,#N/A,553,#N/A
768,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520768,1172050283,5,4,#N/A,283,#N/A
772,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520772,1165500556,5,3,#N/A,556,#N/A
774,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520774,1172050276,5,3,#N/A,276,#N/A
775,7152,7150,515,5,0,517,6550,6550,510,5,1,1171520775,1165500517,5,1,#N/A,517,#N/A
775,7152,7150,515,5,0,526,6550,6550,510,5,1,1171520775,1165500526,5,1,#N/A,526,#N/A
775,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520775,1165500527,5,3,#N/A,527,#N/A
775,7152,7150,515,5,0,533,6550,6550,510,5,1,1171520775,1165500533,5,1,#N/A,533,#N/A
775,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520775,1172050278,5,3,#N/A,278,#N/A
775,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520775,1172050283,5,1,#N/A,283,#N/A
780,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520780,1172050277,5,3,#N/A,277,#N/A
781,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520781,1165500510,5,3,#N/A,510,#N/A
782,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520782,1165500515,5,3,#N/A,515,#N/A
782,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520782,1172050284,5,3,#N/A,284,#N/A
783,7152,7150,515,5,0,508,6550,6550,510,5,1,1171520783,1165500508,5,1,#N/A,508,#N/A
783,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520783,1165500520,5,4,#N/A,520,#N/A
783,7152,7150,515,5,0,526,6550,6550,510,5,1,1171520783,1165500526,5,1,#N/A,526,#N/A
784,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520784,1165500515,5,1,#N/A,515,#N/A
784,7152,7150,515,5,0,528,6550,6550,510,5,1,1171520784,1165500528,5,1,#N/A,528,#N/A
784,7152,7150,515,5,0,539,6550,6550,510,5,1,1171520784,1165500539,5,1,#N/A,539,#N/A
786,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520786,1172050278,5,1,#N/A,278,#N/A
84,7201,7200,505,5,0,288,7205,7200,505,5,1,1172010084,1172050288,5,3,#N/A,288,#N/A
179,7204,7200,505,5,0,526,6550,6550,510,5,1,1172040179,1165500526,5,3,#N/A,526,#N/A
183,7204,7200,505,5,0,527,6550,6550,510,5,1,1172040183,1165500527,5,3,#N/A,527,#N/A
188,7204,7200,505,5,0,527,6550,6550,510,5,1,1172040188,1165500527,5,4,#N/A,527,#N/A
189,7204,7200,505,5,0,520,6550,6550,510,5,1,1172040189,1165500520,5,3,#N/A,520,#N/A
209,7204,7200,505,5,0,279,7205,7200,505,5,1,1172040209,1172050279,5,3,209,279,#N/A
212,7204,7200,505,5,0,277,7205,7200,505,5,1,1172040212,1172050277,5,3,212,277,#N/A
255,7205,7200,505,5,0,528,6550,6550,510,5,1,1172050255,1165500528,5,3,#N/A,528,#N/A
259,7205,7200,505,5,0,555,6550,6550,510,5,1,1172050259,1165500555,5,3,259,555,#N/A
259,7205,7200,505,5,0,292,7205,7200,505,5,1,1172050259,1172050292,5,3,259,292,#N/A
260,7205,7200,505,5,0,520,6550,6550,510,5,1,1172050260,1165500520,5,3,260,520,#N/A
265,7205,7200,505,5,0,277,7205,7200,505,5,1,1172050265,1172050277,5,3,#N/A,277,#N/A
268,7205,7200,505,5,0,285,7205,7200,505,5,1,1172050268,1172050285,5,3,268,285,#N/A
275,7205,7200,505,5,0,277,7205,7200,505,5,1,1172050275,1172050277,5,3,275,277,#N/A
281,7205,7200,505,5,0,515,6550,6550,510,5,1,1172050281,1165500515,5,3,281,515,#N/A
281,7205,7200,505,5,0,521,6550,6550,510,5,1,1172050281,1165500521,5,3,281,521,#N/A
281,7205,7200,505,5,0,278,7205,7200,505,5,1,1172050281,1172050278,5,4,281,278,#N/A
281,7205,7200,505,5,0,283,7205,7200,505,5,1,1172050281,1172050283,5,5,281,283,#N/A
281,7205,7200,505,5,0,288,7205,7200,505,5,1,1172050281,1172050288,5,3,281,288,#N/A
293,7205,7200,505,5,0,529,6550,6550,510,5,1,1172050293,1165500529,5,3,293,529,#N/A
293,7205,7200,505,5,0,532,6550,6550,510,5,1,1172050293,1165500532,5,3,293,532,#N/A
227,7206,7200,505,5,0,526,6550,6550,510,5,1,1172060227,1165500526,5,1,#N/A,526,#N/A
227,7206,7200,505,5,0,527,6550,6550,510,5,1,1172060227,1165500527,5,5,#N/A,527,#N/A
230,7206,7200,505,5,0,278,7205,7200,505,5,1,1172060230,1172050278,5,1,#N/A,278,#N/A
231,7206,7200,505,5,0,521,6550,6550,510,5,1,1172060231,1165500521,5,4,#N/A,521,#N/A
231,7206,7200,505,5,0,277,7205,7200,505,5,1,1172060231,1172050277,5,3,#N/A,277,#N/A
234,7206,7200,505,5,0,525,6550,6550,510,5,1,1172060234,1165500525,5,3,#N/A,525,#N/A
234,7206,7200,505,5,0,283,7205,7200,505,5,1,1172060234,1172050283,5,3,#N/A,283,#N/A
2910,8000,8000,565,5,0,277,7205,7200,505,5,1,1180002910,1172050277,5,3,#N/A,277,#N/A
2915,8000,8000,565,5,0,509,6550,6550,510,5,1,1180002915,1165500509,5,3,#N/A,509,#N/A
2918,8000,8000,565,5,0,549,6550,6550,510,5,1,1180002918,1165500549,5,3,#N/A,549,#N/A
2928,8000,8000,565,5,0,521,6550,6550,510,5,1,1180002928,1165500521,5,3,#N/A,521,#N/A
474,8050,8050,510,5,0,521,6550,6550,510,5,1,1180500474,1165500521,5,3,#N/A,521,#N/A
475,8050,8050,510,5,0,527,6550,6550,510,5,1,1180500475,1165500527,5,4,#N/A,527,#N/A
476,8050,8050,510,5,0,515,6550,6550,510,5,1,1180500476,1165500515,5,4,#N/A,515,#N/A
476,8050,8050,510,5,0,278,7205,7200,505,5,1,1180500476,1172050278,5,5,#N/A,278,#N/A
477,8050,8050,510,5,0,278,7205,7200,505,5,1,1180500477,1172050278,5,3,#N/A,278,#N/A
478,8050,8050,510,5,0,287,7205,7200,505,5,1,1180500478,1172050287,5,3,#N/A,287,#N/A
479,8050,8050,510,5,0,527,6550,6550,510,5,1,1180500479,1165500527,5,3,#N/A,527,#N/A
479,8050,8050,510,5,0,270,7205,7200,505,5,1,1180500479,1172050270,5,5,#N/A,270,#N/A
479,8050,8050,510,5,0,288,7205,7200,505,5,1,1180500479,1172050288,5,3,#N/A,288,#N/A
483,8050,8050,510,5,0,521,6550,6550,510,5,1,1180500483,1165500521,5,3,#N/A,521,#N/A
484,8050,8050,510,5,0,521,6550,6550,510,5,1,1180500484,1165500521,5,3,#N/A,521,#N/A
486,8050,8050,510,5,0,508,6550,6550,510,5,1,1180500486,1165500508,5,3,486,508,#N/A
486,8050,8050,510,5,0,527,6550,6550,510,5,1,1180500486,1165500527,5,3,486,527,#N/A
490,8050,8050,510,5,0,278,7205,7200,505,5,1,1180500490,1172050278,5,3,#N/A,278,#N/A
490,8050,8050,510,5,0,287,7205,7200,505,5,1,1180500490,1172050287,5,5,#N/A,287,#N/A
491,8050,8050,510,5,0,294,7205,7200,505,5,1,1180500491,1172050294,5,5,491,294,#N/A
492,8050,8050,510,5,0,517,6550,6550,510,5,1,1180500492,1165500517,5,3,492,517,#N/A
493,8050,8050,510,5,0,510,6550,6550,510,5,1,1180500493,1165500510,5,3,#N/A,510,#N/A
495,8050,8050,510,5,0,518,6550,6550,510,5,1,1180500495,1165500518,5,3,495,518,#N/A
495,8050,8050,510,5,0,541,6550,6550,510,5,1,1180500495,1165500541,5,3,495,541,#N/A
495,8050,8050,510,5,0,547,6550,6550,510,5,1,1180500495,1165500547,5,3,495,547,#N/A
495,8050,8050,510,5,0,278,7205,7200,505,5,1,1180500495,1172050278,5,3,495,278,#N/A
496,8050,8050,510,5,0,527,6550,6550,510,5,1,1180500496,1165500527,5,3,496,527,#N/A
496,8050,8050,510,5,0,528,6550,6550,510,5,1,1180500496,1165500528,5,3,496,528,#N/A
496,8050,8050,510,5,0,537,6550,6550,510,5,1,1180500496,1165500537,5,3,496,537,#N/A
2380,8250,8250,555,5,0,277,7205,7200,505,5,1,1182502380,1172050277,5,3,#N/A,277,#N/A
2397,8250,8250,555,5,0,527,6550,6550,510,5,1,1182502397,1165500527,5,3,#N/A,527,#N/A
2402,8250,8250,555,5,0,278,7205,7200,505,5,1,1182502402,1172050278,5,3,#N/A,278,#N/A
3771,8350,8350,1510,15,0,550,6550,6550,510,5,1,1183503771,1165500550,5,3,#N/A,550,#N/A
3536,8451,8450,1505,15,0,520,6550,6550,510,5,1,1184513536,1165500520,5,3,#N/A,520,#N/A
3540,8451,8450,1505,15,0,543,6550,6550,510,5,1,1184513540,1165500543,5,3,#N/A,543,#N/A
3542,8451,8450,1505,15,0,528,6550,6550,510,5,1,1184513542,1165500528,5,1,#N/A,528,#N/A
3542,8451,8450,1505,15,0,546,6550,6550,510,5,1,1184513542,1165500546,5,1,#N/A,546,#N/A
3542,8451,8450,1505,15,0,550,6550,6550,510,5,1,1184513542,1165500550,5,1,#N/A,550,#N/A
3552,8451,8450,1505,15,0,284,7205,7200,505,5,1,1184513552,1172050284,5,3,#N/A,284,#N/A
3586,8454,8450,1505,15,0,555,6550,6550,510,5,1,1184543586,1165500555,5,3,#N/A,555,#N/A
3588,8454,8450,1505,15,0,556,6550,6550,510,5,1,1184543588,1165500556,5,3,#N/A,556,#N/A
3614,8454,8450,1505,15,0,556,6550,6550,510,5,1,1184543614,1165500556,5,3,#N/A,556,#N/A
3616,8454,8450,1505,15,0,555,6550,6550,510,5,1,1184543616,1165500555,5,3,#N/A,555,#N/A
3617,8454,8450,1505,15,0,555,6550,6550,510,5,1,1184543617,1165500555,5,3,#N/A,555,#N/A
3621,8454,8450,1505,15,0,556,6550,6550,510,5,1,1184543621,1165500556,5,3,#N/A,556,#N/A
