O_Tz06,O_Sla06,O_Lga06,O_Ssd06,O_Sd06,O_State,D_Tz06,D_Sla06,D_Lga06,D_Ssd06,D_Sd06,D_Area,O_Zone06_abs,Dzn06_abs,Mode9,Freq,source not in tz,destination in tz,
753,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520753,1165500527,4,3,#N/A,527,#N/A
753,7152,7150,515,5,0,540,6550,6550,510,5,1,1171520753,1165500540,4,1,#N/A,540,#N/A
753,7152,7150,515,5,0,546,6550,6550,510,5,1,1171520753,1165500546,4,1,#N/A,546,#N/A
753,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520753,1165500548,4,3,#N/A,548,#N/A
753,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520753,1165500549,4,5,#N/A,549,#N/A
753,7152,7150,515,5,0,550,6550,6550,510,5,1,1171520753,1165500550,4,1,#N/A,550,#N/A
753,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520753,1165500553,4,3,#N/A,553,#N/A
753,7152,7150,515,5,0,558,6550,6550,510,5,1,1171520753,1165500558,4,3,#N/A,558,#N/A
753,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520753,1172050287,4,3,#N/A,287,#N/A
753,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520753,1172050292,4,4,#N/A,292,#N/A
753,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520753,1172050294,4,3,#N/A,294,#N/A
754,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520754,1165500510,4,3,#N/A,510,#N/A
754,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520754,1165500520,4,3,#N/A,520,#N/A
754,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520754,1165500537,4,3,#N/A,537,#N/A
754,7152,7150,515,5,0,550,6550,6550,510,5,1,1171520754,1165500550,4,3,#N/A,550,#N/A
754,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520754,1165500553,4,4,#N/A,553,#N/A
754,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520754,1172050277,4,4,#N/A,277,#N/A
754,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520754,1172050279,4,3,#N/A,279,#N/A
754,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520754,1172050283,4,3,#N/A,283,#N/A
754,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520754,1172050292,4,3,#N/A,292,#N/A
755,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520755,1165500537,4,3,#N/A,537,#N/A
755,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520755,1172050276,4,4,#N/A,276,#N/A
755,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520755,1172050277,4,1,#N/A,277,#N/A
755,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520755,1172050283,4,3,#N/A,283,#N/A
755,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520755,1172050287,4,1,#N/A,287,#N/A
756,7152,7150,515,5,0,507,6550,6550,510,5,1,1171520756,1165500507,4,4,#N/A,507,#N/A
756,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520756,1165500510,4,1,#N/A,510,#N/A
756,7152,7150,515,5,0,513,6550,6550,510,5,1,1171520756,1165500513,4,1,#N/A,513,#N/A
756,7152,7150,515,5,0,518,6550,6550,510,5,1,1171520756,1165500518,4,1,#N/A,518,#N/A
756,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520756,1165500520,4,5,#N/A,520,#N/A
756,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520756,1165500521,4,1,#N/A,521,#N/A
756,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520756,1165500527,4,4,#N/A,527,#N/A
756,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520756,1165500537,4,3,#N/A,537,#N/A
756,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520756,1165500549,4,5,#N/A,549,#N/A
756,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520756,1165500553,4,5,#N/A,553,#N/A
756,7152,7150,515,5,0,558,6550,6550,510,5,1,1171520756,1165500558,4,3,#N/A,558,#N/A
756,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520756,1172050278,4,3,#N/A,278,#N/A
756,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520756,1172050279,4,3,#N/A,279,#N/A
756,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520756,1172050285,4,4,#N/A,285,#N/A
756,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520756,1172050292,4,4,#N/A,292,#N/A
757,7152,7150,515,5,0,511,6550,6550,510,5,1,1171520757,1165500511,4,4,#N/A,511,#N/A
757,7152,7150,515,5,0,512,6550,6550,510,5,1,1171520757,1165500512,4,3,#N/A,512,#N/A
757,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520757,1165500520,4,3,#N/A,520,#N/A
757,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520757,1165500527,4,3,#N/A,527,#N/A
757,7152,7150,515,5,0,530,6550,6550,510,5,1,1171520757,1165500530,4,3,#N/A,530,#N/A
757,7152,7150,515,5,0,540,6550,6550,510,5,1,1171520757,1165500540,4,4,#N/A,540,#N/A
757,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520757,1165500549,4,4,#N/A,549,#N/A
757,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520757,1165500553,4,8,#N/A,553,#N/A
757,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520757,1165500556,4,4,#N/A,556,#N/A
757,7152,7150,515,5,0,558,6550,6550,510,5,1,1171520757,1165500558,4,4,#N/A,558,#N/A
757,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520757,1172050277,4,4,#N/A,277,#N/A
757,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520757,1172050287,4,5,#N/A,287,#N/A
757,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520757,1172050292,4,4,#N/A,292,#N/A
758,7152,7150,515,5,0,512,6550,6550,510,5,1,1171520758,1165500512,4,1,#N/A,512,#N/A
758,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520758,1165500520,4,5,#N/A,520,#N/A
758,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520758,1165500527,4,1,#N/A,527,#N/A
758,7152,7150,515,5,0,536,6550,6550,510,5,1,1171520758,1165500536,4,3,#N/A,536,#N/A
758,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520758,1165500537,4,3,#N/A,537,#N/A
758,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520758,1165500549,4,3,#N/A,549,#N/A
758,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520758,1165500556,4,3,#N/A,556,#N/A
758,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520758,1172050277,4,4,#N/A,277,#N/A
758,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520758,1172050283,4,1,#N/A,283,#N/A
758,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520758,1172050285,4,3,#N/A,285,#N/A
758,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520758,1172050287,4,4,#N/A,287,#N/A
758,7152,7150,515,5,0,288,7205,7200,505,5,1,1171520758,1172050288,4,5,#N/A,288,#N/A
758,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520758,1172050292,4,3,#N/A,292,#N/A
758,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520758,1172050294,4,4,#N/A,294,#N/A
759,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520759,1165500527,4,3,#N/A,527,#N/A
759,7152,7150,515,5,0,529,6550,6550,510,5,1,1171520759,1165500529,4,3,#N/A,529,#N/A
759,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520759,1165500556,4,3,#N/A,556,#N/A
759,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520759,1172050279,4,3,#N/A,279,#N/A
759,7152,7150,515,5,0,288,7205,7200,505,5,1,1171520759,1172050288,4,4,#N/A,288,#N/A
759,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520759,1172050292,4,3,#N/A,292,#N/A
760,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520760,1165500510,4,3,#N/A,510,#N/A
760,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520760,1165500521,4,3,#N/A,521,#N/A
760,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520760,1165500527,4,5,#N/A,527,#N/A
760,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520760,1165500537,4,4,#N/A,537,#N/A
760,7152,7150,515,5,0,543,6550,6550,510,5,1,1171520760,1165500543,4,3,#N/A,543,#N/A
760,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520760,1165500549,4,4,#N/A,549,#N/A
760,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520760,1165500553,4,3,#N/A,553,#N/A
760,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520760,1172050277,4,6,#N/A,277,#N/A
760,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520760,1172050278,4,3,#N/A,278,#N/A
760,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520760,1172050284,4,4,#N/A,284,#N/A
760,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520760,1172050285,4,8,#N/A,285,#N/A
760,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520760,1172050287,4,7,#N/A,287,#N/A
760,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520760,1172050292,4,1,#N/A,292,#N/A
760,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520760,1172050294,4,5,#N/A,294,#N/A
761,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520761,1165500510,4,3,#N/A,510,#N/A
761,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520761,1165500515,4,1,#N/A,515,#N/A
761,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520761,1165500520,4,4,#N/A,520,#N/A
761,7152,7150,515,5,0,525,6550,6550,510,5,1,1171520761,1165500525,4,3,#N/A,525,#N/A
761,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520761,1165500527,4,5,#N/A,527,#N/A
761,7152,7150,515,5,0,533,6550,6550,510,5,1,1171520761,1165500533,4,3,#N/A,533,#N/A
761,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520761,1165500549,4,3,#N/A,549,#N/A
761,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520761,1165500556,4,3,#N/A,556,#N/A
761,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520761,1172050277,4,3,#N/A,277,#N/A
761,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520761,1172050279,4,3,#N/A,279,#N/A
761,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520761,1172050283,4,3,#N/A,283,#N/A
761,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520761,1172050285,4,3,#N/A,285,#N/A
761,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520761,1172050287,4,3,#N/A,287,#N/A
762,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520762,1165500527,4,4,#N/A,527,#N/A
762,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520762,1172050279,4,3,#N/A,279,#N/A
762,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520762,1172050284,4,3,#N/A,284,#N/A
762,7152,7150,515,5,0,288,7205,7200,505,5,1,1171520762,1172050288,4,4,#N/A,288,#N/A
762,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520762,1172050292,4,9,#N/A,292,#N/A
763,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520763,1165500510,4,3,#N/A,510,#N/A
763,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520763,1172050277,4,3,#N/A,277,#N/A
763,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520763,1172050285,4,3,#N/A,285,#N/A
763,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520763,1172050292,4,3,#N/A,292,#N/A
763,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520763,1172050294,4,3,#N/A,294,#N/A
764,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520764,1165500510,4,1,#N/A,510,#N/A
764,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520764,1165500520,4,3,#N/A,520,#N/A
764,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520764,1165500521,4,4,#N/A,521,#N/A
764,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520764,1165500527,4,4,#N/A,527,#N/A
764,7152,7150,515,5,0,528,6550,6550,510,5,1,1171520764,1165500528,4,1,#N/A,528,#N/A
764,7152,7150,515,5,0,530,6550,6550,510,5,1,1171520764,1165500530,4,3,#N/A,530,#N/A
764,7152,7150,515,5,0,532,6550,6550,510,5,1,1171520764,1165500532,4,1,#N/A,532,#N/A
764,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520764,1165500549,4,4,#N/A,549,#N/A
764,7152,7150,515,5,0,550,6550,6550,510,5,1,1171520764,1165500550,4,1,#N/A,550,#N/A
764,7152,7150,515,5,0,551,6550,6550,510,5,1,1171520764,1165500551,4,4,#N/A,551,#N/A
764,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520764,1165500553,4,6,#N/A,553,#N/A
764,7152,7150,515,5,0,554,6550,6550,510,5,1,1171520764,1165500554,4,1,#N/A,554,#N/A
764,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520764,1165500556,4,6,#N/A,556,#N/A
764,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520764,1172050277,4,3,#N/A,277,#N/A
764,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520764,1172050278,4,4,#N/A,278,#N/A
764,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520764,1172050279,4,5,#N/A,279,#N/A
764,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520764,1172050287,4,5,#N/A,287,#N/A
764,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520764,1172050292,4,4,#N/A,292,#N/A
764,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520764,1172050294,4,3,#N/A,294,#N/A
765,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520765,1165500510,4,3,#N/A,510,#N/A
765,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520765,1165500515,4,3,#N/A,515,#N/A
765,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520765,1165500520,4,3,#N/A,520,#N/A
765,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520765,1165500548,4,3,#N/A,548,#N/A
765,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520765,1165500549,4,3,#N/A,549,#N/A
765,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520765,1165500553,4,3,#N/A,553,#N/A
765,7152,7150,515,5,0,555,6550,6550,510,5,1,1171520765,1165500555,4,3,#N/A,555,#N/A
765,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520765,1165500556,4,11,#N/A,556,#N/A
765,7152,7150,515,5,0,270,7205,7200,505,5,1,1171520765,1172050270,4,3,#N/A,270,#N/A
765,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520765,1172050277,4,3,#N/A,277,#N/A
765,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520765,1172050278,4,2,#N/A,278,#N/A
765,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520765,1172050283,4,3,#N/A,283,#N/A
765,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520765,1172050284,4,2,#N/A,284,#N/A
765,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520765,1172050285,4,1,#N/A,285,#N/A
765,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520765,1172050287,4,3,#N/A,287,#N/A
765,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520765,1172050292,4,5,#N/A,292,#N/A
765,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520765,1172050294,4,3,#N/A,294,#N/A
766,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520766,1165500520,4,3,#N/A,520,#N/A
766,7152,7150,515,5,0,546,6550,6550,510,5,1,1171520766,1165500546,4,3,#N/A,546,#N/A
766,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520766,1165500549,4,3,#N/A,549,#N/A
766,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520766,1172050277,4,4,#N/A,277,#N/A
766,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520766,1172050283,4,4,#N/A,283,#N/A
766,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520766,1172050284,4,3,#N/A,284,#N/A
766,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520766,1172050287,4,3,#N/A,287,#N/A
766,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520766,1172050292,4,3,#N/A,292,#N/A
767,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520767,1165500549,4,4,#N/A,549,#N/A
767,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520767,1165500553,4,4,#N/A,553,#N/A
767,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520767,1172050287,4,3,#N/A,287,#N/A
768,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520768,1165500527,4,6,#N/A,527,#N/A
768,7152,7150,515,5,0,270,7205,7200,505,5,1,1171520768,1172050270,4,4,#N/A,270,#N/A
768,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520768,1172050287,4,7,#N/A,287,#N/A
768,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520768,1172050292,4,3,#N/A,292,#N/A
769,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520769,1165500527,4,3,#N/A,527,#N/A
769,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520769,1165500553,4,3,#N/A,553,#N/A
769,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520769,1172050287,4,3,#N/A,287,#N/A
771,7152,7150,515,5,0,512,6550,6550,510,5,1,1171520771,1165500512,4,3,#N/A,512,#N/A
771,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520771,1165500520,4,3,#N/A,520,#N/A
771,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520771,1165500521,4,3,#N/A,521,#N/A
771,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520771,1165500527,4,4,#N/A,527,#N/A
771,7152,7150,515,5,0,532,6550,6550,510,5,1,1171520771,1165500532,4,3,#N/A,532,#N/A
771,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520771,1165500549,4,3,#N/A,549,#N/A
771,7152,7150,515,5,0,551,6550,6550,510,5,1,1171520771,1165500551,4,3,#N/A,551,#N/A
771,7152,7150,515,5,0,555,6550,6550,510,5,1,1171520771,1165500555,4,3,#N/A,555,#N/A
771,7152,7150,515,5,0,558,6550,6550,510,5,1,1171520771,1165500558,4,3,#N/A,558,#N/A
771,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520771,1172050277,4,1,#N/A,277,#N/A
771,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520771,1172050285,4,3,#N/A,285,#N/A
771,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520771,1172050287,4,4,#N/A,287,#N/A
771,7152,7150,515,5,0,288,7205,7200,505,5,1,1171520771,1172050288,4,5,#N/A,288,#N/A
771,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520771,1172050292,4,3,#N/A,292,#N/A
772,7152,7150,515,5,0,526,6550,6550,510,5,1,1171520772,1165500526,4,3,#N/A,526,#N/A
772,7152,7150,515,5,0,533,6550,6550,510,5,1,1171520772,1165500533,4,3,#N/A,533,#N/A
772,7152,7150,515,5,0,534,6550,6550,510,5,1,1171520772,1165500534,4,3,#N/A,534,#N/A
772,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520772,1165500548,4,3,#N/A,548,#N/A
772,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520772,1165500553,4,3,#N/A,553,#N/A
772,7152,7150,515,5,0,555,6550,6550,510,5,1,1171520772,1165500555,4,3,#N/A,555,#N/A
772,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520772,1165500556,4,3,#N/A,556,#N/A
772,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520772,1172050276,4,5,#N/A,276,#N/A
772,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520772,1172050277,4,3,#N/A,277,#N/A
772,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520772,1172050284,4,1,#N/A,284,#N/A
772,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520772,1172050285,4,5,#N/A,285,#N/A
772,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520772,1172050287,4,3,#N/A,287,#N/A
773,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520773,1165500515,4,3,#N/A,515,#N/A
773,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520773,1165500520,4,4,#N/A,520,#N/A
773,7152,7150,515,5,0,526,6550,6550,510,5,1,1171520773,1165500526,4,3,#N/A,526,#N/A
773,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520773,1165500527,4,5,#N/A,527,#N/A
773,7152,7150,515,5,0,532,6550,6550,510,5,1,1171520773,1165500532,4,3,#N/A,532,#N/A
773,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520773,1165500548,4,3,#N/A,548,#N/A
773,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520773,1165500549,4,3,#N/A,549,#N/A
773,7152,7150,515,5,0,555,6550,6550,510,5,1,1171520773,1165500555,4,3,#N/A,555,#N/A
773,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520773,1165500556,4,7,#N/A,556,#N/A
773,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520773,1172050276,4,3,#N/A,276,#N/A
773,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520773,1172050277,4,5,#N/A,277,#N/A
773,7152,7150,515,5,0,279,7205,7200,505,5,1,1171520773,1172050279,4,3,#N/A,279,#N/A
773,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520773,1172050284,4,3,#N/A,284,#N/A
773,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520773,1172050285,4,4,#N/A,285,#N/A
773,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520773,1172050287,4,4,#N/A,287,#N/A
774,7152,7150,515,5,0,512,6550,6550,510,5,1,1171520774,1165500512,4,1,#N/A,512,#N/A
774,7152,7150,515,5,0,514,6550,6550,510,5,1,1171520774,1165500514,4,3,#N/A,514,#N/A
774,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520774,1165500520,4,1,#N/A,520,#N/A
774,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520774,1165500527,4,5,#N/A,527,#N/A
774,7152,7150,515,5,0,528,6550,6550,510,5,1,1171520774,1165500528,4,1,#N/A,528,#N/A
774,7152,7150,515,5,0,540,6550,6550,510,5,1,1171520774,1165500540,4,3,#N/A,540,#N/A
774,7152,7150,515,5,0,542,6550,6550,510,5,1,1171520774,1165500542,4,3,#N/A,542,#N/A
774,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520774,1165500549,4,3,#N/A,549,#N/A
774,7152,7150,515,5,0,555,6550,6550,510,5,1,1171520774,1165500555,4,3,#N/A,555,#N/A
774,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520774,1165500556,4,6,#N/A,556,#N/A
774,7152,7150,515,5,0,270,7205,7200,505,5,1,1171520774,1172050270,4,3,#N/A,270,#N/A
774,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520774,1172050276,4,3,#N/A,276,#N/A
774,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520774,1172050277,4,3,#N/A,277,#N/A
774,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520774,1172050278,4,3,#N/A,278,#N/A
774,7152,7150,515,5,0,283,7205,7200,505,5,1,1171520774,1172050283,4,4,#N/A,283,#N/A
774,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520774,1172050285,4,3,#N/A,285,#N/A
774,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520774,1172050287,4,3,#N/A,287,#N/A
775,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520775,1165500520,4,4,#N/A,520,#N/A
775,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520775,1165500521,4,3,#N/A,521,#N/A
775,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520775,1165500527,4,5,#N/A,527,#N/A
775,7152,7150,515,5,0,529,6550,6550,510,5,1,1171520775,1165500529,4,4,#N/A,529,#N/A
775,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520775,1165500548,4,4,#N/A,548,#N/A
775,7152,7150,515,5,0,550,6550,6550,510,5,1,1171520775,1165500550,4,3,#N/A,550,#N/A
775,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520775,1165500556,4,8,#N/A,556,#N/A
775,7152,7150,515,5,0,276,7205,7200,505,5,1,1171520775,1172050276,4,3,#N/A,276,#N/A
775,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520775,1172050277,4,3,#N/A,277,#N/A
775,7152,7150,515,5,0,278,7205,7200,505,5,1,1171520775,1172050278,4,7,#N/A,278,#N/A
775,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520775,1172050287,4,4,#N/A,287,#N/A
775,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520775,1172050292,4,4,#N/A,292,#N/A
777,7152,7150,515,5,0,553,6550,6550,510,5,1,1171520777,1165500553,4,3,#N/A,553,#N/A
777,7152,7150,515,5,0,556,6550,6550,510,5,1,1171520777,1165500556,4,6,#N/A,556,#N/A
777,7152,7150,515,5,0,277,7205,7200,505,5,1,1171520777,1172050277,4,4,#N/A,277,#N/A
777,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520777,1172050284,4,3,#N/A,284,#N/A
777,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520777,1172050292,4,4,#N/A,292,#N/A
778,7152,7150,515,5,0,510,6550,6550,510,5,1,1171520778,1165500510,4,3,#N/A,510,#N/A
778,7152,7150,515,5,0,527,6550,6550,510,5,1,1171520778,1165500527,4,3,#N/A,527,#N/A
778,7152,7150,515,5,0,528,6550,6550,510,5,1,1171520778,1165500528,4,3,#N/A,528,#N/A
778,7152,7150,515,5,0,548,6550,6550,510,5,1,1171520778,1165500548,4,3,#N/A,548,#N/A
778,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520778,1165500549,4,3,#N/A,549,#N/A
778,7152,7150,515,5,0,558,6550,6550,510,5,1,1171520778,1165500558,4,4,#N/A,558,#N/A
778,7152,7150,515,5,0,284,7205,7200,505,5,1,1171520778,1172050284,4,5,#N/A,284,#N/A
778,7152,7150,515,5,0,285,7205,7200,505,5,1,1171520778,1172050285,4,5,#N/A,285,#N/A
778,7152,7150,515,5,0,287,7205,7200,505,5,1,1171520778,1172050287,4,3,#N/A,287,#N/A
778,7152,7150,515,5,0,292,7205,7200,505,5,1,1171520778,1172050292,4,4,#N/A,292,#N/A
778,7152,7150,515,5,0,294,7205,7200,505,5,1,1171520778,1172050294,4,3,#N/A,294,#N/A
780,7152,7150,515,5,0,514,6550,6550,510,5,1,1171520780,1165500514,4,3,#N/A,514,#N/A
780,7152,7150,515,5,0,515,6550,6550,510,5,1,1171520780,1165500515,4,3,#N/A,515,#N/A
780,7152,7150,515,5,0,520,6550,6550,510,5,1,1171520780,1165500520,4,4,#N/A,520,#N/A
780,7152,7150,515,5,0,521,6550,6550,510,5,1,1171520780,1165500521,4,3,#N/A,521,#N/A
780,7152,7150,515,5,0,536,6550,6550,510,5,1,1171520780,1165500536,4,3,#N/A,536,#N/A
780,7152,7150,515,5,0,537,6550,6550,510,5,1,1171520780,1165500537,4,5,#N/A,537,#N/A
780,7152,7150,515,5,0,549,6550,6550,510,5,1,1171520780,1165500549,4,7,#N/A,549,#N/A
