ID,activity_id,NAME,SUBURB,X,Y,TYPE,hotspotID,near_bus,near_train,note,travel_zone,note_entry
407,86685,Coogee_ Oberon St nr Mount St,None,338341,6244662,Bus station,502,1,1,BUS_STOP,531,0
408,86686,Coogee_ Oberon St nr Mount St,None,338300,6244695,Bus station,502,1,1,BUS_STOP,531,0
409,86691,Kingsford_ Meeks St nr Kennedy St,None,336617,6244965,Bus station,513,1,1,BUS_STOP,526,0
410,86692,Kingsford_ Kennedy St nr Meeks St,None,336643,6244977,Bus station,513,1,1,BUS_STOP,526,0
411,86697,Rosebery_ Gardeners Rd 150m E of Maloney St,None,334415,6244927,Bus station,515,1,1,BUS_STOP,294,0
412,86707,Kingsford_ Anzac Pde nr Strachan St,None,336082,6245121,Bus station,525,1,1,BUS_STOP,525,0
413,86708,Kingsford_ Anzac Pde nr Middle St,None,336090,6245184,Bus station,525,1,1,BUS_STOP,526,0
414,86714,Randwick_ Dudley St nr St Pauls St,None,337952,6245209,Bus station,528,1,1,BUS_STOP,528,0
415,86715,Randwick_ St Pauls St nr Dudley St,None,337909,6245259,Bus station,528,1,1,BUS_STOP,528,0
416,86720,Kingsford_ Kennedy St nr Barker St,None,336682,6245240,Bus station,534,1,1,BUS_STOP,526,0
417,86722,Kensington_ Eastern Av nr Goodrich Av,None,335423,6245255,Bus station,542,1,1,BUS_STOP,525,0
418,86723,Kensington_ Eastern Av nr Goodrich Av,None,335445,6245277,Bus station,542,1,1,BUS_STOP,525,0
419,86724,Kensington_ Eastern Av nr Tressider Av,None,335408,6245081,Bus station,542,1,1,BUS_STOP,525,0
420,86725,Rosebery_ Dalmeny Av nr Harcourt Pde,None,334268,6245106,Bus station,543,1,1,BUS_STOP,294,0
421,86726,Rosebery_ Dalmeny Av nr Harcourt Pde,None,334249,6245222,Bus station,543,1,1,BUS_STOP,294,0
422,86729,Randwick_ Botany St nr Barker St,None,336913,6245255,Bus station,545,1,1,BUS_STOP,527,0
423,86730,Randwick_ Botany St nr Hay St,None,336904,6245318,Bus station,545,1,1,BUS_STOP,527,0
424,86731,Coogee_ Carr St nr Havelock Av,None,338415,6245110,Bus station,547,1,1,BUS_STOP,529,0
425,86732,Coogee_ Carr St nr Mount St,None,338398,6245093,Bus station,547,1,1,BUS_STOP,529,0
426,86733,Coogee_ Carr St nr Byron St,None,338275,6245132,Bus station,547,1,1,BUS_STOP,529,0
427,86734,Coogee_ Carr St nr Byron St,None,338262,6245117,Bus station,547,1,1,BUS_STOP,529,0
428,86735,Coogee_ Carr St nr Carrington Rd,None,338073,6245163,Bus station,547,1,1,BUS_STOP,529,0
429,86736,Coogee_ Carr St nr Dudley St,None,338051,6245148,Bus station,547,1,1,BUS_STOP,529,0
430,86737,Coogee_ Byron St nr Coogee Bay Rd,None,338265,6245313,Bus station,547,1,1,BUS_STOP,529,0
431,86738,Coogee_ Coogee Bay Rd nr Byron St,None,338215,6245345,Bus station,547,1,1,BUS_STOP,529,0
432,86739,Coogee_ Coogee Bay Rd nr Melody St,None,338172,6245371,Bus station,547,1,1,BUS_STOP,522,0
433,86740,Randwick_ Carrington Rd nr Queen St,None,338065,6245423,Bus station,547,1,1,BUS_STOP,522,0
434,86741,Coogee_ Carrington Rd nr Coogee Bay Rd,None,338079,6245403,Bus station,547,1,1,BUS_STOP,522,0
435,86742,Coogee_ Arden St nr Carr St,None,338811,6245013,Bus station,553,1,1,BUS_STOP,531,0
436,86743,Coogee_ Arden St nr Carr St,None,338837,6245053,Bus station,553,1,1,BUS_STOP,529,0
437,86744,Coogee_ Arden St nr Coogee Bay Rd,None,338842,6245221,Bus station,553,1,1,BUS_STOP,529,0
438,86745,Coogee_ Coogee Bay Rd nr St Brigids,None,338495,6245320,Bus station,553,1,1,BUS_STOP,529,0
439,86746,Coogee_ Arden St nr Coogee Beach,None,338874,6245296,Bus station,553,1,1,BUS_STOP,529,0
440,86747,Coogee_ Arden St nr Coogee Bay Rd,None,338872,6245285,Bus station,553,1,1,BUS_STOP,529,0
441,86748,Randwick_ Coogee Bay Rd nr Dudley St,None,337895,6245407,Bus station,554,1,1,BUS_STOP,522,0
442,86750,Rosebery_ Rothschild Av nr Hayes St,None,333932,6245397,Bus station,557,1,1,BUS_STOP,294,0
443,86751,Rosebery_ Rothschild Av nr Hayes St,None,333979,6245496,Bus station,557,1,1,BUS_STOP,294,0
444,86756,Kingsford_ Anzac Pde nr Barker St,None,336046,6245337,Bus station,562,1,1,BUS_STOP,525,0
445,86757,Kensington_ Anzac Pde nr Barker St,None,336056,6245396,Bus station,562,1,1,BUS_STOP,520,0
446,86758,Randwick_ Avoca St nr Randwick Girls High,None,337305,6245027,Bus station,565,1,1,BUS_STOP,528,0
447,86759,Randwick_ Avoca St nr Randwick Girls High,None,337306,6245046,Bus station,565,1,1,BUS_STOP,528,0
448,86760,Randwick_ Avoca St nr Randwick Girls High,None,337309,6245068,Bus station,565,1,1,BUS_STOP,528,0
449,86761,Randwick_ Avoca St nr Randwick Girls High,None,337311,6245083,Bus station,565,1,1,BUS_STOP,528,0
450,86762,Randwick_ Avoca St nr Barker St,None,337335,6245125,Bus station,565,1,1,BUS_STOP,528,0
451,86763,Randwick_ Avoca St nr Randwick Girls High,None,337314,6245105,Bus station,565,1,1,BUS_STOP,528,0
452,86764,Randwick_ Avoca St nr Randwick Girls High,None,337316,6245120,Bus station,565,1,1,BUS_STOP,528,0
453,86765,Randwick_ Barker St nr Prince of Wales Hospital,None,337132,6245206,Bus station,565,1,1,BUS_STOP,527,0
454,86766,Randwick_ Barker St nr Young St,None,337116,6245189,Bus station,565,1,1,BUS_STOP,527,0
455,86767,Coogee_ Brook St nr Dolphin St,None,338657,6245447,Bus station,566,1,1,BUS_STOP,529,0
456,86774,Randwick_ Coogee Bay Rd nr St Lukes St,None,337840,6245450,Bus station,572,1,1,BUS_STOP,522,0
457,86775,Coogee_ Arden St nr Dolphin St,None,338878,6245430,Bus station,574,1,1,BUS_STOP,529,0
458,86776,Coogee_ Arden St nr Dolphin St,None,338907,6245499,Bus station,574,1,1,BUS_STOP,523,0
459,86777,Coogee_ Bream St nr Brook St,None,338655,6245605,Bus station,578,1,1,BUS_STOP,523,0
460,86778,Coogee_ Bream St nr Brook St,None,338650,6245590,Bus station,578,1,1,BUS_STOP,523,0
461,86779,Coogee_ Bream St nr Mount St,None,338479,6245616,Bus station,578,1,1,BUS_STOP,523,0
462,86780,Kensington_ Eastern Av nr Day Av,None,335479,6245593,Bus station,579,1,1,BUS_STOP,519,0
463,86781,Kensington_ Day Av nr Eastern Av,None,335509,6245598,Bus station,579,1,1,BUS_STOP,519,0
464,86782,Kensington_ Day Av nr Anzac Pde,None,335983,6245528,Bus station,583,1,1,BUS_STOP,520,0
465,86783,Kensington_ Anzac Pde Stand B opp UNSW,None,335989,6245658,Bus station,583,1,1,BUS_STOP,520,0
466,86784,Kensington_ Day Av nr Anzac Pde,None,336004,6245545,Bus station,583,1,1,BUS_STOP,520,0
467,86785,Kensington_ Anzac Pde Stand D at UNSW,None,336025,6245579,Bus station,583,1,1,BUS_STOP,520,0
468,86786,Kensington_ Anzac Pde Stand C opp UNSW,None,335997,6245618,Bus station,583,1,1,BUS_STOP,520,0
469,86787,Rosebery_ Dalmeny Av nr Morley Av,None,334309,6245517,Bus station,584,1,1,BUS_STOP,294,0
470,86788,Rosebery_ Dalmeny Av nr Rippon Way,None,334327,6245505,Bus station,584,1,1,BUS_STOP,294,0
471,86789,Rosebery_ Rothschild Av nr Morley Av,None,333999,6245647,Bus station,584,1,1,BUS_STOP,294,0
472,86790,Rosebery_ Dalmeny Av nr Kimberley Gr,None,334354,6245676,Bus station,584,1,1,BUS_STOP,294,0
473,86791,Rosebery_ Kimberley Gr nr Dalmeny Av,None,334321,6245726,Bus station,584,1,1,BUS_STOP,292,0
474,86792,Rosebery_ Rothschild Av nr Morley Av,None,334027,6245684,Bus station,584,1,1,BUS_STOP,294,0
475,86793,Coogee_ Arden St nr Alison Rd,None,338963,6245840,Bus station,587,1,1,BUS_STOP,523,0
476,86794,Coogee_ Bream St nr Carrington Rd,None,338141,6245671,Bus station,588,1,1,BUS_STOP,522,0
477,86795,Randwick_ Carrington Rd nr Coogee St,None,338108,6245695,Bus station,588,1,1,BUS_STOP,523,0
478,86796,Coogee_ Carrington Rd nr Bream St,None,338129,6245709,Bus station,588,1,1,BUS_STOP,523,0
479,86797,Randwick_ Carrington Rd nr Alison Rd,None,338144,6245912,Bus station,588,1,1,BUS_STOP,523,0
480,86798,Randwick_ Alison Rd nr Carrington Rd,None,338124,6245958,Bus station,588,1,1,BUS_STOP,516,0
481,86799,Coogee_ Carrington Rd nr Alison Rd,None,338173,6245976,Bus station,588,1,1,BUS_STOP,517,0
482,86801,Randwick_ High St nr Wansey Rd,None,336716,6245767,Bus station,591,1,1,BUS_STOP,520,0
483,86802,Coogee_ Bream St nr Mount St,None,338495,6245632,Bus station,599,1,1,BUS_STOP,523,0
484,86803,Randwick_ Botany St nr High St,None,336964,6245672,Bus station,603,1,1,BUS_STOP,527,0
485,86804,Randwick_ Botany St nr High St,None,336982,6245661,Bus station,603,1,1,BUS_STOP,527,0
486,86805,Randwick_ High St nr Gate 9 UNSW,None,336854,6245706,Bus station,603,1,1,BUS_STOP,520,0
487,86806,Randwick_ High St nr Gate 9 UNSW,None,336875,6245701,Bus station,603,1,1,BUS_STOP,521,0
488,86807,Randwick_ High St nr Botany St,None,336944,6245713,Bus station,603,1,1,BUS_STOP,521,0
489,86808,St Peters_ Canal Rd nr Princes Hwy,None,331335,6245636,Bus station,610,1,1,BUS_STOP,-1,-1
490,86810,Randwick_ High St nr Gate 2 UNSW,None,336178,6245846,Bus station,615,1,1,BUS_STOP,520,0
491,86811,Rosebery_ Queen St nr Rothschild Av,None,334035,6245851,Bus station,617,1,1,BUS_STOP,288,0
492,86812,Rosebery_ Rothschild Av nr Cressy St,None,334094,6246000,Bus station,617,1,1,BUS_STOP,292,0
493,86813,Rosebery_ Rothschild Av nr Crewe Pl,None,334096,6245942,Bus station,617,1,1,BUS_STOP,292,0
494,86814,Kensington_ High St nr Anzac Pde,None,336031,6245849,Bus station,619,1,1,BUS_STOP,520,0
495,86815,Kensington_ Day Av nr Mooramie Av,None,335737,6245582,Bus station,619,1,1,BUS_STOP,519,0
496,86816,Kensington_ Day Av nr Mooramie Av,None,335730,6245565,Bus station,619,1,1,BUS_STOP,519,0
497,86817,Kensington_ Anzac Pde Stand A opp UNSW,None,335969,6245742,Bus station,619,1,1,BUS_STOP,520,0
498,86820,Clovelly_ Clovelly Rd Terminus,None,339771,6245964,Bus station,627,1,1,BUS_STOP,518,0
499,86821,Coogee_ Arden St nr Alison Rd,None,338957,6245944,Bus station,636,1,1,BUS_STOP,523,0
500,86822,Clovelly_ Eastbourne Av nr Burrows Park,None,339964,6246050,Bus station,638,1,1,BUS_STOP,518,0
501,86830,Rosebery_ Queen St nr Princess Av,None,333785,6245891,Bus station,644,1,1,BUS_STOP,288,0
502,86832,Beaconsfield_ Botany Rd nr Collins St,None,333715,6246035,Bus station,644,1,1,BUS_STOP,288,0
503,86833,Rosebery_ Botany Rd opp Collins St,None,333730,6246032,Bus station,644,1,1,BUS_STOP,288,0
504,86834,Beaconsfield_ Collins St nr Botany Rd,None,333704,6246068,Bus station,644,1,1,BUS_STOP,287,0
505,86835,Clovelly_ Clovelly Rd nr Walker St,None,339653,6246040,Bus station,646,1,1,BUS_STOP,518,0
506,86836,Clovelly_ Clovelly Rd Terminus,None,339693,6246033,Bus station,646,1,1,BUS_STOP,518,0
507,86837,Clovelly_ Clovelly Rd nr Mundarrah St,None,339348,6246167,Bus station,648,1,1,BUS_STOP,518,0
508,86838,Clovelly_ Clovelly Rd nr Keith St,None,339446,6246169,Bus station,648,1,1,BUS_STOP,518,0
509,86839,Clovelly_ Clovelly Rd nr Keith St,None,339435,6246155,Bus station,648,1,1,BUS_STOP,518,0
510,86840,Clovelly_ Clovelly Rd nr Mundarrah St,None,339306,6246180,Bus station,648,1,1,BUS_STOP,518,0
511,86841,Clovelly_ Keith St nr Clovelly Rd,None,339467,6246170,Bus station,648,1,1,BUS_STOP,518,0
512,86842,Clovelly_ Keith St nr Boundary St,None,339495,6246439,Bus station,648,1,1,BUS_STOP,518,0
513,86843,Zetland_ Epsom Rd nr Link Rd,None,334673,6246161,Bus station,651,1,1,BUS_STOP,285,0
514,86844,Rosebery_ Epsom Rd opp Link Rd,None,334700,6246139,Bus station,651,1,1,BUS_STOP,285,0
515,86845,Zetland_ Epsom Rd nr Dalmeny Av,None,334556,6246180,Bus station,651,1,1,BUS_STOP,285,0
516,86846,Rosebery_ Rosebery Av nr Epsom Rd,None,334344,6246076,Bus station,651,1,1,BUS_STOP,285,0
517,86847,Rosebery_ Rosebery Av nr Crewe Pl,None,334356,6246043,Bus station,651,1,1,BUS_STOP,285,0
518,86848,Rosebery_ Epsom Rd nr Rosebery Av,None,334481,6246183,Bus station,651,1,1,BUS_STOP,285,0
519,86849,Randwick_ Alison Rd opp Glen Av,None,338021,6245967,Bus station,652,1,1,BUS_STOP,516,0
520,86850,Randwick_ Alison Rd opp Farnham Av,None,337973,6246016,Bus station,652,1,1,BUS_STOP,516,0
521,86851,Randwick_ Alison Rd nr Dutruc St,None,337791,6246060,Bus station,652,1,1,BUS_STOP,515,0
522,86852,Randwick_ Alison Rd opp Dutruc St,None,337789,6246038,Bus station,652,1,1,BUS_STOP,515,0
523,86858,Kensington_ Anzac Pde opp High St,None,335924,6245959,Bus station,656,1,1,BUS_STOP,519,0
524,86859,Kensington_ Anzac Pde nr Doncaster Av,None,335862,6246087,Bus station,656,1,1,BUS_STOP,509,0
525,86860,Kensington_ Anzac Pde nr Addison St,None,335757,6246167,Bus station,656,1,1,BUS_STOP,519,0
526,86861,Kensington_ Kensington Rd nr Roma Av,None,335496,6246092,Bus station,657,1,1,BUS_STOP,519,0
527,86862,Kensington_ Kensington Rd nr O.L.S.H.,None,335504,6246155,Bus station,657,1,1,BUS_STOP,519,0
528,86863,Kensington_ Kensington Rd nr O.L.S.H.,None,335503,6246137,Bus station,657,1,1,BUS_STOP,519,0
529,86864,Clovelly_ Clovelly Rd nr Beach St,None,339151,6246185,Bus station,661,1,1,BUS_STOP,518,0
530,86865,Clovelly_ Clovelly Rd nr Beach St,None,339118,6246208,Bus station,661,1,1,BUS_STOP,518,0
531,86866,Clovelly_ Clovelly Rd nr Arden St,None,339049,6246200,Bus station,661,1,1,BUS_STOP,518,0
532,86867,Randwick_ Cook St nr Francis St,None,337221,6246381,Bus station,666,1,1,BUS_STOP,511,0
533,86868,Randwick_ Cook St nr Francis St,None,337240,6246373,Bus station,666,1,1,BUS_STOP,511,0
534,86869,Kensington_ Anzac Pde nr Darling St,None,335756,6246230,Bus station,669,1,1,BUS_STOP,509,0
535,86870,Rosebery_ Rothschild Av opp Cressy Rd,None,334154,6246165,Bus station,670,1,1,BUS_STOP,285,0
536,86871,Zetland_ Epsom Rd opp Dunning Av,None,334007,6246329,Bus station,670,1,1,BUS_STOP,284,0
537,86872,Rosebery_ Epsom Rd nr Dunning Av,None,333999,6246312,Bus station,670,1,1,BUS_STOP,284,0
538,86873,Randwick_ Carrington Rd nr Glebe St,None,338165,6246221,Bus station,672,1,1,BUS_STOP,517,0
539,86878,Clovelly_ Clovelly Rd nr Knox St,None,338770,6246267,Bus station,674,1,1,BUS_STOP,513,0
540,86879,Clovelly_ Clovelly Rd nr Dans Av,None,338808,6246241,Bus station,674,1,1,BUS_STOP,513,0
541,86880,Randwick_ Clovelly Rd nr Fern St,None,338584,6246297,Bus station,681,1,1,BUS_STOP,513,0
542,86881,Randwick_ Fern St nr Clovelly Rd,None,338600,6246318,Bus station,681,1,1,BUS_STOP,513,0
543,86882,Clovelly_ Fern St nr Clovelly Rd,None,338614,6246301,Bus station,681,1,1,BUS_STOP,513,0
544,86883,Clovelly_ Clovelly Rd nr Mount St,None,338634,6246267,Bus station,681,1,1,BUS_STOP,513,0
545,86884,Rosebery_ Rothschild Av nr Epsom Rd,None,334157,6246241,Bus station,682,1,1,BUS_STOP,285,0
546,86885,Beaconsfield_ Botany Rd opp Epsom Rd,None,333794,6246327,Bus station,683,1,1,BUS_STOP,288,0
547,86886,Zetland_ Botany Rd nr Epsom Rd,None,333823,6246386,Bus station,683,1,1,BUS_STOP,284,0
548,86887,Alexandria_ Botany Rd nr Johnson St,None,333836,6246568,Bus station,683,1,1,BUS_STOP,284,0
549,86888,Zetland_ Botany Rd nr Hansard St,None,333860,6246510,Bus station,683,1,1,BUS_STOP,284,0
550,86889,Clovelly_ Clovelly Rd nr Arden St,None,338978,6246233,Bus station,688,1,1,BUS_STOP,513,0
551,86890,Clovelly_ Arden St nr Clovelly Rd,None,339028,6246242,Bus station,688,1,1,BUS_STOP,518,0
552,86891,Randwick_ Carrington Rd opp Glebe St,None,338207,6246251,Bus station,690,1,1,BUS_STOP,517,0
553,86892,Randwick_ Clovelly Rd opp Searle St,None,338159,6246467,Bus station,690,1,1,BUS_STOP,516,0
554,86893,Randwick_ Clovelly Rd nr Carrington Rd,None,338371,6246428,Bus station,691,1,1,BUS_STOP,513,0
555,86894,Randwick_ Clovelly Rd nr Carrington Rd,None,338331,6246460,Bus station,691,1,1,BUS_STOP,516,0
556,86895,Randwick_ Carrington Rd nr Clovelly Rd,None,338350,6246477,Bus station,691,1,1,BUS_STOP,513,0
557,86896,Randwick_ Carrington Rd nr Clovelly Rd,None,338366,6246474,Bus station,691,1,1,BUS_STOP,513,0
558,86897,Kensington_ Todman Av nr Balfour St,None,335439,6246431,Bus station,695,1,1,BUS_STOP,508,0
559,86898,Kensington_ Todman Av nr Balfour St,None,335453,6246452,Bus station,695,1,1,BUS_STOP,508,0
560,86899,Kensington_ Todman Av nr Anzac Pde,None,335690,6246392,Bus station,697,1,1,BUS_STOP,509,0
561,86900,Kensington_ Anzac Pde nr Todman Av,None,335729,6246448,Bus station,697,1,1,BUS_STOP,509,0
562,86901,Kensington_ Anzac Pde nr Todman Av,None,335764,6246441,Bus station,697,1,1,BUS_STOP,509,0
563,86902,Alexandria_ Bourke Rd nr Collins St,None,333196,6246332,Bus station,703,1,1,BUS_STOP,287,0
564,86903,Alexandria_ Huntley St nr Bourke Rd,None,333069,6246284,Bus station,703,1,1,BUS_STOP,283,0
565,86904,Alexandria_ Huntley St nr Bourke Rd,None,333119,6246272,Bus station,703,1,1,BUS_STOP,283,0
566,86905,Randwick_ Canberra St nr Perouse Rd,None,337685,6244899,Bus station,707,1,1,BUS_STOP,528,0
567,86906,Randwick_ Canberra St nr Howard St,None,337665,6244945,Bus station,707,1,1,BUS_STOP,528,0
568,86907,Randwick_ Perouse Rd nr St Paul St,None,337562,6245316,Bus station,707,1,1,BUS_STOP,528,0
569,86908,Randwick_ Perouse Rd nr Soudan St,None,337528,6245375,Bus station,707,1,1,BUS_STOP,528,0
570,86909,Randwick_ Perouse Rd nr Coogee Bay Rd,None,337529,6245461,Bus station,707,1,1,BUS_STOP,521,0
571,86910,Randwick_ Perouse Rd nr Cuthill St,None,337496,6245509,Bus station,707,1,1,BUS_STOP,521,0
572,86911,Randwick_ Coogee Bay Rd nr Perouse Rd,None,337534,6245513,Bus station,707,1,1,BUS_STOP,521,0
573,86912,Randwick_ Belmore Rd nr Arthur St,None,337340,6245806,Bus station,707,1,1,BUS_STOP,521,0
574,86913,Randwick_ Belmore Rd nr Alison Rd,None,337238,6246083,Bus station,707,1,1,BUS_STOP,515,0
575,86914,Randwick_ Perouse Rd nr Aeolia St,None,337535,6245426,Bus station,707,1,1,BUS_STOP,521,0
576,86915,Randwick_ Coogee Bay Rd nr Perouse Rd,None,337541,6245536,Bus station,707,1,1,BUS_STOP,521,0
577,86916,Randwick_ High St nr Prince of Wales Hospital,None,337189,6245656,Bus station,707,1,1,BUS_STOP,521,0
578,86917,Randwick_ High St nr Clara St,None,337218,6245673,Bus station,707,1,1,BUS_STOP,521,0
579,86918,Randwick_ Sacred Heart Primary School,None,337437,6245743,Bus station,707,1,1,BUS_STOP,521,0
580,86919,Randwick_ Avoca St nr Short St,None,337416,6245755,Bus station,707,1,1,BUS_STOP,521,0
581,86920,Randwick_ Belmore Rd nr Avoca St,None,337395,6245705,Bus station,707,1,1,BUS_STOP,521,0
582,86921,Randwick_ Belmore Rd opp Arthur St,None,337341,6245860,Bus station,707,1,1,BUS_STOP,521,0
583,86922,Randwick_ Avoca St opp Albert St,None,337447,6245953,Bus station,707,1,1,BUS_STOP,521,0
584,86923,Randwick_ Belmore Rd opp Silver St,None,337275,6246040,Bus station,707,1,1,BUS_STOP,521,0
585,86924,Randwick_ Avoca St nr Albert St,None,337476,6246010,Bus station,707,1,1,BUS_STOP,515,0
586,86925,Randwick_ Alison Rd opp Lingard St,None,337503,6246064,Bus station,707,1,1,BUS_STOP,515,0
587,86926,Randwick_ Alison Rd nr Avoca St,None,337439,6246075,Bus station,707,1,1,BUS_STOP,521,0
588,86927,Randwick_ Alison Rd nr Avoca St,None,337451,6246095,Bus station,707,1,1,BUS_STOP,515,0
589,86928,Randwick_ Alison Rd nr Marcellin College,None,337377,6246085,Bus station,707,1,1,BUS_STOP,515,0
590,86929,Randwick_ Alison Rd nr Belmore Rd,None,337296,6246101,Bus station,707,1,1,BUS_STOP,515,0
591,86930,Randwick_ Alison Rd opp Abbey St,None,337284,6246104,Bus station,707,1,1,BUS_STOP,515,0
592,86931,Randwick_ Alison Rd nr Belmore Rd,None,337306,6246118,Bus station,707,1,1,BUS_STOP,515,0
593,86932,Randwick_ Avoca St nr Eulalie Av,None,337594,6246262,Bus station,707,1,1,BUS_STOP,515,0
594,86933,Randwick_ Avoca St nr Frances St,None,337567,6246260,Bus station,707,1,1,BUS_STOP,515,0
595,86934,Randwick_ Avoca St nr Frenchmans Rd,None,337635,6246465,Bus station,707,1,1,BUS_STOP,516,0
596,86935,Kensington_ Lenthall St nr Mc Dougall St,None,335136,6246306,Bus station,709,1,1,BUS_STOP,508,0
597,86936,Kensington_ Lenthall St nr Milroy Av,None,335285,6246395,Bus station,709,1,1,BUS_STOP,508,0
598,86937,Alexandria_ Maddox St nr Bourke Rd,None,333244,6246439,Bus station,710,1,1,BUS_STOP,283,0
599,86938,Alexandria_ Maddox St nr Basketball Stadium,None,333256,6246467,Bus station,710,1,1,BUS_STOP,283,0
600,86939,Kensington_ Lenthall St nr Virginia St,None,335014,6246208,Bus station,714,1,1,BUS_STOP,508,0
601,86940,Randwick_ Fern St nr Greville St,None,338623,6246476,Bus station,715,1,1,BUS_STOP,513,0
602,86941,Clovelly_ Fern St nr Greville St,None,338639,6246452,Bus station,715,1,1,BUS_STOP,513,0
603,86942,Randwick_ Fern St nr Douglas St,None,338652,6246637,Bus station,715,1,1,BUS_STOP,513,0
604,86943,Zetland_ Joynton Av nr South Sydney Hospital,None,334212,6246524,Bus station,718,1,1,BUS_STOP,285,0
605,86944,Zetland_ Joynton Av opp South Sydney Hospital,None,334183,6246408,Bus station,718,1,1,BUS_STOP,285,0
606,86945,Randwick_ Cowper St nr Church St,None,337181,6246517,Bus station,726,1,1,BUS_STOP,510,0
607,86946,Randwick_ Cowper St nr Prince St,None,336946,6246569,Bus station,726,1,1,BUS_STOP,510,0
608,86947,Randwick_ Cowper St nr Church St,None,337130,6246542,Bus station,726,1,1,BUS_STOP,510,0
609,86948,Randwick_ Avoca St nr Astolat St,None,337668,6246566,Bus station,729,1,1,BUS_STOP,512,0
610,86949,Randwick_ Frenchmans Rd nr Avoca St,None,337679,6246527,Bus station,729,1,1,BUS_STOP,511,0
611,86953,Clovelly_ Arden St nr Burnie St,None,339063,6246471,Bus station,736,1,1,BUS_STOP,518,0
612,86954,Clovelly_ Arden St nr Brandon St,None,339062,6246567,Bus station,736,1,1,BUS_STOP,518,0
613,86955,Randwick_ Cowper St opp Mulwarree Av,None,336844,6246564,Bus station,737,1,1,BUS_STOP,510,0
614,86956,Randwick_ Alison Rd nr Cowper St,None,336726,6246630,Bus station,737,1,1,BUS_STOP,510,0
615,86957,Randwick_ Cowper St nr Mulwarree Av,None,336847,6246585,Bus station,737,1,1,BUS_STOP,510,0
616,86958,Kensington_ Anzac Pde nr Ascot St,None,335751,6246656,Bus station,738,1,1,BUS_STOP,509,0
617,86959,Kensington_ Anzac Pde nr Ascot St,None,335783,6246649,Bus station,738,1,1,BUS_STOP,509,0
618,86963,Randwick_ Clovelly Rd nr Searle St,None,338123,6246515,Bus station,743,1,1,BUS_STOP,516,0
619,86964,Randwick_ Frenchmans Rd nr Clovelly Rd,None,337943,6246620,Bus station,743,1,1,BUS_STOP,512,0
620,86965,Randwick_ Clovelly Rd nr Frenchmans Rd,None,337973,6246666,Bus station,743,1,1,BUS_STOP,512,0
621,86966,Randwick_ Clovelly Rd nr Frenchmans Rd,None,338026,6246597,Bus station,743,1,1,BUS_STOP,512,0
622,86967,Randwick_ Frenchmans Rd nr Clovelly Rd,None,338026,6246630,Bus station,743,1,1,BUS_STOP,512,0
623,86968,Kensington_ Todman Av nr Baker St,None,335145,6246735,Bus station,745,1,1,BUS_STOP,508,0
624,86969,Kensington_ Todman Av opp Baker St,None,335165,6246743,Bus station,745,1,1,BUS_STOP,508,0
625,86971,Kensington_ Anzac Pde opp Carlton St,None,335784,6246880,Bus station,747,1,1,BUS_STOP,509,0
626,86972,Zetland_ Elizabeth St nr Joynton Av,None,334231,6246739,Bus station,748,1,1,BUS_STOP,284,0
627,86973,Zetland_ Elizabeth St nr Joynton Av,None,334277,6246714,Bus station,748,1,1,BUS_STOP,284,0
628,86974,Alexandria_ Huntley St nr Burrows Rd,None,332806,6246477,Bus station,750,1,1,BUS_STOP,283,0
629,86976,Alexandria_ Euston Rd nr Sydney Park Rd,None,332766,6246681,Bus station,750,1,1,BUS_STOP,283,0
630,86977,Alexandria_ Euston Rd nr Maddox St,None,332790,6246748,Bus station,750,1,1,BUS_STOP,283,0
631,86979,Alexandria_ Euston Rd nr Maddox St,None,332853,6246798,Bus station,750,1,1,BUS_STOP,283,0
632,86980,Randwick_ Frenchmans Rd nr Barrett Pl,None,338148,6246753,Bus station,752,1,1,BUS_STOP,512,0
633,86981,Randwick_ Frenchmans Rd nr Kemmis St,None,338140,6246716,Bus station,752,1,1,BUS_STOP,512,0
634,86982,Randwick_ Frenchmans Rd nr Gilderthorpe Av,None,338326,6246785,Bus station,752,1,1,BUS_STOP,512,0
635,86983,Randwick_ Stanley St nr Avoca St,None,337652,6246691,Bus station,758,1,1,BUS_STOP,511,0
636,86984,Randwick_ Avoca St nr Market St,None,337680,6246738,Bus station,758,1,1,BUS_STOP,511,0
637,86985,Randwick_ Avoca St nr Stanley St,None,337663,6246741,Bus station,758,1,1,BUS_STOP,511,0
638,86988,Randwick_ Alison Rd nr King St,None,336543,6246776,Bus station,766,1,1,BUS_STOP,510,0
639,86989,Randwick_ Alison Rd nr Darley Rd,None,336479,6246796,Bus station,766,1,1,BUS_STOP,514,0
640,86990,Randwick_ Alison Rd nr Randwick Racecourse,None,336490,6246789,Bus station,766,1,1,BUS_STOP,514,0
641,86991,Randwick_ Darley Rd nr Alison Rd,None,336491,6246895,Bus station,766,1,1,BUS_STOP,507,0
642,86992,Randwick_ Darley Rd nr Randwick TAFE,None,336517,6246879,Bus station,766,1,1,BUS_STOP,510,0
643,86993,Zetland_ Joynton Av nr Gadigal Av,None,334359,6246802,Bus station,773,1,1,BUS_STOP,285,0
644,87000,Zetland_ Joynton Av opp Morris Gr,None,334381,6246899,Bus station,781,1,1,BUS_STOP,285,0
645,87001,Zetland_ Elizabeth St nr Merton St,None,334166,6246870,Bus station,781,1,1,BUS_STOP,284,0
